player,outcome,x,y,role
A. Belotti,Miss,72,25,Forward
A. Belotti,Miss,87,41,Forward
G. Letizia,Miss,88,32,Defender
P. Iemmello,Miss,75,54,Forward
N. N'Koulou,Miss,87,55,Defender
Iago Falqué,Miss,73,56,Forward
P. Iemmello,Miss,92,58,Forward
M. Coda,Miss,77,59,Forward
A. Ljajić,Miss,86,58,Forward
A. Ljajić,Miss,76,29,Forward
D. Baselli,Miss,89,65,Midfielder
A. Belotti,Miss,89,40,Forward
Álex Berenguer,Miss,88,31,Forward
D. Cataldi,Miss,76,58,Midfielder
A. Lazaar,Miss,90,35,Defender
Iago Falqué,Miss,76,63,Forward
Iago Falqué,GOAL,92,46,Forward
L. Insigne,Miss,80,27,Forward
S. Verdi,Miss,95,33,Forward
F. Di Francesco,Miss,92,67,Forward
L. Insigne,Miss,87,34,Forward
Allan,Miss,74,47,Midfielder
M. Hamšík,Miss,90,28,Midfielder
José Callejón,Miss,87,67,Forward
M. Hamšík,Miss,95,60,Midfielder
L. Insigne,Miss,78,70,Forward
M. Destro,Miss,92,45,Forward
José Callejón,GOAL,98,61,Forward
D. Mertens,Miss,80,73,Forward
P. Zieliński,Miss,77,40,Midfielder
E. Hysaj,Miss,89,36,Defender
D. Mertens,GOAL,92,37,Forward
L. Insigne,Miss,77,48,Forward
P. Zieliński,GOAL,94,52,Midfielder
Allan,Miss,83,53,Midfielder
Albiol,Miss,97,40,Defender
M. Rohdén,Miss,75,73,Midfielder
M. Andreolli,Miss,86,62,Defender
D. Dessena,Miss,83,60,Midfielder
M. Trotta,Miss,75,52,Forward
N. Barella,Miss,66,48,Midfielder
M. Sampirisi,Miss,73,75,Defender
L. Pavoletti,Miss,92,44,Forward
M. Sau,Miss,96,62,Forward
João Pedro,Miss,89,44,Midfielder
M. Sau,GOAL,83,51,Forward
João Pedro,Miss,87,60,Midfielder
M. Sampirisi,Miss,81,70,Defender
A. Budimir,Miss,91,35,Forward
L. Cabrera,Miss,94,32,Defender
L. Pavoletti,Miss,86,62,Forward
João Pedro,Miss,73,47,Midfielder
A. Budimir,Miss,87,39,Forward
G. Crociata,Miss,75,54,Midfielder
A. Ioniţă,Miss,90,57,Midfielder
L. Pavoletti,Miss,86,38,Forward
M. Benassi,Miss,79,70,Midfielder
G. Simeone,GOAL,98,48,Forward
M. Fares,Miss,80,25,Forward
G. Simeone,Miss,91,68,Forward
J. Veretout,Miss,71,64,Midfielder
D. Astori,GOAL,93,50,Defender
F. Chiesa,Miss,89,43,Midfielder
G. Pezzella,Miss,87,64,Defender
G. Pazzini,Miss,90,43,Forward
G. Simeone,Miss,89,52,Forward
M. Fares,Miss,87,29,Forward
M. Fares,Miss,78,26,Forward
F. Chiesa,Miss,81,53,Midfielder
G. Pazzini,Miss,96,74,Forward
M. Büchel,Miss,72,68,Midfielder
Rômulo,Miss,73,76,Midfielder
M. Kean,Miss,81,46,Forward
M. Kean,Miss,95,60,Forward
F. Chiesa,Miss,76,25,Midfielder
Daniel Bessa,Miss,75,62,Midfielder
F. Chiesa,Miss,70,32,Midfielder
M. Benassi,Miss,74,49,Midfielder
D. Verde,Miss,81,82,Forward
Rômulo,Miss,92,53,Midfielder
M. Benassi,Miss,79,45,Midfielder
G. Simeone,Miss,84,39,Forward
G. Simeone,Miss,74,51,Forward
Gil Dias,Miss,85,62,Forward
G. Pezzella,Miss,90,52,Defender
Gil Dias,GOAL,98,57,Forward
