player,outcome,x,y,role
Marcelo,Miss,78,21,Defender
Gabriel Jesus,Miss,93,49,Forward
Philippe Coutinho,Miss,86,49,Forward
Neymar,Miss,91,51,Forward
Philippe Coutinho,Miss,86,62,Forward
Ó. Duarte,Miss,88,43,Defender
Gabriel Jesus,Miss,90,33,Forward
Neymar,Miss,80,31,Forward
Casemiro,Miss,91,51,Midfielder
Neymar,Miss,83,48,Forward
Neymar,Miss,90,30,Forward
Philippe Coutinho,Miss,74,32,Forward
Casemiro,Miss,79,61,Midfielder
Philippe Coutinho,GOAL,92,48,Forward
Roberto Firmino,Miss,92,35,Forward
Neymar,GOAL,96,51,Forward
G. Xhaka,Miss,70,65,Midfielder
A. Mitrović,Miss,90,47,Forward
A. Mitrović,GOAL,90,48,Forward
X. Shaqiri,Miss,76,77,Midfielder
B. Džemaili,Miss,89,42,Midfielder
A. Mitrović,Miss,86,43,Forward
S. Milinković-Savić,Miss,81,68,Midfielder
A. Mitrović,Miss,86,41,Forward
X. Shaqiri,Miss,81,51,Midfielder
S. Lichtsteiner,Miss,75,69,Defender
M. Akanji,Miss,93,38,Defender
B. Džemaili,Miss,92,45,Midfielder
F. Schär,Miss,91,57,Defender
D. Tadić,Miss,77,59,Midfielder
A. Mitrović,Miss,89,53,Forward
N. Matić,Miss,96,40,Midfielder
D. Tadić,Miss,78,58,Midfielder
R. Rodríguez,Miss,76,20,Defender
A. Mitrović,Miss,89,51,Forward
X. Shaqiri,Miss,87,66,Midfielder
G. Xhaka,GOAL,79,33,Midfielder
X. Shaqiri,Miss,87,78,Midfielder
A. Ljajić,Miss,87,39,Forward
B. Embolo,Miss,72,43,Forward
X. Shaqiri,Miss,74,51,Midfielder
M. Gavranović,Miss,89,60,Forward
M. Akanji,Miss,88,41,Defender
X. Shaqiri,GOAL,90,36,Midfielder
X. Shaqiri,Miss,78,43,Midfielder
Philippe Coutinho,Miss,86,46,Forward
F. Kostić,Miss,76,60,Midfielder
Neymar,Miss,95,33,Forward
Gabriel Jesus,Miss,93,34,Forward
A. Mitrović,Miss,90,53,Forward
Paulinho,GOAL,88,54,Midfielder
D. Tadić,Miss,75,60,Midfielder
Neymar,Miss,83,13,Forward
S. Milinković-Savić,Miss,77,66,Midfielder
Neymar,Miss,91,30,Forward
A. Mitrović,Miss,91,48,Forward
S. Milinković-Savić,Miss,86,36,Midfielder
A. Mitrović,Miss,92,42,Forward
Thiago Silva,GOAL,95,49,Defender
Philippe Coutinho,Miss,84,50,Forward
Filipe Luis,Miss,77,50,Defender
Neymar,Miss,89,35,Forward
Casemiro,Miss,69,54,Midfielder
N. Matić,Miss,90,54,Midfielder
Neymar,Miss,88,57,Forward
A. Mitrović,Miss,88,49,Forward
Neymar,Miss,88,27,Forward
A. Živković,Miss,81,75,Midfielder
Neymar,Miss,91,65,Forward
M. Gavranović,Miss,90,61,Forward
J. Campbell,Miss,79,67,Forward
C. Borges,Miss,91,54,Midfielder
C. Gamboa,Miss,79,61,Defender
D. Colindres,Miss,80,36,Forward
D. Colindres,Miss,85,22,Forward
M. Gavranović,Miss,79,43,Forward
B. Oviedo,Miss,88,21,Defender
D. Colindres,Miss,90,26,Forward
B. Džemaili,GOAL,93,53,Midfielder
B. Džemaili,Miss,87,55,Midfielder
S. Lichtsteiner,Miss,74,72,Defender
V. Behrami,Miss,74,55,Midfielder
J. Campbell,Miss,90,42,Forward
R. Rodríguez,Miss,71,22,Defender
B. Embolo,Miss,98,68,Forward
D. Guzmán,Miss,79,37,Midfielder
B. Oviedo,Miss,90,34,Defender
K. Waston,GOAL,93,51,Defender
C. Borges,Miss,74,38,Midfielder
J. Drmic,Miss,76,38,Forward
J. Drmic,Miss,91,54,Forward
C. Borges,Miss,87,73,Midfielder
J. Drmic,GOAL,88,36,Forward
H. Lozano,Miss,90,35,Forward
T. Werner,Miss,94,71,Forward
M. Hummels,Miss,85,50,Defender
H. Herrera,Miss,69,51,Midfielder
H. Moreno,Miss,89,45,Defender
J. Draxler,Miss,76,41,Midfielder
T. Kroos,Miss,74,40,Midfielder
T. Werner,Miss,86,54,Forward
T. Kroos,Miss,77,32,Midfielder
J. Hernández,Miss,82,37,Forward
M. Layún,Miss,76,45,Defender
M. Layún,Miss,78,42,Defender
H. Lozano,GOAL,90,40,Forward
S. Khedira,Miss,88,61,Midfielder
C. Vela,Miss,82,45,Forward
M. Plattenhardt,Miss,74,38,Defender
J. Kimmich,Miss,77,51,Defender
J. Draxler,Miss,87,33,Midfielder
T. Kroos,Miss,85,45,Midfielder
A. Guardado,Miss,86,37,Midfielder
J. Draxler,Miss,82,34,Midfielder
J. Kimmich,Miss,90,47,Defender
J. Draxler,Miss,86,35,Midfielder
T. Werner,Miss,95,41,Forward
M. Reus,Miss,95,71,Forward
T. Kroos,Miss,80,58,Midfielder
J. Draxler,Miss,87,47,Midfielder
M. Layún,Miss,75,49,Defender
M. Özil,Miss,78,65,Midfielder
M. Layún,Miss,82,66,Defender
T. Kroos,Miss,78,37,Midfielder
M. Gómez,Miss,92,47,Forward
M. Gómez,Miss,96,46,Forward
J. Brandt,Miss,79,38,Midfielder
J. Boateng,Miss,78,73,Defender
M. Berg,Miss,92,43,Forward
P. Jansson,Miss,89,50,Defender
A. Granqvist,Miss,91,38,Defender
M. Berg,Miss,90,39,Forward
Jae-Sung Lee,Miss,86,73,Midfielder
E. Forsberg,Miss,75,24,Midfielder
M. Berg,Miss,96,39,Forward
E. Forsberg,Miss,75,34,Midfielder
A. Granqvist,Miss,86,35,Defender
V. Claesson,Miss,90,48,Midfielder
E. Forsberg,Miss,79,42,Midfielder
Ja-Cheol Koo,Miss,89,31,Midfielder
O. Toivonen,Miss,92,41,Forward
Min-Woo Kim,Miss,79,26,Midfielder
S. Larsson,Miss,69,60,Midfielder
E. Forsberg,Miss,80,40,Midfielder
V. Claesson,Miss,81,62,Midfielder
Lee Seung-Woo,Miss,79,73,Forward
Hwang Hee-Chan,Miss,91,42,Forward
J. Draxler,Miss,93,54,Midfielder
J. Hector,Miss,84,47,Defender
M. Berg,Miss,87,51,Forward
J. Boateng,Miss,78,69,Defender
M. Berg,Miss,88,55,Forward
S. Rudy,Miss,74,54,Midfielder
O. Toivonen,GOAL,93,56,Forward
İ. Gündoğan,Miss,73,34,Midfielder
J. Boateng,Miss,73,82,Defender
M. Berg,Miss,87,56,Forward
M. Reus,GOAL,92,48,Forward
T. Kroos,Miss,82,31,Midfielder
T. Müller,Miss,90,64,Forward
J. Hector,Miss,91,40,Defender
T. Kroos,Miss,86,34,Midfielder
T. Kroos,Miss,78,45,Midfielder
M. Reus,Miss,88,28,Forward
E. Forsberg,Miss,79,24,Midfielder
T. Werner,Miss,90,60,Forward
M. Gómez,Miss,90,47,Forward
J. Brandt,Miss,83,59,Midfielder
J. Guidetti,Miss,90,74,Forward
J. Hernández,Miss,88,59,Forward
Son Heung-Min,Miss,87,67,Forward
Son Heung-Min,Miss,88,67,Forward
Son Heung-Min,Miss,79,61,Forward
Sung-Yeung Ki,Miss,89,55,Midfielder
M. Layún,Miss,86,58,Defender
Son Heung-Min,Miss,97,30,Forward
H. Lozano,Miss,88,29,Forward
Seon-Min Moon,Miss,78,66,Midfielder
Son Heung-Min,Miss,80,41,Forward
H. Lozano,Miss,78,26,Forward
J. Hernández,Miss,76,54,Forward
Seon-Min Moon,Miss,88,63,Midfielder
Jae-Sung Lee,Miss,86,86,Midfielder
Sung-Yeung Ki,Miss,83,18,Midfielder
A. Guardado,Miss,78,45,Midfielder
A. Guardado,Miss,84,40,Midfielder
H. Lozano,Miss,79,44,Forward
Jae-Sung Lee,Miss,87,47,Midfielder
C. Vela,Miss,79,72,Forward
J. Hernández,GOAL,91,36,Forward
Hwang Hee-Chan,Miss,80,49,Forward
Sung-Yeung Ki,Miss,71,60,Midfielder
Jae-Sung Lee,Miss,73,60,Midfielder
Son Heung-Min,Miss,75,48,Forward
H. Herrera,Miss,78,56,Midfielder
Son Heung-Min,GOAL,77,74,Forward
S. Khedira,Miss,90,52,Midfielder
Yong Lee,Miss,71,64,Defender
Son Heung-Min,Miss,91,63,Forward
M. Reus,Miss,79,51,Forward
T. Werner,Miss,91,67,Forward
M. Hummels,Miss,95,41,Defender
M. Özil,Miss,89,75,Midfielder
Son Heung-Min,Miss,78,65,Forward
Woo-Young Jung,Miss,72,39,Midfielder
L. Goretzka,Miss,92,52,Midfielder
T. Kroos,Miss,70,45,Midfielder
T. Werner,Miss,89,48,Forward
J. Kimmich,Miss,87,64,Defender
S. Khedira,Miss,73,58,Midfielder
T. Kroos,Miss,88,38,Midfielder
Son Heung-Min,Miss,78,58,Forward
T. Werner,Miss,91,31,Forward
M. Gómez,Miss,91,47,Forward
T. Kroos,Miss,72,50,Midfielder
Son Heung-Min,Miss,84,39,Forward
T. Müller,Miss,91,57,Forward
M. Reus,Miss,77,63,Forward
J. Brandt,Miss,90,31,Midfielder
T. Kroos,Miss,74,43,Midfielder
M. Hummels,Miss,93,51,Defender
T. Kroos,Miss,83,48,Midfielder
Woo-Young Jung,Miss,71,43,Midfielder
Jae-Sung Lee,Miss,80,56,Midfielder
Young-Gwon Kim,GOAL,96,57,Defender
M. Hummels,Miss,94,64,Defender
Son Heung-Min,GOAL,95,39,Forward
T. Müller,Miss,81,46,Forward
J. Brandt,Miss,85,55,Midfielder
M. Hummels,Miss,90,41,Defender
M. Hummels,Miss,93,46,Defender
M. Layún,Miss,77,68,Defender
M. Berg,Miss,97,43,Forward
E. Forsberg,Miss,77,60,Midfielder
C. Vela,Miss,83,52,Forward
E. Forsberg,Miss,90,39,Midfielder
C. Vela,Miss,84,81,Forward
A. Guardado,Miss,75,45,Midfielder
E. Forsberg,Miss,81,34,Midfielder
M. Berg,Miss,95,49,Forward
E. Forsberg,Miss,85,35,Midfielder
H. Lozano,Miss,79,37,Forward
C. Vela,Miss,87,63,Forward
C. Salcedo,Miss,84,34,Defender
M. Layún,Miss,88,72,Defender
M. Berg,Miss,93,33,Forward
V. Claesson,Miss,89,57,Midfielder
L. Augustinsson,GOAL,95,43,Defender
E. Forsberg,Miss,86,45,Midfielder
A. Guardado,Miss,93,22,Midfielder
L. Augustinsson,Miss,87,35,Defender
M. Berg,Miss,88,36,Forward
C. Salcedo,Miss,70,66,Defender
M. Fabián,Miss,75,60,Midfielder
C. Salcedo,Miss,91,38,Defender
J. Hernández,Miss,88,46,Forward
J. Hernández,Miss,98,32,Forward
C. Vela,Miss,98,55,Forward
H. Lozano,Miss,81,64,Forward
H. Herrera,Miss,73,64,Midfielder
H. Lozano,Miss,80,23,Forward
R. Lukaku,Miss,92,45,Forward
Y. Carrasco,Miss,87,31,Forward
D. Mertens,Miss,85,66,Forward
E. Hazard,Miss,98,33,Forward
D. Mertens,Miss,89,70,Forward
K. De Bruyne,Miss,80,27,Midfielder
E. Hazard,Miss,85,69,Forward
E. Hazard,Miss,89,67,Forward
R. Torres,Miss,84,49,Defender
D. Mertens,Miss,83,65,Forward
A. Cooper,Miss,76,62,Midfielder
D. Mertens,GOAL,88,73,Forward
M. Murillo,Miss,91,63,Defender
R. Torres,Miss,89,51,Defender
Y. Bárcenas,Miss,80,39,Midfielder
R. Lukaku,GOAL,93,54,Forward
G. Torres,Miss,80,76,Forward
R. Lukaku,GOAL,88,37,Forward
J. Lingard,Miss,92,48,Midfielder
H. Maguire,Miss,88,40,Defender
H. Kane,Miss,79,54,Forward
J. Stones,Miss,90,61,Defender
H. Kane,GOAL,97,55,Forward
J. Henderson,Miss,75,56,Midfielder
N. Sliti,Miss,72,27,Midfielder
J. Lingard,Miss,98,63,Midfielder
F. Sassi,Miss,75,52,Midfielder
F. Ben Youssef,Miss,87,44,Forward
H. Maguire,Miss,91,73,Defender
J. Lingard,Miss,89,51,Midfielder
J. Lingard,Miss,91,71,Midfielder
D. Alli,Miss,91,49,Midfielder
W. Khazri,Miss,89,68,Midfielder
N. Sliti,Miss,75,56,Midfielder
H. Kane,GOAL,97,43,Forward
T. Meunier,Miss,75,62,Defender
A. Witsel,Miss,91,28,Midfielder
E. Hazard,Miss,87,59,Forward
Y. Carrasco,Miss,79,21,Forward
R. Lukaku,GOAL,86,36,Forward
D. Bronn,GOAL,90,45,Defender
Y. Carrasco,Miss,88,33,Forward
T. Alderweireld,Miss,79,64,Defender
A. Witsel,Miss,80,38,Midfielder
F. Sassi,Miss,83,54,Midfielder
W. Khazri,Miss,71,36,Midfielder
F. Ben Youssef,Miss,73,39,Forward
R. Lukaku,GOAL,93,62,Forward
T. Alderweireld,Miss,93,63,Defender
A. Badri,Miss,72,29,Forward
E. Hazard,GOAL,89,46,Forward
F. Ben Youssef,Miss,90,52,Forward
F. Sassi,Miss,73,64,Midfielder
Y. Carrasco,Miss,81,32,Forward
E. Hazard,Miss,76,37,Forward
N. Sliti,Miss,81,59,Midfielder
A. Badri,Miss,73,34,Forward
S. Khaoui,Miss,71,52,Midfielder
M. Batshuayi,Miss,93,38,Forward
Y. Carrasco,Miss,88,31,Forward
M. Batshuayi,Miss,94,51,Forward
T. Meunier,Miss,91,74,Defender
M. Batshuayi,Miss,91,54,Forward
M. Batshuayi,Miss,90,71,Forward
A. Witsel,Miss,77,72,Midfielder
M. Batshuayi,GOAL,93,45,Forward
W. Khazri,Miss,53,51,Midfielder
M. Batshuayi,Miss,80,44,Forward
W. Khazri,GOAL,90,57,Midfielder
Y. Bárcenas,Miss,70,51,Midfielder
A. Godoy,Miss,85,44,Midfielder
J. Stones,GOAL,90,50,Defender
Y. Bárcenas,Miss,75,69,Midfielder
H. Maguire,Miss,97,34,Defender
J. Lingard,GOAL,80,44,Midfielder
R. Sterling,Miss,96,50,Forward
J. Stones,GOAL,98,46,Defender
J. Lingard,Miss,82,51,Midfielder
R. Loftus-Cheek,Miss,80,62,Midfielder
H. Kane,GOAL,89,58,Forward
J. Henderson,Miss,86,50,Midfielder
R. Torres,Miss,95,41,Defender
F. Baloy,GOAL,90,54,Defender
R. Sterling,Miss,77,38,Forward
B. Pérez,Miss,88,52,Forward
J. Rodriguez,Miss,74,27,Midfielder
Y. Tielemans,Miss,65,66,Midfielder
M. Rashford,Miss,75,26,Forward
J. Vardy,Miss,91,56,Forward
M. Batshuayi,Miss,90,65,Forward
M. Fellaini,Miss,89,38,Midfielder
Y. Tielemans,Miss,70,65,Midfielder
R. Loftus-Cheek,Miss,92,43,Midfielder
A. Januzaj,Miss,71,61,Midfielder
T. Hazard,Miss,83,40,Forward
T. Hazard,Miss,89,30,Forward
A. Januzaj,Miss,85,78,Midfielder
M. Rashford,Miss,90,31,Forward
A. Januzaj,GOAL,88,68,Midfielder
A. Januzaj,Miss,91,70,Midfielder
M. Rashford,Miss,86,43,Forward
F. Delph,Miss,71,70,Midfielder
F. Delph,Miss,80,38,Midfielder
D. Welbeck,Miss,86,35,Forward
D. Mertens,Miss,79,62,Forward
T. Hazard,Miss,88,24,Forward
M. Fellaini,Miss,95,30,Midfielder
F. Sassi,Miss,82,50,Midfielder
N. Sliti,Miss,90,36,Midfielder
R. Avila,Miss,68,22,Midfielder
N. Sliti,Miss,77,50,Midfielder
F. Ben Youssef,Miss,89,33,Forward
R. Bedoui,Miss,93,42,Defender
N. Sliti,Miss,86,60,Midfielder
G. Gómez,Miss,75,30,Midfielder
R. Torres,Miss,87,37,Defender
J. Rodriguez,Miss,74,40,Midfielder
F. Ben Youssef,Miss,93,43,Forward
W. Khazri,Miss,91,62,Midfielder
W. Khazri,Miss,88,69,Midfielder
W. Khazri,Miss,91,73,Midfielder
F. Ben Youssef,GOAL,95,49,Forward
F. Ben Youssef,Miss,90,58,Forward
G. Chaalali,Miss,82,64,Midfielder
W. Khazri,Miss,89,72,Midfielder
Y. Bárcenas,Miss,86,55,Midfielder
W. Khazri,GOAL,97,57,Midfielder
J. Rodriguez,Miss,86,37,Midfielder
A. Godoy,Miss,87,35,Midfielder
M. Niang,Miss,88,34,Forward
K. Grosicki,Miss,92,58,Midfielder
R. Lewandowski,Miss,81,50,Forward
I. Gueye,Miss,78,57,Midfielder
S. Sané,Miss,93,48,Defender
I. Gueye,Miss,77,78,Midfielder
S. Mané,Miss,89,40,Forward
Ł. Piszczek,Miss,90,67,Defender
M. Niang,GOAL,91,49,Forward
K. Grosicki,Miss,72,59,Midfielder
A. Milik,Miss,94,53,Forward
D. Kownacki,Miss,89,64,Forward
M. Konaté,Miss,89,51,Forward
M. Rybus,Miss,94,36,Defender
G. Krychowiak,GOAL,93,42,Midfielder
D. Kownacki,Miss,73,43,Forward
Y. Ōsako,Miss,86,47,Forward
S. Kagawa,Miss,85,46,Midfielder
R. Falcao,Miss,90,56,Forward
T. Inui,Miss,89,32,Midfielder
J. Quintero,Miss,72,66,Midfielder
J. Cuadrado,Miss,82,75,Midfielder
Y. Ōsako,Miss,92,28,Forward
R. Falcao,Miss,90,58,Forward
Y. Ōsako,Miss,94,34,Forward
T. Inui,Miss,87,43,Midfielder
M. Yoshida,Miss,91,45,Defender
H. Sakai,Miss,90,73,Defender
T. Inui,Miss,87,30,Midfielder
K. Honda,Miss,75,78,Midfielder
H. Sakai,Miss,91,61,Defender
Y. Ōsako,GOAL,93,47,Forward
J. Rodríguez,Miss,91,66,Midfielder
C. Bacca,Miss,88,28,Forward
O. Murillo,Miss,90,53,Defender
Y. Ōsako,Miss,89,56,Forward
S. Arias,Miss,73,67,Defender
P. Zieliński,Miss,73,66,Midfielder
J. Cuadrado,Miss,72,31,Midfielder
Y. Mina,GOAL,94,48,Defender
R. Lewandowski,Miss,95,55,Forward
J. Quintero,Miss,70,66,Midfielder
R. Falcao,Miss,82,63,Forward
J. Rodríguez,Miss,87,58,Midfielder
J. Quintero,Miss,80,47,Midfielder
J. Cuadrado,Miss,71,58,Midfielder
R. Lewandowski,Miss,89,37,Forward
R. Lewandowski,Miss,90,49,Forward
R. Falcao,GOAL,89,58,Forward
P. Zieliński,Miss,78,59,Midfielder
J. Cuadrado,GOAL,86,47,Midfielder
G. Krychowiak,Miss,94,41,Midfielder
A. Uribe,Miss,96,57,Midfielder
R. Lewandowski,Miss,74,37,Forward
J. Lerma,Miss,72,60,Midfielder
Y. Sabaly,Miss,72,36,Defender
Y. Sabaly,Miss,89,28,Defender
S. Mané,GOAL,94,42,Forward
M. Niang,Miss,95,74,Forward
M. Hasebe,Miss,75,43,Midfielder
I. Sarr,Miss,88,56,Midfielder
T. Inui,GOAL,89,36,Midfielder
M. Niang,Miss,85,70,Forward
G. Haraguchi,Miss,75,81,Midfielder
Y. Ōsako,Miss,91,45,Forward
M. Niang,Miss,87,63,Forward
B. N'Diaye,Miss,82,47,Midfielder
M. Niang,Miss,78,67,Forward
T. Inui,Miss,89,23,Midfielder
M. Wagué,GOAL,93,62,Defender
Y. Ōsako,Miss,90,59,Forward
K. Honda,GOAL,92,57,Midfielder
C. N'Doye,Miss,91,46,Midfielder
M. Diouf,Miss,92,60,Forward
S. Okazaki,Miss,94,40,Forward
Y. Muto,Miss,80,37,Forward
R. Lewandowski,Miss,80,44,Forward
G. Sakai,Miss,80,47,Defender
R. Kurzawa,Miss,78,50,Midfielder
K. Grosicki,Miss,87,47,Midfielder
J. Góralski,Miss,67,69,Midfielder
T. Usami,Miss,94,74,Forward
R. Kurzawa,Miss,85,70,Midfielder
T. Usami,Miss,80,33,Forward
T. Makino,Miss,96,37,Defender
J. Bednarek,GOAL,96,52,Defender
T. Usami,Miss,85,43,Forward
P. Zieliński,Miss,75,49,Midfielder
K. Grosicki,Miss,89,35,Midfielder
M. Yoshida,Miss,93,43,Defender
R. Lewandowski,Miss,89,48,Forward
K. Glik,Miss,89,47,Defender
M. Niang,Miss,80,32,Forward
B. Keita,Miss,90,26,Forward
I. Sarr,Miss,88,74,Midfielder
L. Muriel,Miss,90,66,Forward
R. Falcao,Miss,93,56,Forward
Y. Mina,GOAL,94,55,Defender
M. Niang,Miss,93,66,Forward
I. Sarr,Miss,89,66,Midfielder
Bernardo Silva,Miss,94,66,Midfielder
Cristiano Ronaldo,Miss,81,71,Forward
E. Cavani,GOAL,96,55,Forward
José Fonte,Miss,93,39,Defender
Cristiano Ronaldo,Miss,73,31,Forward
L. Suárez,Miss,90,70,Forward
Gonçalo Guedes,Miss,81,59,Forward
William Carvalho,Miss,75,44,Midfielder
L. Suárez,Miss,83,79,Forward
N. Nández,Miss,73,96,Midfielder
E. Cavani,Miss,91,29,Forward
Raphaël Guerreiro,Miss,78,25,Defender
Adrien Silva,Miss,83,52,Midfielder
Pepe,GOAL,90,54,Defender
Gonçalo Guedes,Miss,79,28,Forward
E. Cavani,GOAL,87,34,Forward
Bernardo Silva,Miss,86,45,Midfielder
Cristiano Ronaldo,Miss,76,28,Forward
Raphaël Guerreiro,Miss,79,31,Defender
Cristiano Ronaldo,Miss,71,37,Forward
Manuel Fernandes,Miss,76,64,Midfielder
Manuel Fernandes,Miss,70,19,Midfielder
Cristiano Ronaldo,Miss,74,27,Forward
Ricardo Quaresma,Miss,91,73,Forward
É. Banega,Miss,74,37,Midfielder
Á. di María,GOAL,72,54,Midfielder
L. Messi,Miss,86,62,Forward
G. Mercado,GOAL,93,55,Defender
B. Pavard,GOAL,82,75,Defender
B. Matuidi,Miss,91,48,Midfielder
K. Mbappé,GOAL,94,34,Forward
L. Messi,Miss,74,26,Forward
K. Mbappé,GOAL,88,65,Forward
O. Giroud,Miss,91,34,Forward
L. Messi,Miss,90,57,Forward
S. Agüero,Miss,87,58,Forward
S. Agüero,GOAL,92,40,Forward
Á. di María,Miss,93,39,Midfielder
Y. Zhirkov,Miss,26,71,Midfielder
R. Zobnin,Miss,20,38,Midfielder
A. Golovin,Miss,14,64,Midfielder
A. Dzyuba,Miss,10,64,Forward
Isco,Miss,81,35,Midfielder
Diego Costa,Miss,97,62,Forward
Diego Costa,Miss,93,56,Forward
Jordi Alba,Miss,90,38,Defender
Diego Costa,Miss,89,44,Forward
Sergio Busquets,Miss,76,42,Midfielder
David Silva,Miss,93,52,Midfielder
Iniesta,Miss,82,44,Midfielder
Iago Aspas,Miss,97,31,Forward
Piqué,Miss,90,42,Defender
Sergio Ramos,Miss,91,57,Defender
F. Smolov,Miss,87,32,Forward
Jordi Alba,Miss,70,23,Defender
Koke,Miss,74,48,Midfielder
Marco Asensio,Miss,77,34,Midfielder
Iago Aspas,Miss,89,25,Forward
Piqué,Miss,92,52,Defender
Iniesta,Miss,81,40,Midfielder
Rodrigo,Miss,92,74,Forward
Daniel Carvajal,Miss,89,50,Defender
Rodrigo,Miss,82,52,Forward
Piqué,Miss,88,73,Defender
Rodrigo,Miss,81,43,Forward
M. Jørgensen,GOAL,96,41,Defender
M. Mandžukić,GOAL,93,44,Forward
I. Perišić,Miss,86,28,Midfielder
C. Eriksen,Miss,79,47,Midfielder
M. Braithwaite,Miss,89,63,Forward
I. Rakitić,Miss,77,32,Midfielder
I. Perišić,Miss,92,43,Midfielder
A. Rebić,Miss,80,26,Forward
C. Eriksen,Miss,78,71,Midfielder
D. Lovren,Miss,94,48,Defender
C. Eriksen,Miss,86,70,Midfielder
I. Rakitić,Miss,86,37,Midfielder
I. Perišić,Miss,82,73,Midfielder
M. Braithwaite,Miss,96,67,Forward
I. Perišić,Miss,89,25,Midfielder
A. Rebić,Miss,82,31,Forward
N. Jørgensen,Miss,89,63,Forward
C. Eriksen,Miss,83,36,Midfielder
L. Modrić,Miss,77,62,Midfielder
A. Rebić,Miss,78,72,Forward
I. Perišić,Miss,92,37,Midfielder
J. Pivarić,Miss,80,36,Defender
I. Rakitić,Miss,77,58,Midfielder
L. Schöne,Miss,78,64,Midfielder
I. Rakitić,Miss,74,50,Midfielder
M. Braithwaite,Miss,81,61,Forward
T. Delaney,Miss,72,60,Midfielder
L. Schöne,Miss,76,59,Midfielder
L. Schöne,Miss,78,58,Midfielder
M. Kovačić,Miss,79,30,Midfielder
P. Sisto,Miss,88,27,Midfielder
N. Jørgensen,Miss,92,27,Forward
L. Modrić,Miss,77,45,Midfielder
A. Kramarić,Miss,79,35,Forward
H. Lozano,Miss,91,67,Forward
Neymar,Miss,71,50,Forward
H. Lozano,Miss,90,69,Forward
H. Herrera,Miss,88,56,Midfielder
Neymar,Miss,93,33,Forward
Gabriel Jesus,Miss,86,66,Forward
Philippe Coutinho,Miss,80,36,Forward
C. Vela,Miss,81,28,Forward
Gabriel Jesus,Miss,86,40,Forward
Philippe Coutinho,Miss,79,33,Forward
Philippe Coutinho,Miss,71,50,Forward
Gabriel Jesus,Miss,86,58,Forward
Philippe Coutinho,Miss,88,39,Forward
J. Gallardo,Miss,76,34,Midfielder
Neymar,GOAL,96,53,Forward
A. Guardado,Miss,73,39,Midfielder
M. Layún,Miss,77,74,Defender
Neymar,Miss,77,63,Forward
Paulinho,Miss,90,54,Midfielder
H. Lozano,Miss,74,42,Forward
C. Vela,Miss,77,69,Forward
Willian,Miss,88,67,Midfielder
Neymar,Miss,86,50,Forward
A. Guardado,Miss,76,48,Midfielder
Willian,Miss,77,64,Midfielder
Neymar,Miss,92,40,Forward
Roberto Firmino,GOAL,94,52,Forward
H. Lozano,Miss,93,72,Forward
R. Jiménez,Miss,88,63,Forward
S. Kagawa,Miss,79,57,Midfielder
G. Shōji,Miss,65,41,Defender
A. Witsel,Miss,74,37,Midfielder
R. Lukaku,Miss,88,48,Forward
V. Kompany,Miss,92,64,Defender
R. Lukaku,Miss,79,63,Forward
K. De Bruyne,Miss,83,52,Midfielder
E. Hazard,Miss,84,30,Forward
V. Kompany,Miss,98,58,Defender
T. Inui,Miss,89,57,Midfielder
E. Hazard,Miss,87,35,Forward
A. Witsel,Miss,75,60,Midfielder
G. Haraguchi,GOAL,89,70,Midfielder
E. Hazard,Miss,87,53,Forward
T. Inui,GOAL,76,38,Midfielder
Y. Carrasco,Miss,80,31,Forward
R. Lukaku,Miss,95,54,Forward
G. Haraguchi,Miss,90,59,Midfielder
T. Meunier,Miss,80,66,Defender
R. Lukaku,Miss,93,54,Forward
J. Vertonghen,GOAL,93,27,Defender
K. De Bruyne,Miss,84,53,Midfielder
M. Fellaini,GOAL,91,50,Midfielder
T. Inui,Miss,91,29,Midfielder
R. Lukaku,Miss,89,60,Forward
V. Kompany,Miss,90,66,Defender
K. Honda,Miss,91,33,Midfielder
N. Chadli,Miss,92,37,Midfielder
R. Lukaku,Miss,93,55,Forward
T. Meunier,Miss,70,57,Defender
J. Vertonghen,Miss,71,29,Defender
N. Chadli,GOAL,91,42,Midfielder
X. Shaqiri,Miss,68,72,Midfielder
S. Zuber,Miss,86,25,Midfielder
M. Berg,Miss,91,65,Forward
M. Berg,Miss,86,45,Forward
A. Ekdal,Miss,83,46,Midfielder
M. Lustig,Miss,72,66,Defender
S. Zuber,Miss,90,61,Midfielder
M. Berg,Miss,90,54,Forward
G. Xhaka,Miss,68,53,Midfielder
X. Shaqiri,Miss,81,68,Midfielder
B. Džemaili,Miss,89,36,Midfielder
A. Ekdal,Miss,91,33,Midfielder
O. Toivonen,Miss,88,66,Forward
R. Rodríguez,Miss,72,30,Defender
E. Forsberg,GOAL,84,52,Midfielder
A. Ekdal,Miss,74,54,Midfielder
R. Rodríguez,Miss,74,39,Defender
X. Shaqiri,Miss,87,70,Midfielder
G. Xhaka,Miss,69,51,Midfielder
X. Shaqiri,Miss,74,72,Midfielder
M. Lang,Miss,91,72,Defender
B. Embolo,Miss,96,44,Forward
R. Rodríguez,Miss,80,38,Defender
J. Drmic,Miss,86,50,Forward
H. Seferović,Miss,92,44,Forward
R. Sterling,Miss,83,49,Forward
H. Kane,Miss,97,45,Forward
J. Cuadrado,Miss,79,67,Midfielder
J. Mojica,Miss,74,15,Defender
R. Sterling,Miss,80,53,Forward
J. Quintero,Miss,76,54,Midfielder
H. Kane,Miss,72,67,Forward
