player,outcome,x,y,role
Carlos Soler,Miss,75,64,Midfielder
Thomas,Miss,75,65,Midfielder
N. Gaitán,Miss,77,48,Midfielder
G. Kondogbia,Miss,80,61,Midfielder
Koke,Miss,79,30,Midfielder
Ivi,Miss,92,29,Forward
Ivi,GOAL,97,59,Forward
Marco Asensio,Miss,89,54,Midfielder
K. Benzema,Miss,89,34,Forward
Marcos Llorente,Miss,78,24,Midfielder
Sergio Ramos,Miss,93,44,Defender
Lucas Vázquez,GOAL,98,53,Forward
G. Bale,Miss,92,53,Forward
G. Bale,Miss,86,34,Forward
T. Kroos,Miss,71,39,Midfielder
Álex Alegría,Miss,83,61,Forward
Marco Asensio,Miss,89,61,Midfielder
G. Bale,Miss,93,46,Forward
T. Kroos,Miss,72,46,Midfielder
Marco Asensio,Miss,88,70,Midfielder
Nacho,Miss,94,61,Defender
Daniel Carvajal,Miss,76,67,Defender
Marco Asensio,Miss,89,72,Midfielder
Nacho,Miss,92,51,Defender
G. Bale,Miss,95,41,Forward
Marcelo,Miss,83,30,Defender
Jason,Miss,80,63,Midfielder
Pedro López,Miss,94,75,Defender
T. Kroos,Miss,81,41,Midfielder
Guerrero,Miss,86,46,Forward
Eraso,Miss,71,41,Midfielder
G. Shibasaki,Miss,82,64,Midfielder
Djené,Miss,88,44,Defender
A. Ndiaye,Miss,77,47,Forward
Juan Cala,Miss,90,44,Defender
F. Fajr,Miss,82,67,Midfielder
Eraso,Miss,87,51,Midfielder
Rubén Pérez,Miss,70,42,Midfielder
M. Arambarri,GOAL,70,31,Midfielder
Gabriel,Miss,85,66,Midfielder
Guerrero,Miss,87,51,Forward
Diego Rico,Miss,91,25,Defender
Diego Rico,Miss,90,33,Defender
Guerrero,GOAL,97,39,Forward
N. El Zhar,Miss,91,64,Midfielder
Gabriel,Miss,89,27,Midfielder
M. Arambarri,Miss,96,33,Midfielder
Álvaro Jiménez,GOAL,74,61,Midfielder
Zaldúa,Miss,89,72,Defender
Maxi Gómez,Miss,93,61,Forward
G. Cabral,Miss,90,59,Defender
Burgui,Miss,87,25,Midfielder
Bojan,Miss,85,57,Forward
Fontàs,Miss,90,32,Defender
Jozabed,Miss,79,45,Midfielder
Bojan,Miss,97,40,Forward
Jozabed,Miss,91,24,Midfielder
Maxi Gómez,GOAL,92,50,Forward
Jozabed,Miss,90,38,Midfielder
Iago Aspas,Miss,83,50,Forward
Iago Aspas,Miss,90,53,Forward
Burgui,Miss,94,35,Midfielder
Hugo Mallo,Miss,78,77,Defender
D. Wass,Miss,72,58,Midfielder
Maxi Gómez,Miss,86,65,Forward
G. Cabral,Miss,90,42,Defender
Maxi Gómez,Miss,90,63,Forward
Borja García,Miss,70,71,Midfielder
Muniain,GOAL,92,39,Forward
Álex Granell,Miss,71,36,Midfielder
Pedro Alcalá,Miss,66,62,Defender
Álex Granell,Miss,78,43,Midfielder
Aduriz,GOAL,87,56,Forward
Aday,Miss,75,39,Defender
C. Stuani,Miss,89,46,Forward
Aday,Miss,88,66,Defender
Muniain,Miss,93,31,Forward
Borja García,Miss,83,49,Midfielder
Iñaki Williams,Miss,88,70,Forward
Sabin Merino,Miss,97,56,Forward
W. Ben Yedder,Miss,87,37,Forward
Nolito,Miss,98,37,Forward
G. Mercado,Miss,96,48,Defender
W. Ben Yedder,Miss,92,57,Forward
Nolito,Miss,91,31,Forward
T. Inui,Miss,77,42,Midfielder
Ganso,GOAL,93,53,Midfielder
S. N'Zonzi,Miss,85,62,Midfielder
Rubén Peña,Miss,81,76,Midfielder
José Ángel,Miss,69,16,Defender
Pablo Sarabia,Miss,49,58,Midfielder
Sergi Enrich,Miss,94,45,Forward
G. Escalante,Miss,90,71,Midfielder
Sergi Enrich,Miss,98,43,Forward
W. Ben Yedder,Miss,95,61,Forward
W. Ben Yedder,GOAL,97,54,Forward
Nolito,GOAL,96,32,Forward
Borja Bastón,Miss,94,49,Forward
O. Tannane,Miss,90,69,Forward
Álex Mula,Miss,75,23,Midfielder
Álex Mula,Miss,84,34,Midfielder
R. Rosales,Miss,87,68,Defender
Jonathan Viera,Miss,83,34,Midfielder
Jonathan Viera,GOAL,90,60,Midfielder
Diego González,GOAL,91,59,Defender
A. Halilović,Miss,88,24,Midfielder
A. Halilović,Miss,90,29,Midfielder
Javi Ontiveros,Miss,81,56,Midfielder
Recio,Miss,78,36,Midfielder
J. Calleri,GOAL,90,56,Forward
Álex Mula,Miss,80,31,Midfielder
Borja Bastón,Miss,95,55,Forward
O. Tannane,Miss,87,62,Forward
Javi Ontiveros,Miss,80,41,Midfielder
Jonathan Viera,Miss,74,46,Midfielder
Álex Mula,Miss,93,73,Midfielder
J. Calleri,Miss,90,46,Forward
Y. En-Nesyri,Miss,94,55,Forward
Javi Ontiveros,Miss,80,40,Midfielder
L. Rémy,GOAL,88,42,Forward
L. Messi,Miss,88,73,Forward
L. Messi,GOAL,91,48,Forward
I. Rakitić,Miss,88,49,Midfielder
L. Messi,Miss,92,66,Forward
I. Rakitić,Miss,92,53,Midfielder
L. Messi,GOAL,97,42,Forward
I. Rakitić,Miss,90,40,Midfielder
L. Suárez,Miss,88,36,Forward
Léo Baptistão,Miss,68,57,Forward
P. Piatti,Miss,87,47,Forward
L. Suárez,Miss,92,46,Forward
P. Piatti,Miss,89,70,Forward
L. Messi,Miss,87,45,Forward
L. Suárez,Miss,94,45,Forward
Léo Baptistão,Miss,91,45,Forward
L. Messi,GOAL,91,46,Forward
Dídac Vilá,Miss,74,35,Defender
Léo Baptistão,Miss,86,44,Forward
Paulinho,Miss,94,38,Midfielder
Dídac Vilá,Miss,80,34,Defender
L. Messi,Miss,86,44,Forward
Piqué,GOAL,94,51,Defender
Gerard Moreno,Miss,79,39,Forward
L. Suárez,GOAL,91,42,Forward
Susaeta,Miss,81,68,Midfielder
A. Halilović,Miss,91,73,Midfielder
J. Calleri,Miss,90,43,Forward
J. Calleri,Miss,97,67,Forward
Iñaki Williams,Miss,93,68,Forward
A. Aquilani,Miss,79,35,Midfielder
Sabin Merino,Miss,88,45,Forward
J. Calleri,Miss,95,67,Forward
Susaeta,Miss,87,49,Midfielder
Raúl García,Miss,86,51,Midfielder
Sabin Merino,Miss,88,49,Forward
Iñaki Williams,Miss,89,60,Forward
J. Calleri,Miss,88,64,Forward
A. Laporte,Miss,93,45,Defender
M. Lemos,Miss,97,61,Defender
Jonathan Viera,Miss,72,49,Midfielder
O. Tannane,Miss,79,58,Forward
Vesga,Miss,83,63,Midfielder
L. Rémy,GOAL,89,33,Forward
Borja García,Miss,73,59,Midfielder
S. N'Zonzi,Miss,90,55,Midfielder
Ganso,Miss,72,42,Midfielder
J. Mojica,Miss,66,14,Defender
Álex Granell,Miss,87,78,Midfielder
W. Montoya,Miss,79,63,Midfielder
Juanpe,Miss,93,34,Defender
C. Stuani,Miss,90,58,Forward
L. Muriel,Miss,93,35,Forward
É. Banega,Miss,75,53,Midfielder
L. Muriel,GOAL,90,36,Forward
Pablo Sarabia,Miss,88,41,Midfielder
Pere Pons,Miss,86,63,Midfielder
Aleix García,Miss,70,35,Midfielder
F. Vázquez,Miss,94,74,Midfielder
Pablo Sarabia,Miss,83,52,Midfielder
Borja García,Miss,76,42,Midfielder
L. Muriel,Miss,89,73,Forward
Jorge Molina,Miss,79,35,Forward
F. Fajr,Miss,69,54,Midfielder
M. Arambarri,Miss,82,70,Midfielder
Antunes,Miss,81,69,Defender
Jorge Molina,Miss,99,59,Forward
Juan Cala,Miss,89,43,Defender
S. Umtiti,Miss,89,45,Defender
G. Shibasaki,GOAL,81,36,Midfielder
F. Fajr,Miss,89,32,Midfielder
L. Messi,Miss,78,50,Forward
Sergi Roberto,Miss,77,74,Defender
Denis Suárez,GOAL,89,65,Midfielder
Álvaro Jiménez,Miss,73,36,Midfielder
Álvaro Jiménez,Miss,71,56,Midfielder
M. Arambarri,Miss,94,64,Midfielder
Paulinho,GOAL,91,71,Midfielder
L. Messi,Miss,77,50,Forward
Cristian Tello,Miss,87,31,Forward
Sergio León,Miss,92,39,Forward
Joaquín,GOAL,98,53,Midfielder
Guilherme,Miss,71,44,Midfielder
C. Borges,Miss,76,51,Midfielder
Fede Cartabia,GOAL,78,41,Midfielder
Cristian Tello,Miss,87,64,Forward
Cristian Tello,Miss,70,34,Forward
R. Durmisi,Miss,73,20,Defender
Cristian Tello,Miss,92,27,Forward
Guilherme,Miss,71,44,Midfielder
Joaquín,Miss,96,57,Midfielder
A. Guardado,Miss,87,32,Midfielder
Sergio León,Miss,93,52,Forward
F. Andone,Miss,79,51,Forward
Adrián López,Miss,91,49,Forward
Fede Cartabia,Miss,97,72,Midfielder
