player,outcome,x,y,role
D. Didavi,Miss,76,52,Midfielder
M. Harnik,GOAL,95,55,Forward
D. Origi,Miss,72,44,Forward
K. Karaman,Miss,90,28,Forward
M. Harnik,Miss,89,41,Forward
Y. Gerhardt,Miss,87,30,Defender
M. Arnold,Miss,73,49,Midfielder
D. Origi,Miss,80,63,Forward
N. Füllkrug,Miss,88,32,Forward
M. Arnold,Miss,71,44,Midfielder
Thiago Alcântara,Miss,73,63,Midfielder
D. Brosinski,Miss,75,21,Defender
R. Quaison,Miss,88,59,Midfielder
T. Müller,GOAL,85,56,Forward
A. Vidal,Miss,86,39,Midfielder
A. Vidal,Miss,87,39,Midfielder
R. Quaison,Miss,87,63,Midfielder
A. Robben,Miss,90,52,Midfielder
A. Vidal,Miss,87,60,Midfielder
J. Boateng,Miss,72,64,Defender
R. Lewandowski,Miss,76,50,Forward
K. Coman,Miss,91,39,Forward
R. Lewandowski,Miss,92,49,Forward
R. Lewandowski,Miss,90,59,Forward
A. Robben,GOAL,90,70,Midfielder
A. Robben,Miss,76,68,Midfielder
P. De Blasis,Miss,85,23,Forward
Thiago Alcântara,Miss,78,65,Midfielder
A. Vidal,Miss,88,37,Midfielder
K. Coman,Miss,73,40,Forward
L. Balogun,Miss,73,63,Defender
L. Öztunali,Miss,92,23,Midfielder
A. Vidal,Miss,89,44,Midfielder
R. Lewandowski,GOAL,90,48,Forward
A. Vidal,Miss,88,61,Midfielder
R. Quaison,Miss,85,55,Midfielder
T. Müller,Miss,91,41,Forward
L. Öztunali,Miss,89,68,Midfielder
F. Frei,Miss,78,70,Midfielder
F. Ribéry,Miss,92,34,Midfielder
F. Ribéry,Miss,82,31,Midfielder
S. Serdar,Miss,80,44,Midfielder
R. Lewandowski,GOAL,92,39,Forward
S. Rudy,Miss,78,43,Midfielder
Y. Muto,Miss,84,52,Forward
K. Coman,Miss,91,60,Forward
M. Philipp,GOAL,95,54,Forward
J. Córdoba,Miss,89,61,Forward
P. Aubameyang,Miss,87,52,Forward
A. Yarmolenko,Miss,81,64,Forward
M. Philipp,Miss,81,39,Forward
N. Şahin,Miss,76,56,Midfielder
A. Yarmolenko,Miss,90,55,Forward
M. Dahoud,Miss,71,43,Midfielder
S. Papastathopoulos,GOAL,91,48,Defender
P. Aubameyang,Miss,90,38,Forward
P. Aubameyang,Miss,86,69,Forward
M. Dahoud,Miss,87,33,Midfielder
M. Philipp,Miss,75,38,Forward
