Player,PrimaryPosition,Games,acceleration_pg,acceleration_acc,launch_pg,launch_acc,smartpass_pg,smartpass_acc,throughball_pg,throughball_acc,shots_pg,goals_pg,assists_pg,keypasses_pg,counterattacks_pg,opportunities_pg,feints_pg,anticipated_rate,consistency,Rating
Tito,lb,9,0.333,0.478,0.889,0.429,0.000,0.400,0.111,0.381,0.111,0.000,0.000,0.111,0.333,0.000,0.000,0.066,0.385,62.63
M. Dos Santos,cb,14,0.000,0.400,1.000,0.529,0.000,0.400,0.286,0.500,0.071,0.000,0.000,0.000,0.071,0.071,0.000,0.017,0.429,63.16
Óscar Melendo,cam,18,0.444,0.536,0.000,0.400,0.333,0.385,0.444,0.357,0.333,0.000,0.056,0.167,0.444,0.167,0.056,0.000,0.280,63.88
Gumbau,rcm,24,0.167,0.500,0.125,0.348,0.125,0.435,0.625,0.429,0.667,0.042,0.000,0.083,0.583,0.375,0.000,0.028,0.418,63.88
E. Çolak,cam,26,0.231,0.500,0.077,0.409,2.077,0.473,1.923,0.329,0.654,0.038,0.077,0.538,1.269,0.615,0.038,0.009,0.502,69.97
D. Godín,rb,35,0.143,0.520,1.086,0.448,0.114,0.458,0.143,0.360,0.429,0.000,0.000,0.029,0.400,0.343,0.029,0.058,0.645,62.19
Thomas,lcm,33,0.273,0.552,0.273,0.414,0.727,0.386,0.758,0.311,0.515,0.061,0.000,0.091,1.485,0.273,0.030,0.016,0.499,64.04
Hernán,lcm,7,0.143,0.429,0.000,0.400,0.143,0.381,0.000,0.400,0.571,0.000,0.000,0.000,1.857,0.429,0.000,0.015,0.391,63.78
Momo,ram,13,0.308,0.500,0.154,0.409,0.769,0.400,0.462,0.346,0.538,0.000,0.077,0.154,0.923,0.308,0.077,0.015,0.302,64.82
Benito Ramírez,ram,4,0.250,0.429,0.250,0.381,0.750,0.391,0.250,0.381,0.250,0.000,0.000,0.000,1.250,0.250,0.000,0.019,0.000,64.18
Álex Mula,cam,11,1.182,0.636,0.182,0.409,0.091,0.429,0.182,0.364,1.636,0.000,0.000,0.182,1.273,1.091,0.000,0.015,0.344,65.23
E. Cecchini,lcm,3,0.000,0.400,0.000,0.400,0.333,0.429,0.000,0.400,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.17
Douglas Luiz,cam,14,0.429,0.500,0.000,0.400,0.286,0.375,0.286,0.333,0.714,0.000,0.000,0.143,0.214,0.643,0.000,0.000,0.198,63.11
Juanpe,cb,35,0.029,0.429,1.000,0.400,0.057,0.455,0.200,0.370,0.486,0.143,0.029,0.086,0.200,0.429,0.000,0.050,0.648,63.15
G. Kondogbia,cm,31,0.806,0.622,0.065,0.364,0.645,0.350,0.710,0.310,0.839,0.129,0.129,0.032,1.871,0.548,0.065,0.017,0.737,66.40
J. Murillo,rb,17,0.059,0.429,0.824,0.559,0.118,0.409,0.059,0.381,0.118,0.000,0.000,0.000,0.647,0.118,0.000,0.067,0.558,61.85
Toni Lato,rb,16,0.062,0.429,0.750,0.438,0.312,0.360,0.250,0.375,0.062,0.000,0.062,0.062,0.312,0.000,0.000,0.028,0.263,62.27
Montoya,lb,25,0.640,0.639,0.640,0.500,0.280,0.444,0.480,0.344,0.320,0.000,0.120,0.240,0.840,0.280,0.000,0.039,0.697,65.14
Borja Mayoral,st,14,0.143,0.409,0.000,0.400,0.071,0.381,0.071,0.381,1.000,0.214,0.071,0.000,0.786,1.000,0.143,0.000,0.224,65.38
G. Mercado,lb,29,0.103,0.478,0.552,0.472,0.207,0.385,0.241,0.333,0.517,0.034,0.069,0.103,0.448,0.345,0.034,0.049,0.616,62.64
Sergio Escudero,rb,27,1.074,0.673,0.444,0.375,0.556,0.343,0.593,0.306,0.667,0.000,0.037,0.148,1.074,0.556,0.000,0.038,0.702,63.63
Antunes,rb,34,0.235,0.571,1.118,0.379,0.500,0.405,0.765,0.261,0.529,0.000,0.059,0.471,0.618,0.324,0.000,0.042,0.598,63.70
M. Krohn-Dehli,cm,25,0.320,0.571,0.080,0.409,1.120,0.479,0.720,0.368,0.480,0.040,0.000,0.160,0.480,0.400,0.080,0.010,0.347,66.14
N. Pareja,lb,5,0.200,0.429,1.200,0.385,0.000,0.400,0.400,0.409,0.200,0.000,0.000,0.200,0.400,0.000,0.000,0.056,0.321,63.72
W. Ben Yedder,st,25,0.280,0.519,0.000,0.400,0.680,0.541,0.360,0.414,1.800,0.360,0.120,0.280,1.040,1.680,0.000,0.000,0.398,71.24
Portillo,lam,33,0.212,0.556,0.182,0.385,2.727,0.500,2.212,0.387,0.455,0.030,0.061,0.273,0.848,0.242,0.061,0.002,0.610,71.37
F. Roncaglia,cb,21,0.143,0.478,0.429,0.517,0.048,0.381,0.619,0.364,0.190,0.000,0.000,0.048,0.381,0.190,0.000,0.049,0.486,61.84
Sergi Gómez,cb,33,0.121,0.500,0.939,0.490,0.030,0.381,0.515,0.270,0.273,0.030,0.000,0.030,0.333,0.333,0.000,0.074,0.514,60.07
R. Durmisi,rb,24,1.000,0.659,0.458,0.419,0.167,0.375,0.375,0.379,0.625,0.083,0.083,0.250,0.292,0.375,0.000,0.015,0.673,65.06
Cristian Tello,rw,32,0.750,0.727,0.188,0.423,0.844,0.383,0.531,0.351,1.000,0.125,0.031,0.156,1.469,0.750,0.062,0.016,0.401,66.79
A. Sanabria,st,17,0.118,0.455,0.000,0.400,0.235,0.333,0.118,0.364,1.176,0.471,0.000,0.000,0.588,1.059,0.059,0.014,0.434,65.28
Bóveda,cb,14,0.071,0.429,1.286,0.368,0.071,0.429,0.286,0.417,0.000,0.000,0.071,0.143,0.143,0.000,0.000,0.038,0.739,63.35
Vesga,cm,12,0.333,0.500,0.250,0.435,0.500,0.423,0.500,0.462,0.583,0.083,0.083,0.167,0.833,0.500,0.000,0.014,0.531,65.89
Saborit,rb,19,0.526,0.600,0.474,0.483,0.526,0.433,0.368,0.370,0.368,0.000,0.053,0.158,0.421,0.211,0.000,0.039,0.473,64.18
Bebé,cam,9,0.444,0.500,0.111,0.429,0.111,0.429,0.000,0.400,0.667,0.000,0.111,0.556,0.333,0.333,0.000,0.000,0.440,65.26
Jordi Amat,cb,25,0.120,0.478,0.400,0.400,0.080,0.364,0.200,0.400,0.320,0.000,0.000,0.000,0.160,0.160,0.000,0.061,0.611,60.90
Chuca,ram,4,0.000,0.400,0.000,0.400,0.750,0.391,0.500,0.364,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.068,64.12
A. Januzaj,cam,29,0.931,0.723,0.000,0.400,1.276,0.491,0.793,0.419,1.897,0.138,0.172,0.414,1.138,1.517,0.000,0.004,0.501,72.58
Íñigo Martínez,rb,28,0.571,0.639,1.679,0.403,0.500,0.324,1.107,0.353,0.536,0.036,0.036,0.179,0.500,0.429,0.036,0.050,0.670,63.92
Lucas Pérez,st,35,0.400,0.618,0.029,0.429,1.771,0.439,1.229,0.317,1.229,0.143,0.171,1.000,1.457,1.257,0.057,0.004,0.612,73.42
F. Valverde,rcm,24,0.542,0.606,0.333,0.464,0.458,0.452,0.292,0.407,0.750,0.000,0.000,0.167,0.625,0.458,0.042,0.011,0.296,65.14
Diego Llorente,cb,27,0.185,0.480,0.444,0.469,0.296,0.429,0.444,0.375,0.667,0.111,0.000,0.000,0.704,0.593,0.111,0.032,0.687,64.75
Gabriel,cb,30,0.100,0.478,0.667,0.500,0.167,0.440,0.233,0.333,0.433,0.000,0.000,0.033,0.300,0.300,0.000,0.061,0.652,61.64
Andreas Pereira,cam,23,0.826,0.667,0.130,0.391,0.696,0.417,0.522,0.312,0.609,0.043,0.130,0.304,1.043,0.435,0.000,0.000,0.401,66.25
Filipe Luis,rb,22,0.409,0.586,0.545,0.406,0.545,0.375,0.500,0.355,0.273,0.045,0.091,0.227,1.682,0.182,0.136,0.022,0.634,65.70
K. Gameiro,st,25,0.560,0.588,0.000,0.400,0.160,0.417,0.080,0.409,0.720,0.200,0.080,0.080,1.520,0.560,0.000,0.008,0.303,65.93
Rober,cb,25,0.040,0.429,0.920,0.488,0.120,0.391,0.200,0.360,0.280,0.000,0.000,0.040,0.440,0.200,0.000,0.045,0.633,61.44
T. Hernández,rb,13,1.846,0.705,0.154,0.364,0.385,0.360,0.385,0.360,0.154,0.000,0.000,0.154,1.231,0.154,0.000,0.025,0.462,63.93
Kiko Casilla,gk,10,0.000,0.400,2.000,0.400,0.000,0.400,0.200,0.409,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.143,0.344,61.45
Pedro López,lb,22,0.182,0.500,0.591,0.424,0.091,0.409,0.273,0.346,0.136,0.000,0.000,0.182,0.364,0.091,0.000,0.020,0.579,62.25
Samu García,cam,18,0.000,0.400,0.056,0.381,0.222,0.333,0.222,0.333,0.111,0.000,0.056,0.056,0.278,0.111,0.000,0.007,0.245,61.44
C. Beauvue,st,27,0.296,0.571,0.074,0.364,0.333,0.379,0.296,0.429,1.370,0.074,0.000,0.185,1.333,1.111,0.037,0.002,0.439,65.84
Bruno,cb,19,0.000,0.400,1.053,0.350,0.000,0.400,0.211,0.333,0.158,0.000,0.000,0.105,0.000,0.105,0.000,0.061,0.581,60.82
D. Torres,cdm,18,0.167,0.478,0.222,0.417,0.389,0.296,0.444,0.357,0.167,0.000,0.000,0.111,0.611,0.111,0.000,0.019,0.453,61.72
Munir,st,33,0.485,0.639,0.091,0.391,0.970,0.500,0.424,0.441,1.576,0.273,0.152,0.303,1.333,1.424,0.061,0.001,0.616,72.67
Iago Herrerín,gk,8,0.000,0.400,9.625,0.577,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.125,0.578,62.58
J. Mojica,rb,34,1.118,0.776,0.500,0.432,0.412,0.382,0.441,0.257,0.588,0.000,0.118,0.324,0.618,0.235,0.000,0.007,0.603,64.80
Iturraspe,cm,30,0.033,0.429,0.467,0.412,0.533,0.444,0.467,0.265,0.233,0.000,0.000,0.433,0.500,0.167,0.033,0.025,0.462,62.90
Ager Aketxe,lam,3,0.000,0.400,0.333,0.429,0.333,0.381,0.333,0.381,0.667,0.000,0.000,0.333,0.000,0.333,0.000,0.000,0.818,64.56
Sabin Merino,rw,13,0.000,0.400,0.000,0.400,0.000,0.400,0.000,0.400,0.538,0.000,0.000,0.000,0.385,0.538,0.077,0.000,0.214,63.12
G. Escalante,lam,27,0.185,0.520,0.630,0.405,0.370,0.333,0.333,0.379,0.889,0.037,0.000,0.148,0.296,0.519,0.000,0.018,0.392,62.74
Daniel Carriço,cb,6,0.167,0.429,0.833,0.440,0.000,0.400,0.000,0.400,0.167,0.000,0.000,0.000,0.167,0.000,0.000,0.044,0.477,63.18
J. Correa,ram,21,0.619,0.606,0.048,0.381,1.048,0.524,0.429,0.517,1.048,0.048,0.048,0.190,1.857,0.857,0.333,0.010,0.505,71.17
J. Geis,lcm,14,0.071,0.381,0.214,0.348,0.000,0.400,0.571,0.321,0.286,0.000,0.071,0.143,0.357,0.286,0.000,0.043,0.095,62.38
A. Aquilani,cm,21,0.048,0.429,0.048,0.381,0.857,0.368,1.238,0.304,0.524,0.000,0.000,0.143,0.762,0.381,0.048,0.028,0.521,63.57
Aythami Artiles,cb,3,0.000,0.400,0.667,0.364,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.043,0.161,63.79
Keko,lam,21,0.476,0.567,0.095,0.409,0.476,0.400,0.476,0.300,0.905,0.000,0.095,0.238,0.905,0.619,0.048,0.008,0.507,65.10
F. Ricca,rb,14,0.071,0.429,0.929,0.455,0.214,0.348,0.429,0.385,0.286,0.000,0.071,0.143,0.286,0.286,0.000,0.070,0.597,62.64
L. Rémy,rw,23,0.217,0.520,0.043,0.429,0.435,0.367,0.174,0.333,1.783,0.304,0.000,0.087,1.000,1.522,0.000,0.000,0.432,65.97
Vicente Gómez,cm,25,0.120,0.478,0.080,0.409,0.400,0.400,0.520,0.333,0.480,0.000,0.000,0.120,0.480,0.320,0.000,0.013,0.470,62.69
L. Suárez,rw,38,0.316,0.594,0.079,0.435,2.000,0.365,1.658,0.325,2.947,0.658,0.184,0.684,2.026,3.000,0.500,0.008,0.692,82.46
Mario Hermoso,rb,22,0.045,0.429,2.136,0.358,0.091,0.409,0.636,0.412,0.409,0.045,0.000,0.045,0.500,0.409,0.000,0.035,0.674,63.18
Víctor Sánchez,lcm,30,0.200,0.538,1.533,0.424,0.467,0.412,0.867,0.261,0.400,0.000,0.067,0.067,0.400,0.200,0.033,0.060,0.627,62.64
O. Dembélé,lw,21,1.810,0.759,0.000,0.400,1.571,0.377,0.952,0.350,1.095,0.143,0.286,0.714,1.857,0.857,0.429,0.010,0.334,74.36
Marc Navarro,lb,19,0.105,0.455,0.474,0.414,0.474,0.379,0.789,0.343,0.789,0.053,0.000,0.211,0.684,0.474,0.000,0.004,0.381,64.02
Dídac Vilá,rb,14,0.357,0.480,0.214,0.478,0.286,0.375,0.500,0.333,0.714,0.000,0.000,0.286,0.500,0.286,0.000,0.022,0.344,63.36
L. Carole,rb,6,0.333,0.455,0.833,0.360,1.167,0.296,0.500,0.348,0.500,0.000,0.167,0.000,0.500,0.500,0.000,0.024,0.796,64.52
F. Vázquez,cam,30,0.433,0.636,0.067,0.409,1.800,0.311,1.367,0.279,1.833,0.133,0.167,0.400,1.267,1.300,0.233,0.006,0.477,71.15
Aleix García,cdm,19,0.263,0.520,0.211,0.458,0.316,0.308,0.211,0.333,0.368,0.000,0.000,0.263,0.579,0.316,0.053,0.038,0.229,61.95
M. Olunga,st,14,0.071,0.429,0.000,0.400,0.143,0.409,0.143,0.409,1.214,0.214,0.000,0.000,0.857,1.071,0.000,0.000,0.142,64.86
C. Pantilimon,gk,6,0.000,0.400,4.833,0.490,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.620,63.63
Fernando Navarro,rb,16,0.062,0.429,0.625,0.367,0.125,0.409,0.250,0.417,0.000,0.000,0.000,0.062,0.312,0.000,0.000,0.043,0.357,62.11
A. Arribas,cb,3,0.000,0.400,1.667,0.360,0.000,0.400,0.667,0.409,0.333,0.000,0.000,0.000,0.333,0.333,0.000,0.061,0.771,64.17
R. Boudebouz,lam,27,0.815,0.667,0.111,0.391,1.296,0.509,0.852,0.372,0.556,0.074,0.111,0.333,1.481,0.444,0.111,0.003,0.352,69.97
D. Siovas,rb,24,0.250,0.538,1.000,0.500,0.000,0.400,0.208,0.360,0.458,0.042,0.042,0.000,0.958,0.292,0.000,0.105,0.659,61.90
Gálvez,cb,22,0.091,0.455,2.500,0.520,0.273,0.423,0.273,0.385,0.409,0.045,0.000,0.000,0.364,0.455,0.000,0.059,0.726,62.89
D. Brašanac,lcm,23,0.304,0.556,0.087,0.364,0.304,0.407,0.304,0.370,0.391,0.087,0.000,0.087,1.000,0.304,0.043,0.003,0.326,63.94
José Naranjo,rw,16,0.062,0.429,0.000,0.400,0.125,0.409,0.125,0.364,0.375,0.062,0.000,0.125,0.312,0.500,0.000,0.006,0.184,62.89
Arbilla,rb,29,0.828,0.705,1.207,0.400,0.517,0.429,0.310,0.379,0.241,0.000,0.000,0.034,0.207,0.207,0.000,0.034,0.589,63.39
R. Varane,lb,34,0.176,0.500,0.559,0.410,0.088,0.478,0.353,0.438,0.294,0.029,0.029,0.059,0.500,0.235,0.000,0.023,0.581,64.12
Dani Ceballos,cam,11,0.182,0.455,0.000,0.400,0.455,0.360,0.273,0.348,0.545,0.182,0.000,0.091,0.636,0.545,0.000,0.009,0.000,63.73
Mario,lb,32,1.188,0.776,0.812,0.500,0.594,0.308,0.625,0.275,0.844,0.062,0.062,0.344,0.906,0.531,0.031,0.023,0.743,65.18
D. Cheryshev,ram,29,1.138,0.755,0.138,0.458,0.552,0.361,0.448,0.333,1.345,0.207,0.034,0.172,1.552,1.000,0.069,0.006,0.483,67.51
Marc Roca,rcm,8,0.250,0.455,0.125,0.429,0.125,0.429,0.000,0.400,0.500,0.000,0.000,0.000,0.750,0.125,0.000,0.000,0.464,63.79
Chory Castro,ram,26,1.077,0.750,0.385,0.367,1.077,0.417,0.846,0.333,1.000,0.115,0.077,0.692,1.231,0.692,0.077,0.010,0.719,69.55
E. Rolón,cm,8,0.375,0.478,0.000,0.400,0.500,0.375,0.500,0.333,0.250,0.000,0.000,0.000,0.625,0.125,0.000,0.014,0.173,63.27
D. Rolán,rw,26,0.885,0.721,0.038,0.429,0.538,0.412,0.346,0.414,1.269,0.192,0.000,0.154,1.077,1.077,0.000,0.003,0.606,67.36
Brais Méndez,lam,20,0.250,0.440,0.150,0.391,1.200,0.341,0.700,0.324,1.050,0.050,0.050,0.250,1.550,0.650,0.050,0.005,0.244,65.47
J. Montero,ram,4,0.500,0.455,0.000,0.400,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,63.76
David García,cb,11,0.455,0.520,0.636,0.444,0.273,0.391,0.545,0.308,0.455,0.091,0.000,0.000,0.182,0.364,0.000,0.061,0.562,62.98
H. Toledo,lw,15,0.467,0.556,0.000,0.400,0.267,0.417,0.067,0.381,0.133,0.000,0.067,0.200,0.467,0.067,0.067,0.005,0.273,64.10
Zubeldía,cm,25,0.120,0.435,0.440,0.516,0.200,0.400,0.360,0.414,0.720,0.040,0.080,0.000,0.840,0.280,0.040,0.028,0.450,64.26
De La Bella,rb,17,0.765,0.636,0.588,0.367,0.529,0.345,0.353,0.423,0.235,0.000,0.059,0.529,0.471,0.176,0.000,0.032,0.712,64.69
Jon Bautista,st,10,0.000,0.400,0.000,0.400,0.000,0.400,0.000,0.400,0.500,0.100,0.000,0.000,0.400,0.500,0.000,0.000,0.274,63.42
David Juncà,rb,15,0.467,0.556,0.600,0.414,0.200,0.391,0.667,0.300,0.267,0.000,0.133,0.467,0.467,0.200,0.067,0.006,0.402,64.94
R. Soriano,cam,22,1.091,0.705,0.182,0.333,0.773,0.297,0.591,0.303,0.909,0.000,0.000,0.182,1.409,0.818,0.045,0.006,0.321,64.15
G. Maripán,cb,19,0.105,0.409,0.895,0.324,0.158,0.391,0.737,0.294,0.105,0.000,0.000,0.000,0.421,0.053,0.000,0.063,0.518,60.87
Rubén Duarte,rb,24,0.375,0.586,1.667,0.417,0.292,0.370,0.458,0.290,0.292,0.000,0.083,0.208,0.417,0.125,0.000,0.063,0.768,62.41
Borja Herrera,rb,3,0.333,0.429,0.333,0.381,0.000,0.400,0.333,0.381,0.333,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.823,64.36
Raúl García,rb,19,0.316,0.538,0.526,0.500,0.105,0.409,0.211,0.333,0.368,0.000,0.105,0.579,0.421,0.211,0.000,0.025,0.487,64.40
Ramalho,lb,26,0.231,0.500,1.000,0.500,0.000,0.400,0.231,0.346,0.269,0.000,0.000,0.077,0.154,0.269,0.000,0.029,0.752,61.85
Nano,st,9,0.111,0.429,0.000,0.400,0.667,0.346,0.222,0.364,0.556,0.000,0.000,0.000,0.778,0.444,0.000,0.000,0.341,63.40
Rafa Navarro,lb,3,0.000,0.400,0.000,0.400,0.000,0.400,0.000,0.400,0.333,0.000,0.000,0.000,0.333,0.333,0.000,0.026,0.365,64.03
Rubén Blanco,gk,22,0.000,0.400,9.000,0.560,0.000,0.400,0.273,0.346,0.000,0.000,0.000,0.000,0.227,0.000,0.000,0.000,0.599,62.28
Jaume,gk,5,0.000,0.400,3.000,0.429,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.180,63.56
Rubén Pardo,rcm,6,0.000,0.400,0.500,0.391,0.667,0.458,0.333,0.409,0.167,0.000,0.167,0.000,0.167,0.167,0.000,0.026,0.298,64.75
A. Hakimi,lb,12,1.167,0.588,0.417,0.400,0.583,0.444,0.333,0.375,0.417,0.167,0.000,0.083,1.333,0.333,0.000,0.033,0.670,65.35
Miguel Torres,rb,8,0.000,0.400,1.000,0.393,0.250,0.455,0.375,0.348,0.250,0.000,0.000,0.000,0.000,0.125,0.000,0.046,0.656,63.19
A. Peñaranda,st,13,1.231,0.639,0.000,0.400,0.615,0.393,0.077,0.429,1.462,0.000,0.000,0.077,1.692,0.923,0.154,0.003,0.557,66.55
Luna,rb,23,0.217,0.440,0.783,0.395,1.217,0.292,1.174,0.255,0.130,0.000,0.087,0.261,0.478,0.043,0.043,0.017,0.690,63.42
A. Katai,lcm,3,0.667,0.455,0.000,0.400,1.000,0.391,0.667,0.364,0.333,0.000,0.000,0.000,2.333,0.333,0.000,0.000,0.432,64.90
Lombán,cb,13,0.000,0.400,0.846,0.484,0.077,0.381,0.231,0.348,0.231,0.077,0.000,0.000,0.154,0.231,0.000,0.048,0.398,62.09
R. Guerra,lcm,4,0.000,0.400,0.250,0.381,0.000,0.400,0.250,0.381,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.647,63.98
Gerard Valentín,lb,3,0.667,0.455,1.333,0.375,0.333,0.381,0.000,0.400,0.667,0.000,0.000,0.000,1.667,0.333,0.000,0.016,0.005,64.43
M. Lacen,rcm,19,0.000,0.400,0.000,0.400,0.158,0.348,0.211,0.333,0.368,0.000,0.000,0.158,0.421,0.211,0.053,0.026,0.448,61.68
J. Campbell,lw,10,0.700,0.556,0.000,0.400,0.500,0.440,0.700,0.444,1.000,0.200,0.200,0.000,1.000,0.700,0.000,0.000,0.000,67.22
Albentosa,cb,20,0.000,0.400,1.150,0.326,0.000,0.400,0.300,0.346,0.350,0.050,0.000,0.100,0.350,0.300,0.000,0.062,0.686,61.59
F. Uzoho,gk,5,0.000,0.400,6.200,0.529,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.619,63.81
Andrés,gk,4,0.000,0.400,8.250,0.491,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.584,64.02
D. Bonera,lb,15,0.000,0.400,0.333,0.400,0.000,0.400,0.600,0.379,0.067,0.000,0.067,0.000,0.400,0.067,0.000,0.067,0.571,62.25
Y. Bounou,gk,30,0.000,0.400,7.400,0.636,0.000,0.400,0.033,0.381,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.481,61.99
Adrián Diéguez,rb,6,0.000,0.400,0.500,0.391,0.167,0.429,0.000,0.400,0.500,0.000,0.000,0.000,0.167,0.167,0.000,0.121,0.708,62.99
Raúl Lizoáin,gk,11,0.000,0.400,2.727,0.500,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.455,0.000,0.000,0.143,0.300,61.28
Edu Expósito,lcm,3,0.333,0.429,0.000,0.400,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,1.667,0.000,0.000,0.000,0.723,64.31
Timor,rcm,17,0.000,0.400,0.353,0.346,0.176,0.435,0.353,0.346,0.529,0.059,0.000,0.000,0.471,0.412,0.000,0.028,0.272,62.65
S. Moore,lb,6,0.667,0.500,0.500,0.435,0.000,0.400,0.000,0.400,0.500,0.000,0.000,0.167,0.333,0.333,0.000,0.013,0.513,64.02
M. Olivera,rb,3,0.000,0.400,0.000,0.400,0.333,0.381,0.667,0.364,0.333,0.333,0.000,0.333,0.000,0.333,0.000,0.000,0.000,64.88
Imanol Sarriegi,cam,3,0.000,0.400,0.000,0.400,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.91
Dani Raba,lam,21,0.524,0.581,0.143,0.435,1.048,0.381,0.810,0.324,0.857,0.095,0.143,0.381,1.095,0.667,0.000,0.005,0.468,67.18
A. Fernández,rcm,5,0.000,0.400,0.400,0.409,0.000,0.400,0.400,0.364,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.46
Jesús Vallejo,cb,7,0.143,0.429,0.714,0.440,0.000,0.400,0.143,0.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.786,62.78
Mikel Rico,rcm,16,0.188,0.478,0.375,0.423,0.375,0.346,0.562,0.276,0.812,0.000,0.000,0.188,0.438,0.500,0.125,0.013,0.581,63.37
Oier,gk,26,0.000,0.400,5.577,0.636,0.000,0.400,0.192,0.320,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.524,61.74
E. Cabaco,lb,14,0.000,0.400,0.786,0.484,0.000,0.400,0.357,0.320,0.071,0.000,0.000,0.000,0.286,0.071,0.000,0.038,0.458,61.65
Carles Gil,lam,10,0.400,0.500,0.000,0.400,0.900,0.517,0.200,0.455,1.000,0.000,0.100,0.100,0.600,0.700,0.000,0.000,0.292,66.48
Martín,lb,21,0.524,0.613,1.048,0.429,0.381,0.429,0.238,0.320,0.190,0.000,0.238,0.190,0.381,0.143,0.000,0.028,0.708,65.14
Adrián Marín,rb,3,0.667,0.455,0.000,0.400,0.667,0.455,1.000,0.435,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.636,64.59
Etxeita,cb,5,0.400,0.455,0.800,0.333,0.000,0.400,0.200,0.381,0.800,0.200,0.000,0.000,0.000,0.800,0.000,0.091,0.624,63.97
Sergio Asenjo,gk,23,0.000,0.400,4.435,0.557,0.000,0.400,0.043,0.381,0.000,0.000,0.000,0.000,0.174,0.000,0.000,0.000,0.558,61.95
Dani Pacheco,ram,10,0.200,0.455,0.100,0.381,0.300,0.391,0.400,0.375,0.100,0.000,0.000,0.600,0.500,0.000,0.000,0.000,0.352,64.03
Ferrán Torres,lam,12,0.500,0.500,0.167,0.364,0.167,0.409,0.167,0.409,0.167,0.000,0.083,0.167,0.667,0.167,0.000,0.000,0.048,64.03
S. Lukić,cdm,16,0.812,0.636,0.375,0.346,0.312,0.400,0.312,0.400,0.125,0.000,0.125,0.125,0.875,0.125,0.000,0.009,0.466,64.72
Ó. Duarte,cb,13,0.077,0.381,2.231,0.327,0.000,0.400,0.231,0.348,0.538,0.000,0.000,0.154,0.308,0.308,0.000,0.038,0.679,62.50
Miquel,rb,20,0.150,0.478,1.050,0.390,0.150,0.348,0.450,0.310,0.350,0.000,0.000,0.000,0.250,0.300,0.000,0.036,0.746,61.22
G. Peñalba,cdm,7,0.000,0.400,0.571,0.417,1.000,0.333,1.429,0.267,0.714,0.000,0.000,0.000,0.429,0.143,0.000,0.019,0.676,63.73
F. Orellana,cam,17,0.765,0.606,0.118,0.364,0.765,0.424,0.588,0.400,1.353,0.176,0.118,0.471,0.882,1.000,0.059,0.000,0.564,68.84
M. Iturra,lcm,20,0.250,0.520,0.450,0.379,0.350,0.444,0.650,0.455,0.100,0.000,0.000,0.200,0.800,0.100,0.000,0.032,0.649,64.36
E. Martínez,gk,5,0.000,0.400,8.800,0.656,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.547,64.01
Diego Costa,rw,19,0.632,0.625,0.053,0.381,1.053,0.450,0.579,0.387,1.526,0.316,0.158,0.211,1.947,1.368,0.105,0.004,0.521,70.93
Laguardia,lb,17,0.059,0.429,1.471,0.511,0.118,0.409,0.529,0.414,0.294,0.118,0.000,0.059,0.471,0.235,0.000,0.053,0.704,63.53
Bueno,rw,11,0.091,0.429,0.000,0.400,0.455,0.400,0.364,0.417,0.455,0.000,0.000,0.091,0.818,0.455,0.000,0.000,0.164,63.92
Rubén Castro,rw,10,0.400,0.500,0.000,0.400,0.200,0.455,0.200,0.455,0.700,0.000,0.100,0.100,0.400,0.600,0.000,0.000,0.324,65.26
Roger,st,17,0.176,0.478,0.059,0.381,0.941,0.389,0.529,0.345,1.471,0.118,0.118,0.176,0.824,1.176,0.000,0.009,0.429,66.42
R. Martínez,st,8,0.000,0.400,0.000,0.400,0.125,0.381,0.250,0.364,1.375,0.125,0.000,0.000,0.250,0.750,0.000,0.000,0.348,64.07
