Player,PrimaryPosition,Games,CrossAccuracy,CrossesPerGame,KeyPassesPerGame,Consistency,TurnoverRate,Rating
R. Tapia,cdm,1,0.435,3.000,0.000,1.000,0.565,64.488
É. Flores,rcm,3,0.424,4.333,0.000,0.556,0.576,63.674
P. Aquino,cdm,3,0.464,2.667,0.000,0.567,0.536,63.391
L. Schöne,lcm,2,0.423,3.000,0.000,0.529,0.577,63.838
J. Irvine,lcm,2,0.391,1.500,0.500,0.000,0.609,63.595
W. Cartagena,lcm,1,0.429,1.000,0.000,1.000,0.571,64.304
P. Hurtado,lcm,1,0.381,1.000,0.000,1.000,0.619,64.253
E. Salvio,lam,2,0.310,4.500,0.000,0.000,0.690,63.684
M. Meza,cam,3,0.444,2.333,0.000,0.432,0.556,63.187
J. Obi Mikel,cm,3,0.375,6.667,0.333,0.647,0.625,64.384
E. Pérez,lam,2,0.458,2.000,0.500,0.717,0.542,64.058
M. Acuña,ram,1,0.296,7.000,0.000,1.000,0.704,64.695
A. Traustason,rcm,1,0.381,1.000,0.000,1.000,0.619,64.253
Renato Augusto,rcm,2,0.348,1.500,0.000,0.000,0.652,63.253
D. Guzmán,rcm,3,0.444,5.333,0.667,0.685,0.556,64.523
J. Venegas,cam,2,0.391,1.500,0.000,0.000,0.609,63.341
B. Ruiz,cm,3,0.485,4.333,0.000,0.564,0.515,63.854
C. Bolaños,cam,2,0.370,3.500,0.000,0.000,0.630,63.637
Y. Tejeda,cdm,1,0.381,1.000,0.000,1.000,0.619,64.253
N. Radonjić,ram,2,0.364,1.000,0.000,0.000,0.636,63.201
A. Živković,lam,1,0.391,3.000,0.000,1.000,0.609,64.441
R. Azofeifa,cm,1,0.381,1.000,0.000,1.000,0.619,64.253
J. Gallardo,rcm,4,0.455,3.250,0.000,0.441,0.545,63.011
H. Herrera,cm,4,0.526,4.500,0.000,0.710,0.474,63.832
V. Claesson,lam,5,0.486,3.000,0.200,0.052,0.514,64.392
Jae-Sung Lee,lcm,3,0.444,2.333,0.000,0.500,0.556,63.220
Min-Woo Kim,rcm,2,0.364,6.500,1.000,0.570,0.636,64.831
Woo-Young Jung,cm,3,0.500,2.667,0.000,0.654,0.500,63.537
Se-Jong Ju,cm,2,0.516,5.500,0.000,0.917,0.484,64.582
Seon-Min Moon,cam,1,0.364,2.000,0.000,1.000,0.636,64.323
G. Gómez,cdm,2,0.483,4.500,0.000,0.394,0.517,64.168
Y. Bárcenas,lam,3,0.406,4.000,0.333,0.801,0.594,63.902
A. Cooper,cam,2,0.478,1.500,0.000,1.000,0.522,63.856
J. Rodriguez,ram,3,0.310,3.000,0.000,0.000,0.690,62.748
A. Godoy,cam,3,0.581,3.667,0.000,0.876,0.419,64.123
F. Sassi,cm,3,0.488,7.000,0.667,0.682,0.512,65.053
R. Avila,rcm,2,0.452,5.500,0.000,0.906,0.548,64.447
L. Dendoncker,cdm,1,0.348,3.000,0.000,1.000,0.652,64.395
G. Chaalali,lcm,1,0.400,10.000,0.000,1.000,0.600,65.071
C. N'Doye,cam,1,0.429,1.000,0.000,1.000,0.571,64.304
J. Quintero,lcm,4,0.415,8.250,0.750,0.838,0.585,65.359
W. Barrios,cdm,3,0.500,3.333,0.000,0.771,0.500,63.756
H. Yamaguchi,rcm,2,0.391,1.500,0.000,0.000,0.609,63.341
A. Aguilar,cam,1,0.381,1.000,0.000,1.000,0.619,64.253
J. Góralski,rcm,2,0.423,3.000,0.000,0.529,0.577,63.838
A. Uribe,rcm,3,0.481,2.333,0.000,0.647,0.519,63.399
R. Kurzawa,cam,1,0.458,4.000,0.000,1.000,0.542,64.601
Manuel Fernandes,cam,1,0.381,1.000,0.000,1.000,0.619,64.253
A. Erokhin,ram,2,0.391,1.500,0.000,0.000,0.609,63.341
J. dos Santos,ram,1,0.381,1.000,0.000,1.000,0.619,64.253
G. Svensson,cdm,1,0.381,1.000,0.000,1.000,0.619,64.253
J. Urretavizcaya,lam,1,0.375,4.000,0.000,1.000,0.625,64.513
A. Dzagoev,cam,1,0.435,3.000,0.000,1.000,0.565,64.488
J. Vardy,st,36,0.416,2.250,0.139,0.079,0.584,69.456
S. Okazaki,st,11,0.351,1.545,0.000,0.000,0.649,63.473
D. Welbeck,rs,6,0.385,1.000,0.000,0.000,0.615,63.520
A. Lacazette,st,23,0.453,1.913,0.174,0.190,0.547,67.868
T. Walcott,lw,17,0.380,4.235,0.294,0.157,0.620,68.200
Gabriel Jesus,st,15,0.410,1.267,0.000,0.000,0.590,64.165
I. Brown,rw,8,0.333,2.000,0.250,0.000,0.667,64.071
S. Agüero,st,18,0.423,1.778,0.111,0.036,0.577,65.679
E. Kachunga,ls,16,0.254,2.438,0.125,0.000,0.746,63.982
C. Quaner,lw,20,0.343,2.500,0.150,0.000,0.657,65.865
M. Diouf,ls,25,0.284,3.000,0.120,0.000,0.716,66.606
Sandro,rs,14,0.346,2.286,0.214,0.000,0.654,64.842
W. Rooney,st,35,0.549,6.714,0.229,0.566,0.451,79.422
Bojan,rs,9,0.412,1.556,0.111,0.093,0.588,64.280
D. Calvert-Lewin,st,21,0.386,1.762,0.095,0.000,0.614,65.645
E. Choupo-Moting,rs,24,0.394,3.083,0.167,0.181,0.606,68.609
R. Lukaku,ls,34,0.383,2.176,0.147,0.048,0.617,68.681
J. Hernández,st,25,0.513,2.320,0.160,0.314,0.487,69.969
M. Rashford,rs,31,0.336,3.097,0.097,0.000,0.664,68.700
M. Arnautović,st,30,0.311,3.733,0.267,0.104,0.689,70.004
A. Martial,rw,25,0.309,3.080,0.240,0.000,0.691,67.492
D. Gayle,st,16,0.405,1.375,0.000,0.000,0.595,64.334
Ayoze Pérez,st,27,0.358,2.778,0.185,0.115,0.642,68.418
J. Ayew,st,29,0.319,2.448,0.034,0.000,0.681,67.058
M. Gabbiadini,st,10,0.265,1.400,0.200,0.000,0.735,63.026
S. Mané,rs,28,0.438,3.286,0.071,0.298,0.562,70.550
N. Amrabat,st,34,0.278,3.853,0.235,0.000,0.722,69.476
Mohamed Salah,ls,36,0.495,2.472,0.139,0.241,0.505,71.534
Richarlison,rw,31,0.299,2.806,0.097,0.000,0.701,67.737
B. Afobe,st,2,0.364,1.000,0.000,0.000,0.636,63.389
J. Rodriguez,st,32,0.371,2.156,0.062,0.000,0.629,67.913
H. Robson-Kanu,ls,14,0.255,2.500,0.143,0.000,0.745,63.867
A. Gray,st,10,0.371,1.500,0.000,0.000,0.629,63.586
L. Mousset,st,10,0.278,1.600,0.000,0.000,0.722,62.851
A. Barnes,st,24,0.291,1.458,0.000,0.000,0.709,64.242
I. Slimani,st,6,0.385,1.000,0.000,0.000,0.615,63.520
Roberto Firmino,st,32,0.340,2.500,0.125,0.000,0.660,68.127
D. Solanke,st,6,0.321,1.333,0.000,0.000,0.679,63.309
R. Sterling,st,35,0.344,3.086,0.257,0.081,0.656,69.864
Jesé Rodríguez,rs,8,0.351,2.125,0.125,0.000,0.649,64.050
O. Giroud,st,15,0.467,1.667,0.067,0.348,0.533,65.986
T. Abraham,ls,18,0.395,1.278,0.111,0.000,0.605,64.756
Álvaro Morata,st,28,0.338,2.143,0.036,0.000,0.662,66.723
H. Kane,st,40,0.515,2.750,0.125,0.391,0.485,72.889
Son Heung-Min,rs,28,0.327,3.000,0.000,0.011,0.673,67.533
Pedro,st,27,0.351,2.741,0.074,0.000,0.649,67.574
M. Antonio,ls,19,0.355,5.316,0.158,0.153,0.645,69.125
C. Austin,rs,9,0.441,1.556,0.000,0.000,0.559,64.168
S. Long,st,21,0.393,1.714,0.143,0.000,0.607,65.841
J. King,st,26,0.395,2.538,0.385,0.104,0.605,69.116
A. Sánchez,rs,31,0.477,7.677,0.484,0.530,0.523,79.808
Joselu,st,15,0.500,1.733,0.067,0.099,0.500,65.957
A. Ayew,ls,21,0.450,1.905,0.048,0.020,0.550,66.537
S. Rondón,st,23,0.305,2.696,0.087,0.000,0.695,65.983
C. Wood,st,12,0.382,1.167,0.000,0.000,0.618,63.515
L. Lumeka,rw,1,0.417,4.000,0.000,1.000,0.583,64.734
K. Iheanacho,ls,16,0.419,1.438,0.062,0.000,0.581,64.733
A. Carroll,st,11,0.370,2.364,0.091,0.000,0.630,64.473
T. Hemed,st,5,0.308,1.200,0.000,0.000,0.692,63.334
E. Hazard,rs,41,0.578,3.902,0.146,0.512,0.422,76.147
Philippe Coutinho,rs,36,0.532,4.250,0.222,0.504,0.468,75.672
D. Sturridge,ls,9,0.500,2.000,0.333,0.036,0.500,65.653
J. Defoe,st,8,0.355,1.375,0.000,0.000,0.645,63.383
J. Izquierdo,rw,19,0.400,2.368,0.211,0.263,0.600,66.990
O. Niasse,st,12,0.341,1.750,0.000,0.000,0.659,63.590
F. Ladapo,st,1,0.364,2.000,0.000,1.000,0.636,64.464
D. Sakho,st,8,0.467,1.250,0.000,0.334,0.533,64.543
S. Berahino,st,5,0.385,1.200,0.000,0.000,0.615,63.732
L. Depoitre,st,6,0.423,1.000,0.000,0.000,0.577,63.749
S. Mounié,st,12,0.368,1.500,0.083,0.000,0.632,63.851
T. Deeney,rs,17,0.422,2.588,0.118,0.027,0.578,66.282
C. Wilson,st,17,0.312,1.647,0.059,0.000,0.688,63.825
S. Vokes,st,4,0.370,1.750,0.000,0.000,0.630,62.345
G. Murray,st,13,0.282,1.462,0.000,0.000,0.718,62.811
Z. Ibrahimović,st,6,0.412,2.333,0.000,0.493,0.588,64.834
C. Benteke,st,10,0.424,1.300,0.000,0.057,0.576,63.979
A. Mitrović,st,2,0.391,1.500,0.000,0.000,0.609,63.552
W. Bony,st,3,0.400,1.667,0.000,0.000,0.600,62.998
Fernando Llorente,st,1,0.381,1.000,0.000,1.000,0.619,64.383
P. Crouch,st,10,0.406,1.200,0.000,0.000,0.594,63.670
O. McBurnie,ls,3,0.417,1.333,0.000,0.000,0.583,62.961
D. Ings,st,4,0.370,1.750,0.000,0.000,0.630,62.345
S. Okaka,st,2,0.417,2.000,0.000,0.000,0.583,63.709
N. Wells,rs,2,0.364,1.000,0.000,0.000,0.636,63.389
G. N'Koudou,rs,5,0.382,2.800,0.000,0.000,0.618,64.409
S. Baldock,rs,1,0.381,1.000,0.000,1.000,0.619,64.383
C. Tosun,st,6,0.400,1.667,0.167,0.000,0.600,64.191
Deulofeu,ls,13,0.383,3.077,0.231,0.335,0.617,66.366
P. Aubameyang,st,27,0.348,2.556,0.148,0.000,0.652,67.579
F. Diabaté,rs,10,0.385,1.900,0.100,0.000,0.615,64.202
A. Sørloth,rs,4,0.324,3.500,0.250,0.000,0.676,63.040
T. Campbell,ls,2,0.391,1.500,0.000,0.000,0.609,63.552
G. Carrillo,st,2,0.391,1.500,0.000,0.000,0.609,63.552
J. Locadia,ls,4,0.333,1.750,0.000,0.000,0.667,62.185
Lucas Moura,ls,6,0.400,1.667,0.167,0.000,0.600,64.191
B. Stancu,rw,3,0.357,2.667,0.000,0.000,0.643,63.135
D. Alibec,rs,2,0.364,1.000,0.000,0.000,0.636,63.389
K. Coman,rs,24,0.400,5.000,0.375,0.323,0.600,72.019
A. Mehmedi,st,15,0.436,3.867,0.400,0.168,0.564,68.265
A. Sadiku,st,5,0.379,1.800,0.000,0.000,0.621,63.963
H. Seferović,st,4,0.483,2.250,0.250,0.592,0.517,63.702
C. Keșerü,rs,1,0.381,1.000,0.000,1.000,0.619,64.383
A. Griezmann,st,43,0.424,3.209,0.070,0.204,0.576,71.350
A. Gignac,rs,3,0.333,1.333,0.000,0.000,0.667,62.680
B. Embolo,ls,13,0.375,1.538,0.077,0.000,0.625,64.017
F. Andone,st,22,0.274,1.909,0.091,0.000,0.726,64.486
G. Bale,st,30,0.505,5.467,0.633,0.399,0.495,77.447
R. Mak,lw,3,0.308,2.000,0.000,0.000,0.692,62.781
V. Weiss,rw,4,0.346,1.500,0.000,0.000,0.654,62.151
A. Nemec,st,1,0.381,1.000,0.000,1.000,0.619,64.383
A. Kokorin,lw,3,0.379,3.000,0.000,0.000,0.621,63.303
A. Dzyuba,st,3,0.435,1.000,0.000,0.134,0.565,63.004
F. Smolov,rs,6,0.405,2.833,0.167,0.239,0.595,65.041
A. Milik,st,10,0.429,2.200,0.100,0.109,0.571,64.952
R. Lewandowski,st,25,0.385,1.800,0.040,0.000,0.615,66.325
T. Müller,ls,35,0.418,5.371,0.429,0.277,0.582,75.461
A. Yarmolenko,lw,20,0.396,4.050,0.300,0.022,0.604,68.752
A. Schürrle,rs,19,0.392,4.053,0.158,0.155,0.608,68.261
M. Gómez,st,23,0.348,2.000,0.087,0.000,0.652,65.785
R. Zozulya,st,1,0.381,1.000,0.000,1.000,0.619,64.383
C. Washington,rs,1,0.381,1.000,0.000,1.000,0.619,64.383
J. Magennis,ls,1,0.381,1.000,0.000,1.000,0.619,64.383
M. Mandžukić,rw,37,0.487,2.676,0.162,0.206,0.513,71.747
E. Mor,rs,21,0.371,3.286,0.238,0.060,0.629,67.728
T. Necid,st,2,0.346,3.000,0.500,0.000,0.654,64.033
L. Krejčí,rw,10,0.439,3.700,0.400,0.207,0.561,66.901
Nolito,rw,29,0.492,3.448,0.207,0.205,0.508,72.157
D. Lafata,st,1,0.429,1.000,0.000,1.000,0.571,64.441
J. Šural,lw,2,0.417,2.000,0.000,0.293,0.583,63.824
M. Pjaca,st,4,0.360,1.250,0.000,0.000,0.640,62.121
J. Walters,st,1,0.381,1.000,0.000,1.000,0.619,64.383
G. Pellè,st,4,0.533,2.500,0.000,0.714,0.467,63.828
Eder,st,19,0.474,1.947,0.263,0.221,0.526,67.555
D. Mertens,st,42,0.350,2.929,0.119,0.036,0.650,69.316
D. Origi,ls,17,0.362,1.588,0.059,0.000,0.638,64.351
S. Zaza,st,20,0.415,1.650,0.050,0.000,0.585,65.560
Y. Carrasco,rs,23,0.271,2.826,0.130,0.000,0.729,65.810
R. Keane,rs,1,0.429,1.000,0.000,1.000,0.571,64.441
D. Murphy,st,2,0.364,1.000,0.000,0.000,0.636,63.389
L. Insigne,rw,39,0.342,5.410,0.333,0.269,0.658,74.191
S. El Shaarawy,rs,29,0.420,3.172,0.138,0.248,0.580,70.552
M. Berg,st,4,0.462,1.500,0.250,0.600,0.538,63.347
J. Guidetti,st,17,0.409,2.706,0.176,0.024,0.591,66.416
M. Janko,st,1,0.429,1.000,0.000,1.000,0.571,64.441
K. Németh,rw,1,0.435,3.000,0.000,1.000,0.565,64.654
M. Harnik,ls,21,0.387,2.000,0.143,0.003,0.613,66.087
T. Priskin,st,1,0.381,1.000,0.000,1.000,0.619,64.383
R. Okotie,st,1,0.381,1.000,0.000,1.000,0.619,64.383
K. Sigþórsson,ls,1,0.364,2.000,0.000,1.000,0.636,64.464
Cristiano Ronaldo,rs,32,0.396,2.219,0.281,0.000,0.604,69.260
Ricardo Quaresma,lw,10,0.229,5.000,0.100,0.000,0.771,65.083
N. Nikolić,rs,1,0.364,2.000,0.000,1.000,0.636,64.464
Á. Szalai,st,7,0.393,1.143,0.000,0.000,0.607,63.565
J. Böðvarsson,st,2,0.364,1.000,0.000,0.000,0.636,63.389
K. Lafferty,st,1,0.381,1.000,0.000,1.000,0.619,64.383
S. Šesták,st,1,0.381,1.000,0.000,1.000,0.619,64.383
L. Podolski,rw,1,0.360,5.000,0.000,1.000,0.640,64.767
Lucas Vázquez,lw,32,0.450,5.000,0.500,0.328,0.550,75.548
A. Finnbogason,st,15,0.426,1.800,0.067,0.065,0.574,65.132
G. Sunu,st,10,0.341,2.400,0.000,0.000,0.659,63.969
Malcom,lw,34,0.452,5.853,0.353,0.438,0.548,76.682
F. Kamano,rw,30,0.367,2.600,0.233,0.000,0.633,69.022
T. Touré,st,2,0.478,1.500,0.500,1.000,0.522,64.441
K. Toko Ekambi,rs,32,0.390,2.656,0.188,0.094,0.610,69.635
Y. Benzia,st,30,0.488,4.733,0.200,0.353,0.512,74.425
A. El Ghazi,ls,22,0.336,4.227,0.273,0.008,0.664,68.575
Luiz Araújo,rw,26,0.421,4.077,0.115,0.345,0.579,70.963
E. Sala,st,22,0.471,1.409,0.045,0.003,0.529,66.433
N. de Préville,rs,30,0.371,2.833,0.100,0.000,0.629,68.870
Nuno Da Costa,ls,19,0.353,2.526,0.053,0.028,0.647,65.575
I. Saadi,st,14,0.349,1.643,0.143,0.000,0.651,64.110
M. Depay,rw,35,0.475,3.943,0.257,0.376,0.525,73.997
F. Thauvin,lw,35,0.377,8.143,0.429,0.509,0.623,79.215
W. Saïd,st,24,0.333,2.167,0.042,0.000,0.667,65.819
B. Jeannot,st,14,0.349,1.643,0.000,0.000,0.651,63.730
V. Germain,ls,23,0.358,2.043,0.087,0.000,0.642,65.969
N. Roux,rs,30,0.494,2.033,0.067,0.284,0.506,70.339
J. Briand,rs,25,0.238,1.720,0.000,0.000,0.762,63.983
A. Delort,st,29,0.387,5.103,0.517,0.431,0.613,74.427
C. Jean,ls,28,0.389,3.964,0.321,0.138,0.611,71.215
K. Mbappé,ls,32,0.437,3.312,0.312,0.312,0.563,72.310
R. Falcao,st,18,0.385,1.778,0.000,0.021,0.615,64.838
A. Saint-Maximin,ls,29,0.351,4.621,0.379,0.196,0.649,72.131
R. Rodelin,st,37,0.478,4.946,0.162,0.461,0.522,75.473
J. Ikoné,ls,15,0.291,2.333,0.067,0.000,0.709,64.013
H. Bazile,st,16,0.255,5.625,0.188,0.000,0.745,67.214
I. Mbenza,ls,30,0.374,3.967,0.100,0.094,0.626,70.619
S. Camara,st,13,0.359,1.462,0.154,0.000,0.641,63.985
K. Bérigaud,st,2,0.375,2.000,0.000,0.000,0.625,63.611
C. Kouakou,lw,12,0.341,2.000,0.083,0.000,0.659,63.988
S. Koita,st,3,0.379,3.000,0.000,0.118,0.621,63.369
E. Cavani,st,24,0.426,1.708,0.042,0.000,0.574,66.590
O. Tannane,lw,12,0.417,2.333,0.000,0.125,0.583,64.991
R. Hamouma,ls,26,0.491,3.385,0.308,0.427,0.509,72.045
A. Pléa,rs,27,0.452,2.704,0.000,0.127,0.548,69.061
J. Bamba,st,30,0.347,4.233,0.167,0.112,0.653,70.846
F. Mubele,ls,22,0.310,2.909,0.136,0.000,0.690,66.246
S. Grandsir,st,35,0.412,4.143,0.200,0.316,0.588,72.845
A. Niane,st,17,0.333,1.471,0.059,0.000,0.667,63.898
E. Crivelli,st,10,0.424,1.300,0.100,0.000,0.576,64.112
A. Mendy,st,8,0.345,1.125,0.125,0.000,0.655,63.386
Jonathan Cafu,rs,11,0.302,2.091,0.000,0.000,0.698,63.440
A. Diakhaby,rs,14,0.265,2.071,0.071,0.000,0.735,63.412
Neymar,rs,25,0.417,7.160,0.720,0.567,0.583,76.999
Y. Bammou,st,14,0.379,3.286,0.071,0.168,0.621,65.994
C. N'Jie,rs,9,0.405,1.889,0.111,0.000,0.595,64.327
L. Ocampos,rw,26,0.368,2.154,0.115,0.000,0.632,67.020
B. Traoré,lw,23,0.398,2.957,0.087,0.272,0.602,68.193
Mariano Díaz,rs,16,0.372,1.438,0.125,0.000,0.628,64.378
O. Toivonen,st,16,0.408,1.812,0.000,0.000,0.592,64.792
N. Pépé,lw,30,0.407,3.267,0.033,0.171,0.593,70.162
E. Ponce,st,11,0.471,1.273,0.091,0.259,0.529,64.962
M. Cornet,ls,19,0.386,2.632,0.158,0.104,0.614,66.589
G. Laborde,st,11,0.341,1.909,0.182,0.000,0.659,64.076
B. Guillaume,st,3,0.348,1.000,0.000,0.000,0.652,62.635
G. Sio,st,24,0.360,2.292,0.125,0.000,0.640,66.635
C. Ninga,rs,13,0.295,1.846,0.077,0.000,0.705,63.469
K. Dolly,rs,15,0.338,3.600,0.133,0.000,0.662,65.885
M. Thuram,rs,21,0.288,1.857,0.048,0.000,0.712,64.298
M. Gradel,rw,29,0.378,9.793,0.586,0.736,0.622,81.312
M. Konaté,st,24,0.288,1.917,0.125,0.000,0.712,65.178
J. Tinhan,ls,3,0.333,1.333,0.000,0.000,0.667,62.680
W. Kanga,st,3,0.348,1.000,0.000,0.000,0.652,62.635
O. Nguette,rs,10,0.405,2.200,0.100,0.162,0.595,64.823
B. Fernández,st,2,0.435,1.500,0.000,0.529,0.565,63.861
Júlio Tavares,st,17,0.413,1.529,0.059,0.005,0.587,64.912
I. Sacko,st,9,0.324,1.556,0.000,0.000,0.676,63.225
M. Terrier,rs,19,0.439,2.421,0.053,0.143,0.561,66.794
K. Coulibaly,st,6,0.419,1.833,0.333,0.035,0.581,64.673
I. Santini,st,13,0.436,1.462,0.000,0.133,0.564,64.601
M. Balotelli,rs,26,0.472,4.038,0.115,0.320,0.528,71.606
L. Diony,st,11,0.405,1.545,0.091,0.000,0.595,64.176
S. Gakpé,ls,23,0.267,2.391,0.000,0.000,0.733,64.805
J. Blayac,ls,13,0.350,1.538,0.077,0.000,0.650,63.763
K. Monnet-Paquet,rs,25,0.338,2.400,0.080,0.000,0.662,66.510
S. Jovetić,st,12,0.395,1.917,0.000,0.000,0.605,64.246
B. Keita,st,20,0.377,2.450,0.050,0.000,0.623,65.926
Suk Hyun-Jun,st,15,0.349,1.533,0.000,0.000,0.651,63.731
P. Nakoulma,st,7,0.357,1.143,0.143,0.000,0.643,63.565
L. Traoré,st,9,0.455,1.444,0.000,0.134,0.545,64.380
S. Bahoken,st,21,0.288,2.524,0.238,0.000,0.712,65.657
K. Mitroglou,st,4,0.360,1.250,0.000,0.000,0.640,62.121
E. Rivière,st,12,0.324,1.417,0.000,0.000,0.676,63.155
I. Niane,rs,13,0.395,1.769,0.000,0.000,0.605,64.225
M. Maolida,rs,6,0.419,1.833,0.167,0.000,0.581,64.389
Brandon,rs,6,0.355,1.833,0.000,0.000,0.645,63.756
Y. Sanogo,st,13,0.333,1.462,0.077,0.000,0.667,63.528
Q. Cornette,lw,7,0.438,1.714,0.000,0.000,0.562,64.183
A. Søderlund,st,2,0.409,1.000,0.000,0.000,0.591,63.496
A. Gouiri,ls,2,0.409,1.000,0.000,0.000,0.591,63.496
J. Tell,ls,1,0.429,1.000,0.000,1.000,0.571,64.441
B. Ketkeophomphone,ls,8,0.375,1.500,0.000,0.000,0.625,63.609
S. Ngom,ls,8,0.324,1.750,0.000,0.000,0.676,63.383
G. Gope-Fenepej,st,2,0.409,1.000,0.000,0.000,0.591,63.496
E. Taha,rs,1,0.364,2.000,0.000,1.000,0.636,64.464
R. Berič,st,8,0.400,1.250,0.125,0.000,0.600,63.871
S. Mendoza,st,12,0.400,2.917,0.167,0.166,0.600,65.771
Y. N'Gbakoto,st,14,0.365,2.286,0.000,0.000,0.635,64.476
I. Ganago,st,1,0.381,1.000,0.000,1.000,0.619,64.383
M. Braithwaite,st,11,0.400,1.818,0.000,0.000,0.600,64.127
B. Mbeumo,rs,3,0.348,1.000,0.000,0.000,0.652,62.635
L. Mothiba,st,3,0.333,1.333,0.000,0.000,0.667,62.680
T. Weah,st,2,0.364,1.000,0.000,0.000,0.636,63.389
M. Sylla,st,4,0.417,1.000,0.000,0.000,0.583,62.275
Jordi Mboula,ls,3,0.407,2.333,0.000,0.000,0.593,63.211
M. Le Bihan,rs,2,0.417,2.000,0.000,0.000,0.583,63.709
P. Pellegri,st,2,0.391,1.500,0.500,0.000,0.609,63.846
J. Porsan-Clemente,lw,1,0.321,8.000,0.000,1.000,0.679,65.027
L. Bailey,st,30,0.477,6.733,0.433,0.468,0.523,78.053
K. Volland,st,30,0.305,2.833,0.167,0.000,0.695,68.095
M. Kruse,st,28,0.578,6.143,0.286,0.593,0.422,77.805
A. Kramarić,rs,39,0.459,4.795,0.385,0.373,0.541,75.827
M. Leckie,lw,26,0.468,3.500,0.269,0.273,0.532,71.344
T. Asano,ls,10,0.410,1.900,0.100,0.044,0.590,64.486
S. Terodde,st,11,0.486,1.364,0.000,0.156,0.514,64.804
F. Niederlechner,ls,6,0.419,1.833,0.000,0.097,0.581,64.237
T. Kleindienst,st,14,0.315,2.429,0.071,0.000,0.685,64.255
N. Petersen,st,19,0.393,1.895,0.053,0.056,0.607,65.474
T. Hazard,st,33,0.393,4.636,0.242,0.312,0.607,73.190
L. Stindl,st,28,0.505,2.679,0.036,0.244,0.495,70.537
J. Córdoba,st,9,0.361,1.778,0.000,0.000,0.639,63.675
S. Zoller,st,15,0.312,2.933,0.133,0.062,0.688,65.104
T. Werner,st,32,0.241,3.531,0.094,0.000,0.759,67.789
Y. Poulsen,ls,20,0.339,1.800,0.000,0.000,0.661,64.581
Bruma,rs,22,0.314,2.273,0.091,0.000,0.686,65.439
M. Gregoritsch,st,26,0.500,3.000,0.000,0.275,0.500,70.219
A. Hahn,ls,18,0.325,3.333,0.111,0.015,0.675,66.021
B. Wood,st,11,0.351,1.545,0.091,0.000,0.649,63.681
Y. Muto,st,11,0.412,1.273,0.091,0.043,0.588,64.091
P. De Blasis,rs,23,0.470,4.130,0.087,0.261,0.530,70.513
C. Benschop,lw,4,0.360,1.250,0.000,0.000,0.640,62.121
M. Philipp,rw,12,0.333,1.833,0.167,0.000,0.667,63.982
K. Hinds,rs,1,0.364,2.000,0.000,1.000,0.636,64.464
L. Dimata,st,9,0.303,1.444,0.000,0.000,0.697,62.986
M. Terrazzino,rw,17,0.459,2.412,0.294,0.102,0.541,67.221
J. Augustin,st,16,0.447,1.688,0.062,0.090,0.553,65.468
Y. Ōsako,st,28,0.354,2.821,0.107,0.086,0.646,68.302
S. Haller,st,19,0.479,1.474,0.053,0.190,0.521,66.399
S. Wagner,st,16,0.471,1.938,0.000,0.000,0.529,65.628
M. Uth,ls,23,0.478,2.043,0.087,0.153,0.522,67.971
Raffael,st,20,0.455,2.850,0.250,0.189,0.545,68.415
S. Córdova,st,9,0.344,1.333,0.111,0.000,0.656,63.461
Jonathas,rs,9,0.371,1.667,0.000,0.000,0.629,63.683
C. Akolo,ls,16,0.391,1.625,0.312,0.000,0.609,65.316
V. Ibišević,st,10,0.438,1.200,0.100,0.096,0.562,64.293
A. Rebić,rs,29,0.306,3.483,0.138,0.000,0.694,68.574
J. Villalba,st,1,0.381,1.000,0.000,1.000,0.619,64.383
A. Donis,st,15,0.313,3.133,0.133,0.123,0.687,65.411
K. Karaman,rs,12,0.439,1.750,0.167,0.140,0.561,65.165
N. Füllkrug,st,22,0.460,1.955,0.182,0.154,0.540,67.712
I. Belfodil,st,21,0.304,2.333,0.143,0.000,0.696,65.353
G. Burgstaller,st,23,0.383,1.739,0.087,0.004,0.617,65.975
I. Bebou,st,26,0.365,3.231,0.346,0.077,0.635,69.317
S. Schipplock,st,3,0.375,1.333,0.000,0.000,0.625,62.821
S. Kalou,rw,20,0.375,2.200,0.000,0.000,0.625,65.472
L. Waldschmidt,st,7,0.344,1.714,0.000,0.000,0.656,63.555
V. Fischer,rw,5,0.385,1.200,0.000,0.000,0.615,63.732
F. Di Santo,st,19,0.352,2.684,0.053,0.000,0.648,65.671
L. Alario,st,10,0.412,1.400,0.000,0.000,0.588,63.861
P. Ochs,lw,1,0.375,4.000,0.000,1.000,0.625,64.683
R. Bobadilla,st,7,0.333,1.429,0.143,0.000,0.667,63.565
D. Ginczek,st,16,0.413,1.625,0.000,0.044,0.587,64.754
V. Osimhen,ls,7,0.333,1.429,0.000,0.000,0.667,63.326
C. Pizarro,rs,9,0.485,1.444,0.000,0.167,0.515,64.667
J. Eggestein,st,2,0.375,2.000,0.000,0.000,0.625,63.611
J. Arp,st,9,0.355,1.222,0.000,0.000,0.645,63.253
D. Selke,st,17,0.295,1.412,0.176,0.000,0.705,63.739
S. Guirassy,rs,3,0.391,1.000,0.333,0.000,0.609,63.063
L. Jović,st,11,0.486,1.364,0.000,0.178,0.514,64.837
Dong-Won Ji,rw,1,0.381,1.000,0.000,1.000,0.619,64.383
K. Kodro,st,3,0.462,2.000,0.000,0.108,0.538,63.360
O. Wriedt,rs,1,0.381,1.000,0.000,1.000,0.619,64.383
