Player,PrimaryPosition,Games,Accelerations,LongCarries,Duels,WideRuns,CounterAttacks,AvgCarryDistance,RawRating
Jurado,cam,29,0.90,0.55,5.69,1.79,1.62,13.61,69.033
Javi López,lb,14,0.43,1.36,3.00,3.00,0.36,15.61,63.144
Ganso,cm,8,0.25,1.00,5.38,1.00,0.25,15.48,64.026
Jesús Navas,lam,26,1.46,1.27,6.62,2.69,1.00,17.55,74.870
Pau López,gk,29,0.00,0.59,0.07,0.00,0.14,39.81,37.560
Pablo Sarabia,cam,34,0.88,0.97,6.62,2.56,0.94,14.48,71.836
Naldo,rcb,11,0.00,1.09,0.27,0.55,0.36,19.78,40.138
É. Banega,cm,34,0.88,1.62,10.62,1.32,1.71,17.68,77.924
Granero,cm,25,0.04,0.52,4.48,1.36,0.64,14.46,58.620
G. Pizarro,cm,24,0.62,0.92,3.38,0.71,1.12,14.87,61.457
H. Pérez,lam,14,0.50,0.79,5.57,2.00,1.29,13.90,67.401
Charles,st,30,0.17,0.57,2.93,0.70,0.47,15.70,52.689
Dani García,rcm,32,0.12,0.78,2.41,1.34,0.38,14.86,52.348
José Ángel,rb,30,0.53,0.63,4.73,2.20,0.17,13.40,63.951
Luis Hernández,lb,36,0.11,1.00,0.58,0.44,0.31,18.90,42.404
Z. Kuzmanović,lcm,8,0.12,0.38,2.75,0.25,0.00,18.87,48.420
R. Rosales,lb,35,0.20,0.91,3.00,2.77,0.66,16.27,59.676
Borja Bastón,st,20,0.10,0.55,4.10,0.85,0.45,16.86,57.148
Ramis,lcb,16,0.06,1.44,1.00,0.50,0.00,18.85,47.397
Juanpi,cam,16,0.31,0.25,6.25,0.62,0.69,14.80,63.774
T. Inui,ram,38,0.95,0.92,9.37,3.00,0.82,14.85,75.926
Ander Capa,lb,33,1.00,1.45,4.18,3.15,0.18,18.92,69.654
Adrián,rcm,29,0.07,0.66,4.10,0.59,0.79,15.15,57.286
Paulo Oliveira,lb,26,0.04,0.65,0.54,0.54,0.15,18.30,36.520
Joan Jordán,cam,35,0.46,0.69,4.97,1.63,0.57,14.55,64.209
Recio,cm,22,0.68,1.23,7.45,0.91,1.14,15.16,71.880
Kike García,st,35,0.23,0.74,10.74,1.11,0.49,14.48,73.619
Roberto,gk,34,0.00,0.68,0.00,0.03,0.21,33.28,35.867
Rubén Peña,lam,28,0.50,0.93,5.07,2.14,0.39,16.60,66.244
Juankar,rb,10,0.60,1.60,3.40,2.60,0.80,20.20,66.689
Diego González,rb,18,0.00,0.89,1.11,1.33,0.22,16.87,44.846
M. Dmitrović,gk,36,0.00,0.97,0.22,0.03,0.17,39.41,42.844
Iván Alejo,lam,22,0.82,0.59,10.05,2.36,0.41,12.54,74.988
Javi Ontiveros,lam,12,0.42,0.58,7.25,0.75,0.08,21.98,68.117
Jony,ram,5,0.60,0.60,9.00,1.60,0.00,12.26,71.930
Sergi Enrich,st,19,0.11,0.42,7.26,1.32,0.26,11.98,65.627
Y. En-Nesyri,rs,26,0.54,0.46,7.69,0.96,0.92,13.17,69.384
Christian Rivera,cm,7,0.14,0.71,2.14,0.14,0.14,17.36,47.821
L. Messi,ls,40,1.90,1.45,20.75,1.15,3.20,16.63,88.937
Nélson Semedo,lb,23,1.65,1.26,5.57,3.57,0.83,17.42,74.559
J. Mascherano,lcb,11,0.27,3.82,1.55,1.18,0.82,20.44,66.614
Sergi Roberto,lb,30,1.43,1.27,6.27,2.43,0.47,17.67,73.799
J. Narváez,lcm,7,0.14,1.00,4.57,0.86,1.29,20.28,63.001
Barragán,lb,29,0.24,0.83,3.17,1.93,0.34,16.26,58.223
Paco Alcácer,st,17,0.00,0.06,2.88,0.82,0.65,11.31,46.071
Adán,gk,30,0.00,0.63,0.17,0.00,0.10,24.98,32.573
Z. Feddal,rb,15,0.07,2.40,1.80,1.20,0.60,20.78,60.018
A. Mandi,lb,34,0.15,2.21,1.24,1.12,0.29,20.69,57.090
Matías Nahuel,lam,7,0.57,0.43,5.86,1.86,0.00,10.52,65.237
Sergio León,st,31,0.48,0.45,6.52,0.81,1.19,15.03,67.007
Víctor Camarasa,cm,24,0.88,0.71,5.08,0.96,1.12,15.40,66.986
A. Guardado,cm,33,0.61,1.76,5.73,1.18,1.42,18.20,70.746
M. ter Stegen,gk,37,0.03,0.43,0.08,0.05,0.41,22.61,30.145
Joaquín,cam,35,0.77,1.26,9.00,1.86,0.94,17.97,75.140
Javi García,cdm,32,0.16,1.16,2.81,0.41,0.50,19.37,55.982
Francis Guerrero,lw,14,0.64,1.21,7.86,3.43,0.86,16.90,74.058
Aleix Vidal,lam,15,0.07,0.53,2.40,0.87,0.47,17.14,49.445
Fabián,lcm,34,0.82,1.38,6.71,2.00,1.09,15.44,72.459
Denis Suárez,ram,18,0.89,1.06,4.78,1.72,1.22,17.89,68.652
L. Digne,rb,12,0.42,1.00,3.17,2.83,0.75,13.15,61.998
K. Benzema,rs,32,0.62,0.62,6.03,0.91,2.22,15.59,68.500
Daniel Carvajal,lb,28,0.75,1.29,5.46,2.50,0.71,14.97,69.922
Marcelo,rb,32,0.53,1.41,7.56,3.22,0.78,17.40,73.503
Nacho,lcb,29,0.17,0.76,2.14,1.03,0.28,19.19,51.557
Isco,ram,34,1.38,2.32,12.59,3.94,1.71,17.57,82.289
Guilherme,cm,31,0.03,1.19,4.35,1.03,0.87,16.03,61.476
Juanfran,lb,35,1.00,1.40,5.97,3.26,0.51,17.78,72.746
Luisinho,rb,30,1.00,1.10,5.67,2.90,0.63,16.91,71.312
Rubén,gk,28,0.00,0.79,0.11,0.04,0.14,41.12,40.695
Casemiro,cm,34,0.38,1.29,4.94,0.79,1.59,15.85,66.266
Pedro Mosquera,rcm,23,0.17,0.87,3.04,0.91,1.17,15.32,56.867
Sidnei,rb,21,0.24,1.57,2.48,0.48,0.33,18.70,57.512
Fede Cartabia,lam,20,1.35,1.05,11.80,2.55,1.20,13.85,79.439
C. Borges,lcm,35,0.06,0.83,3.40,1.46,0.74,16.01,57.215
K. Navas,gk,30,0.00,0.40,0.13,0.03,0.37,38.45,36.352
Z. Bakkali,rw,23,1.04,0.30,6.04,1.26,1.30,16.54,69.170
Bruno Gama,ram,5,0.00,0.20,4.60,0.20,0.40,13.97,54.123
Adrián López,rw,30,0.67,1.43,8.47,3.07,1.37,14.98,75.308
Marco Asensio,cam,35,1.77,1.63,5.43,1.80,1.26,19.83,74.773
Marcos Llorente,lcm,13,0.31,1.23,2.31,1.08,0.38,19.98,57.092
Borja Valle,st,17,0.24,0.06,2.94,0.59,0.82,11.89,49.586
E. Garay,lb,24,0.00,1.17,0.71,0.33,0.54,17.63,43.036
Nacho Vidal,lb,7,0.29,0.57,1.86,2.14,1.14,16.95,54.208
Rúben Vezo,lcb,19,0.47,0.74,2.58,1.00,0.42,14.41,55.750
José Gayá,rb,34,0.47,0.88,5.35,2.24,0.97,13.99,67.009
L. Chichizola,gk,27,0.00,0.81,0.37,0.04,0.81,27.41,40.397
Bigas,rb,11,0.36,2.82,2.27,1.00,0.82,22.09,65.333
Rodrigo,st,40,1.02,0.72,8.28,1.05,2.00,14.37,73.916
Dani Castellano,rb,24,0.62,1.71,6.12,3.29,0.42,15.37,72.024
J. Calleri,st,37,0.19,0.57,12.22,0.95,1.86,14.29,75.799
Jonathan Viera,cam,23,1.35,1.61,15.22,1.78,3.48,15.98,83.010
Medrán,cm,18,0.06,0.61,6.44,0.39,0.39,14.83,63.317
David Simón,lb,11,0.45,0.55,5.82,1.73,0.64,14.23,65.908
Carlos Soler,lam,33,0.97,0.94,6.55,2.03,1.79,15.80,72.342
Dani Parejo,cm,34,0.18,1.18,7.26,0.79,2.09,16.55,70.130
Tana,lcm,24,0.21,0.83,7.75,1.12,1.12,14.52,69.460
A. Halilović,lam,20,1.90,1.40,8.10,2.60,1.85,17.39,78.303
Ximo Navarro,rcb,31,0.58,1.52,3.68,0.87,0.45,19.85,64.430
Vitolo,cam,23,1.04,1.17,9.74,2.22,1.17,15.92,76.852
Neto,gk,33,0.00,0.52,0.00,0.00,0.67,34.32,36.080
Nacho Gil,rs,20,0.30,0.55,5.75,1.40,0.85,13.93,64.655
Santi Mina,rs,32,0.38,0.50,5.97,0.56,1.47,14.40,65.258
S. Araújo,st,2,0.00,0.00,2.50,0.00,0.50,15.76,41.438
Javi Castellano,cm,23,0.04,0.57,2.30,0.91,0.57,12.32,48.002
Míchel,lb,28,0.36,0.86,3.46,2.11,0.36,16.89,60.691
N. Maksimović,lcm,15,0.40,0.87,1.93,0.93,1.20,19.99,55.749
Rubén Sobrino,ls,28,0.82,0.64,6.32,1.25,1.75,17.39,70.075
Alexis,lcb,28,0.04,0.39,1.14,0.75,0.29,13.96,37.791
Rubén Pérez,lcm,31,0.13,1.03,4.06,0.84,0.84,15.70,60.189
C. Santos,st,10,0.10,0.40,2.70,0.60,0.30,15.32,48.801
Ibai Gómez,lam,34,0.41,0.56,7.21,1.85,1.41,13.50,69.477
Alfonso Pedraza,ram,33,1.24,1.03,7.76,2.45,1.36,14.43,75.050
Rodrigo Ely,rcb,31,0.06,1.00,0.84,0.23,0.26,18.15,42.191
Carlos Vigaray,lb,12,0.58,0.83,3.33,2.25,0.75,13.89,62.224
Diego Rico,rb,26,0.42,0.77,5.15,3.12,0.81,13.45,66.666
M. Mantovani,rcb,14,0.00,0.86,0.93,0.29,0.07,19.08,40.099
E. Muñoz,lcb,19,0.05,0.58,1.05,0.32,0.42,19.08,40.300
Zaldúa,lb,30,1.17,0.80,5.37,2.00,0.70,15.93,69.933
Omar Ramos,cam,23,0.48,0.52,9.13,1.87,0.87,14.54,72.536
Gabriel,rcm,29,0.17,1.17,10.00,1.66,0.86,16.73,74.073
Guerrero,st,22,0.23,0.55,6.23,0.95,0.77,16.03,64.983
Fernando Pacheco,gk,38,0.00,0.74,0.05,0.00,0.16,36.61,38.023
Eraso,cam,34,0.32,0.44,4.74,0.91,0.94,12.67,60.833
M. Wakaso,rcm,21,0.43,0.81,3.86,1.33,0.62,16.34,61.349
Burgui,ram,23,0.65,0.48,4.83,0.87,0.70,14.68,63.479
Manu García,cm,30,0.10,0.80,5.27,0.87,0.67,14.72,62.177
A. Szymanowski,ram,13,0.46,1.08,7.00,2.69,2.23,14.67,72.167
Cuéllar,gk,35,0.00,1.20,0.00,0.03,0.14,37.50,42.928
Tomás Pina,cm,30,0.07,0.57,3.93,0.60,0.83,13.81,55.976
Óscar Romero,lam,5,0.00,0.40,7.60,0.80,0.80,12.80,65.847
Erik Morán,cm,6,0.00,0.67,0.50,0.00,0.00,20.39,33.504
N. El Zhar,lam,30,0.90,0.63,9.70,1.57,1.47,15.18,75.218
Héctor,rb,1,0.00,1.00,0.00,2.00,0.00,50.88,50.220
Bustinza,lb,20,0.10,1.10,1.10,0.85,0.60,17.01,47.783
C. Bakambu,st,15,0.87,0.47,9.87,1.27,1.60,11.90,74.698
Rúben Semedo,lcb,4,0.25,1.50,1.25,0.50,0.00,21.12,52.065
Samu Castillejo,lam,30,1.50,1.67,11.33,3.73,1.97,16.16,80.946
M. Barbosa,gk,13,0.00,0.46,0.23,0.00,0.38,24.74,31.995
E. Zidane,cm,2,0.00,0.00,5.50,0.00,0.00,11.53,54.859
Paulinho,lcm,39,0.44,0.59,5.15,0.74,0.92,13.97,63.397
Sergio García,st,33,0.30,0.64,6.94,0.79,1.52,15.50,67.904
Tito,lb,9,0.33,1.11,1.56,2.22,0.33,15.90,55.069
M. Dos Santos,lcb,14,0.00,0.86,1.07,0.57,0.07,18.98,42.046
Óscar Melendo,cam,18,0.44,0.28,3.06,0.39,0.44,15.55,53.607
Gumbau,rcm,24,0.17,0.50,1.17,0.25,0.58,16.37,41.647
E. Çolak,cam,26,0.23,0.62,7.04,0.92,1.27,15.26,67.528
D. Godín,rb,35,0.14,1.17,1.31,0.69,0.40,18.15,49.388
Thomas,lcm,33,0.27,1.42,5.00,1.33,1.48,16.60,66.794
Hernán,lcm,7,0.14,0.57,1.29,0.14,1.86,15.33,46.041
Fabio González,lcm,1,0.00,2.00,1.00,3.00,1.00,16.52,57.720
Momo,ram,13,0.31,0.85,4.46,1.54,0.92,16.41,63.104
Benito Ramírez,ram,4,0.25,0.25,5.00,1.00,1.25,20.80,62.021
Álex Mula,cam,11,1.18,1.09,5.73,1.55,1.27,16.73,71.532
E. Cecchini,lcm,3,0.00,0.33,0.67,0.33,0.00,60.73,46.638
Douglas Luiz,cm,14,0.43,0.07,2.86,0.50,0.21,11.67,49.881
Juanpe,rcb,35,0.03,0.63,0.51,0.37,0.20,16.74,34.652
G. Kondogbia,cm,31,0.81,1.48,8.90,0.77,1.87,15.06,75.273
J. Murillo,rcb,17,0.06,1.12,1.41,0.41,0.65,20.65,48.966
Toni Lato,rb,16,0.06,0.38,1.94,1.69,0.31,13.79,46.499
Montoya,lb,25,0.64,1.52,3.32,3.24,0.84,17.04,66.869
Borja Mayoral,st,14,0.14,0.21,2.57,0.36,0.79,18.32,48.652
G. Mercado,lb,29,0.10,1.52,1.90,1.38,0.45,18.65,55.664
Sergio Escudero,rb,27,1.07,0.93,4.44,2.44,1.07,14.55,68.761
Antunes,rb,34,0.24,1.15,4.24,3.21,0.62,15.00,64.803
M. Krohn-Dehli,cm,25,0.32,1.04,2.20,0.92,0.48,19.97,55.588
N. Pareja,lb,5,0.20,1.00,1.40,0.60,0.40,15.83,48.408
W. Ben Yedder,st,25,0.28,0.52,7.44,0.92,1.04,13.75,67.923
Portillo,lam,33,0.21,0.64,7.03,2.12,0.85,13.23,68.074
F. Roncaglia,lcb,21,0.14,2.14,1.71,1.38,0.38,19.89,58.886
Sergi Gómez,rcb,33,0.12,1.85,0.58,0.97,0.33,19.45,51.341
R. Durmisi,rb,24,1.00,1.00,3.08,2.38,0.29,15.48,64.766
Cristian Tello,rs,32,0.75,0.81,4.81,1.62,1.47,17.97,67.430
A. Sanabria,st,17,0.12,0.47,4.12,0.71,0.59,14.98,56.574
Bóveda,lb,14,0.07,1.21,2.00,2.57,0.14,19.11,55.802
Vesga,rcm,12,0.33,0.83,4.67,0.75,0.83,15.39,62.438
Saborit,rb,19,0.53,0.74,1.95,2.26,0.42,14.23,56.225
Bebé,cam,9,0.44,0.22,10.00,1.44,0.33,12.16,72.131
Jordi Amat,rcb,25,0.12,1.52,1.20,0.60,0.16,20.55,50.921
Chuca,cam,4,0.00,0.25,2.00,0.75,0.50,13.09,42.228
A. Januzaj,cam,29,0.93,0.79,16.41,2.00,1.14,16.30,81.695
Íñigo Martínez,rb,28,0.57,2.89,1.86,1.46,0.50,21.25,65.916
P. Tytoń,gk,2,0.00,0.00,0.00,0.00,0.00,0.00,30.000
Lucas Pérez,st,35,0.40,0.60,7.14,1.26,1.46,13.64,68.909
F. Valverde,rcm,24,0.54,0.46,2.12,1.08,0.62,15.32,53.647
Diego Llorente,lcb,27,0.19,3.00,1.85,1.41,0.70,19.64,63.905
Gabriel,lcb,30,0.10,1.33,0.93,0.60,0.30,16.27,47.073
Andreas Pereira,cam,23,0.83,0.78,6.61,2.13,1.04,13.50,70.777
Filipe Luis,rb,22,0.41,1.82,7.09,4.05,1.68,15.70,74.345
K. Gameiro,st,25,0.56,0.44,4.00,0.88,1.52,14.22,61.453
Rober,rcb,25,0.04,0.64,1.48,0.28,0.44,16.43,42.671
T. Hernández,rb,13,1.85,1.15,7.69,2.62,1.23,14.63,76.951
Kiko Casilla,gk,10,0.00,1.00,0.00,0.00,0.20,40.53,42.038
Pedro López,lb,22,0.18,0.41,3.36,1.45,0.36,13.83,54.678
Samu García,cam,18,0.00,0.33,1.94,0.94,0.28,13.44,42.709
C. Beauvue,st,27,0.30,0.26,5.00,0.67,1.33,12.85,60.852
Bruno,rcb,19,0.00,0.32,0.47,0.11,0.00,15.08,30.000
D. Torres,cm,18,0.17,0.67,2.11,0.56,0.61,13.44,48.890
Munir,st,33,0.48,0.55,12.82,1.33,1.33,12.30,77.061
Iago Herrerín,gk,8,0.00,0.50,0.00,0.00,0.50,30.04,33.350
J. Mojica,rb,34,1.12,1.03,10.26,3.88,0.62,13.61,77.811
Iturraspe,lcm,30,0.03,0.83,2.17,0.97,0.50,16.43,50.272
Ager Aketxe,lam,3,0.00,0.00,1.67,1.33,0.00,8.17,35.414
Sabin Merino,rs,13,0.00,0.31,2.92,0.77,0.38,13.88,48.216
G. Escalante,lcm,27,0.19,0.44,2.74,0.70,0.30,12.99,50.100
Daniel Carriço,lcb,6,0.17,2.00,1.00,0.67,0.17,18.72,53.571
J. Correa,ram,21,0.62,0.67,9.62,1.71,1.86,13.36,74.516
J. Geis,cdm,14,0.07,0.43,0.43,0.36,0.36,13.86,31.508
A. Aquilani,cm,21,0.05,0.86,2.24,0.62,0.76,14.43,50.273
Aythami Artiles,rcb,3,0.00,0.67,0.33,0.00,0.33,15.36,31.206
Keko,lam,21,0.48,0.38,6.38,1.62,0.90,13.95,66.892
F. Ricca,rb,14,0.07,0.43,2.07,2.21,0.29,13.07,48.960
L. Rémy,rs,23,0.22,0.43,7.13,1.52,1.00,12.51,67.132
Miguel Cifuentes,lb,2,0.50,1.00,4.50,1.50,0.00,13.07,63.379
Vicente Gómez,cm,25,0.12,0.76,3.72,0.72,0.48,14.90,56.541
L. Suárez,rs,38,0.32,0.87,10.89,1.03,2.03,14.58,75.299
Mario Hermoso,rb,22,0.05,1.23,0.91,0.41,0.50,21.78,46.849
Víctor Sánchez,lcm,30,0.20,0.83,3.13,1.53,0.40,14.06,56.722
O. Dembélé,lw,21,1.81,0.81,9.62,2.43,1.86,13.52,78.426
Marc Navarro,lb,19,0.11,0.58,3.53,1.84,0.68,14.00,56.974
Dídac Vilá,rb,14,0.36,1.14,2.57,2.79,0.50,16.44,60.454
L. Carole,rb,6,0.33,1.50,7.17,3.83,0.50,16.62,72.599
W. Montoya,lam,1,2.00,0.00,8.00,3.00,2.00,8.62,76.112
F. Vázquez,cam,30,0.43,0.97,9.43,1.50,1.27,15.60,73.863
Aleix García,cm,19,0.26,0.37,2.11,0.47,0.58,13.82,47.553
M. Olunga,st,14,0.07,0.21,2.93,0.29,0.86,13.35,48.281
C. Pantilimon,gk,6,0.00,0.83,0.17,0.17,0.33,28.49,38.205
Fernando Navarro,rb,16,0.06,1.06,1.62,1.56,0.31,19.35,51.361
A. Arribas,lcb,3,0.00,1.33,1.67,0.67,0.33,31.12,53.369
R. Boudebouz,lam,27,0.81,0.78,6.15,1.19,1.48,15.16,69.592
D. Siovas,rb,24,0.25,1.38,1.50,1.08,0.96,21.24,55.635
Gálvez,lcb,22,0.09,2.05,2.32,0.82,0.36,18.53,58.783
D. Brašanac,lcm,23,0.30,0.70,3.78,0.87,1.00,16.28,59.467
José Naranjo,rw,16,0.06,0.69,3.81,1.00,0.31,18.34,56.796
Arbilla,rb,29,0.83,2.28,2.17,1.59,0.21,19.79,65.615
R. Varane,lb,34,0.18,1.76,1.44,1.09,0.50,17.93,55.438
Dani Ceballos,cam,11,0.18,0.73,5.82,1.64,0.64,14.07,64.797
Mario,lb,32,1.19,1.59,3.41,4.00,0.91,16.75,70.685
D. Cheryshev,ram,29,1.14,0.93,3.72,2.14,1.55,17.49,68.123
Marc Roca,rcm,8,0.25,0.88,0.62,0.38,0.75,14.70,43.566
Chory Castro,ram,26,1.08,1.23,8.92,2.77,1.23,15.89,76.477
E. Rolón,cm,8,0.38,0.12,2.12,0.38,0.62,14.56,47.246
D. Rolán,rs,26,0.88,1.15,14.69,2.31,1.08,15.50,80.844
Brais Méndez,lam,20,0.25,0.40,4.05,1.35,1.55,15.17,59.948
J. Montero,ram,4,0.50,0.00,3.50,0.50,0.00,11.80,52.787
David García,lb,11,0.45,0.82,1.36,0.45,0.18,17.45,49.587
H. Toledo,ls,15,0.47,0.60,7.67,1.73,0.47,15.36,69.882
Zubeldía,cm,25,0.12,0.96,2.48,0.60,0.84,16.15,53.477
Andoni Gorosabel,lb,2,0.50,0.50,2.50,2.00,1.50,11.33,57.686
De La Bella,rb,17,0.76,1.29,3.94,2.82,0.47,15.25,67.113
Jon Bautista,st,10,0.00,0.00,1.90,0.00,0.40,14.68,36.177
David Juncà,rb,15,0.47,1.40,3.00,2.33,0.47,17.07,63.018
R. Soriano,cam,22,1.09,0.73,5.86,1.36,1.41,15.50,70.314
G. Maripán,rcb,19,0.11,0.68,0.95,0.58,0.42,19.25,42.525
Rubén Duarte,rb,24,0.38,1.08,2.88,2.38,0.42,15.55,60.351
Borja Herrera,rb,3,0.33,1.00,6.00,2.33,0.67,14.59,67.872
Raúl García,rb,19,0.32,0.84,2.74,2.37,0.42,15.29,58.154
Ramalho,lb,26,0.23,1.08,1.77,1.12,0.15,19.64,52.734
M. Moreno,rs,2,0.00,0.00,1.00,0.50,0.00,14.75,30.000
Nano,st,9,0.11,0.11,2.11,0.33,0.78,15.58,43.757
Rafa Navarro,lb,3,0.00,1.33,4.00,1.67,0.33,29.67,62.918
Rubén Blanco,gk,22,0.00,0.36,0.00,0.00,0.23,23.86,30.000
Jaume,gk,5,0.00,0.40,0.00,0.00,0.20,49.06,38.672
Rubén Pardo,rcm,6,0.00,1.00,1.83,1.17,0.17,14.81,48.669
A. Hakimi,lb,12,1.17,1.08,7.00,3.42,1.33,14.10,74.518
Sergio Sánchez,lb,2,0.00,0.50,0.50,0.50,0.00,19.00,32.887
Miguel Torres,rb,8,0.00,1.00,0.38,1.38,0.00,16.02,40.216
A. Peñaranda,st,13,1.23,0.62,13.00,1.08,1.69,14.14,79.246
Luna,rb,23,0.22,1.26,2.91,2.83,0.48,16.54,61.019
A. Katai,lcm,3,0.67,0.00,4.00,0.00,2.33,9.92,59.446
Lombán,rcb,13,0.00,0.77,0.31,0.31,0.15,17.55,33.949
R. Guerra,lcm,4,0.00,0.00,1.25,0.25,0.00,6.43,30.000
Gerard Valentín,lb,3,0.67,0.33,5.67,1.67,1.67,9.50,66.610
M. Lacen,rcm,19,0.00,0.58,2.26,1.00,0.42,13.99,47.598
J. Campbell,lw,10,0.70,0.40,8.60,1.10,1.00,11.97,71.588
Albentosa,lcb,20,0.00,1.00,0.25,0.25,0.35,20.72,38.164
F. Uzoho,gk,5,0.00,0.60,0.20,0.00,0.00,32.23,35.163
Carlos Calderón,ram,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
Andrés,gk,4,0.00,2.00,0.25,0.00,0.00,58.27,55.211
D. Bonera,lb,15,0.00,2.00,0.67,0.33,0.40,21.84,50.619
Y. Bounou,gk,30,0.00,0.63,0.10,0.00,0.20,36.49,37.301
Adrián Diéguez,rb,6,0.00,1.00,3.17,1.83,0.17,15.77,56.351
Sergi Samper,lcm,2,0.00,0.50,4.50,0.50,1.50,13.71,58.109
Raúl Lizoáin,gk,11,0.00,0.82,0.18,0.00,0.45,30.75,38.829
Edu Expósito,lcm,3,0.33,0.67,1.67,0.67,1.67,27.33,54.683
Timor,rcm,17,0.00,0.47,1.41,0.59,0.47,14.48,40.269
S. Moore,lb,6,0.67,2.17,4.17,2.50,0.33,21.43,69.828
M. Olivera,rb,3,0.00,0.00,2.33,0.33,0.00,15.60,39.614
Imanol Sarriegi,lcm,3,0.00,0.00,0.33,0.33,0.00,12.02,30.000
Dani Raba,lam,21,0.52,1.05,9.52,1.86,1.10,14.78,74.516
A. Fernández,rcm,5,0.00,0.80,1.00,0.80,0.00,16.66,40.710
Jesús Vallejo,lcb,7,0.14,1.00,1.14,0.14,0.00,15.81,43.578
Mikel Rico,rcm,16,0.19,0.81,5.19,1.00,0.44,15.23,62.561
Oier,gk,26,0.00,0.88,0.15,0.00,0.50,38.86,42.354
E. Cabaco,lcb,14,0.00,0.93,0.71,0.29,0.29,19.69,40.315
Pau Torres,rb,2,0.00,0.00,0.00,0.00,0.00,10.49,30.000
Carles Gil,lam,10,0.40,0.70,6.80,2.40,0.60,14.52,68.898
M. El Id,cdm,2,0.00,0.00,1.00,1.00,1.00,11.66,34.065
Martín,lb,21,0.52,1.14,4.81,1.90,0.38,16.69,66.241
Adrián Marín,rb,3,0.67,1.67,2.33,3.67,0.00,15.66,64.580
Mario González,rs,2,0.00,0.50,1.50,0.50,0.00,23.15,42.246
Etxeita,lcb,5,0.40,1.00,0.20,1.00,0.00,17.03,44.759
Sergio Asenjo,gk,23,0.00,0.96,0.09,0.00,0.17,33.35,39.586
Dani Pacheco,ram,10,0.20,0.20,1.80,0.70,0.50,14.29,43.913
Julio Gracia,lam,2,0.00,0.50,1.00,0.00,0.00,65.70,50.175
Aitor Ruibal,rw,2,0.50,0.50,1.50,0.50,0.00,16.27,47.719
Ferrán Torres,lam,12,0.50,0.17,3.58,0.67,0.67,17.49,56.988
S. Lukić,cm,16,0.81,0.88,4.56,1.06,0.88,15.14,65.828
Ó. Duarte,rcb,13,0.08,1.23,0.69,0.46,0.31,21.97,45.736
Miquel,rb,20,0.15,1.15,1.55,0.60,0.25,16.44,49.480
José Arnáiz,rw,1,0.00,0.00,1.00,0.00,0.00,0.00,30.000
G. Peñalba,cm,7,0.00,0.29,3.57,0.29,0.43,13.69,50.208
F. Orellana,cam,17,0.76,0.59,15.06,2.41,0.88,12.78,80.111
M. Iturra,lcm,20,0.25,0.35,4.00,0.95,0.80,12.48,57.078
E. Martínez,gk,5,0.00,0.60,0.20,0.00,0.20,30.98,35.477
Diego Costa,rs,19,0.63,0.84,11.68,1.47,1.95,14.56,77.236
Laguardia,lb,17,0.06,1.53,0.29,0.65,0.47,20.49,46.344
Bueno,st,11,0.09,0.18,1.91,0.36,0.82,12.20,41.927
Rubén Castro,rs,10,0.40,0.30,1.70,0.40,0.40,22.81,48.404
One,rcb,1,0.00,2.00,1.00,0.00,1.00,11.53,50.380
Roger,st,17,0.18,0.24,5.65,0.94,0.82,10.78,61.127
R. Martínez,rs,8,0.00,0.38,4.25,0.25,0.25,14.87,53.730
Diego López,gk,10,0.00,1.00,0.00,0.00,0.00,21.92,34.177
E. Demirović,st,3,0.00,0.00,8.33,0.33,1.00,9.82,65.496
Erik Expósito,st,10,0.10,0.50,5.50,1.00,0.40,12.78,61.056
Jaime Sierra,cdm,2,0.00,0.00,0.00,0.00,0.00,4.77,30.000
Toño,gk,4,0.00,0.50,0.00,0.00,0.00,24.52,30.000
Jon Guridi,ram,4,0.00,0.25,1.25,0.25,0.25,10.52,32.442
R. Mazáň,rb,2,0.00,0.50,1.50,1.50,0.00,16.13,43.225
Yeray,lb,8,0.12,2.25,1.25,1.00,0.38,18.98,56.799
Andoni López,rb,1,0.00,2.00,3.00,3.00,0.00,19.75,62.929
Loren Morón,st,15,0.60,0.27,10.33,0.93,0.53,12.79,73.127
M. Layún,lb,20,1.00,0.80,3.40,2.45,1.30,16.07,66.167
O. Etebo,st,17,1.82,1.12,10.12,1.71,2.24,16.23,79.283
B. Ideye,rs,13,0.00,0.15,8.00,0.46,0.54,10.88,64.973
M. Aguirregaray,rb,15,0.73,1.33,6.87,2.33,0.73,16.38,72.303
I. Success,ls,9,1.00,0.11,13.89,2.11,1.11,11.15,78.924
J. Firpo,rb,14,0.71,1.14,4.36,2.86,0.86,15.42,67.711
Choco Lozano,st,14,0.50,0.64,4.57,0.93,1.07,16.33,63.241
Y. Mina,lcb,8,0.25,2.00,1.50,1.25,0.75,16.99,58.244
M. Flamini,lcm,8,0.12,0.12,1.62,0.38,0.50,9.86,37.932
M. Ndockyt,rcm,6,0.00,0.17,1.67,0.67,0.33,10.19,36.919
Eloi Amagat,ram,2,0.00,0.00,0.50,0.00,0.00,18.40,30.000
M. Lestienne,lcm,12,0.83,0.42,3.67,1.42,0.33,12.05,61.097
Rubén Rochina,lcm,6,0.50,0.33,4.50,0.83,0.33,16.93,60.567
I. Ezekiel,st,10,0.60,0.90,6.60,1.70,1.40,16.39,70.272
