Player,PrimaryPosition,Games,pass_acc,through_acc,freekick_acc,assists_pg,avg_pg,consistency,turnover_rate,Rating
D. Rolán,rw,26,0.818,0.444,0.222,0.154,22.192,0.874,0.182,80.31
Brais Méndez,lam,19,0.787,0.214,0.278,0.263,23.211,0.795,0.213,79.44
J. Montero,ram,4,0.650,0.000,0.400,0.000,5.000,0.714,0.350,77.30
David García,cb,10,0.837,0.000,1.000,0.000,43.500,0.871,0.163,81.47
H. Toledo,lw,15,0.733,0.000,0.333,0.200,11.467,0.754,0.267,76.55
Zubeldía,cm,25,0.908,0.444,0.286,0.000,36.120,0.778,0.092,83.54
De La Bella,rb,17,0.827,0.500,0.448,0.529,51.647,0.934,0.173,85.32
Andoni Gorosabel,lb,2,0.829,0.000,0.500,0.000,20.500,0.820,0.171,79.83
Jon Bautista,st,8,0.800,0.000,0.000,0.000,3.750,0.767,0.200,77.70
David Juncà,rb,14,0.756,0.100,0.485,0.143,36.000,0.886,0.244,79.71
R. Soriano,cam,21,0.806,0.154,0.444,0.143,23.333,0.844,0.194,79.64
G. Maripán,cb,18,0.823,0.143,0.000,0.000,24.222,0.709,0.177,78.75
Rubén Duarte,rb,24,0.716,0.091,0.524,0.208,29.333,0.835,0.284,77.76
Borja Herrera,rb,3,0.845,0.000,0.375,0.000,51.667,0.945,0.155,80.81
Raúl García,rb,18,0.724,0.000,0.379,0.056,26.167,0.693,0.276,76.53
M. Olunga,st,12,0.788,0.500,1.000,0.000,7.083,0.620,0.212,77.58
Ramalho,lb,26,0.845,0.167,0.625,0.077,32.769,0.917,0.155,82.08
M. Moreno,st,1,1.000,0.000,0.000,0.000,1.000,1.000,0.000,80.22
Nano,st,9,0.635,0.000,0.000,0.000,5.778,0.722,0.365,74.60
Rafa Navarro,lb,3,0.932,0.000,0.667,0.000,24.333,0.918,0.068,80.75
Rubén Blanco,gk,22,0.786,0.167,0.000,0.000,26.364,0.843,0.214,78.34
Jaume,gk,5,0.884,0.000,0.000,0.000,17.200,0.889,0.116,80.08
Rubén Pardo,rcm,6,0.814,0.500,0.000,0.000,21.500,0.868,0.186,79.65
A. Hakimi,lb,12,0.831,0.250,0.300,0.083,44.333,0.892,0.169,81.82
Sergio Sánchez,lb,2,0.667,0.000,0.000,0.000,13.500,0.893,0.333,78.85
Miguel Torres,rb,8,0.862,0.000,0.500,0.000,32.500,0.888,0.138,80.85
A. Peñaranda,st,13,0.811,1.000,0.000,0.000,17.077,0.886,0.189,79.57
Luna,rb,23,0.721,0.148,0.436,0.261,33.304,0.863,0.279,78.78
A. Katai,lcm,3,0.800,0.000,0.000,0.000,3.333,0.673,0.200,78.84
Lombán,cb,13,0.870,0.000,0.000,0.000,31.846,0.916,0.130,81.11
R. Guerra,lcm,4,0.781,0.000,0.000,0.250,8.000,0.639,0.219,78.85
Gerard Valentín,lb,3,0.778,0.000,0.000,0.000,12.000,0.857,0.222,79.10
M. Lacen,rcm,19,0.868,0.000,0.500,0.158,25.211,0.861,0.132,81.55
J. Campbell,lw,8,0.865,0.571,0.500,0.000,15.750,0.872,0.135,80.33
Albentosa,cb,20,0.837,0.167,0.250,0.050,36.100,0.905,0.163,81.50
F. Uzoho,gk,5,0.746,0.000,0.000,0.000,11.800,0.937,0.254,78.37
E. Cecchini,lcm,2,0.938,0.000,0.000,0.000,8.000,0.000,0.062,79.50
Carlos Calderón,ram,1,1.000,0.000,0.000,0.000,1.000,1.000,0.000,80.22
Andrés,gk,4,0.680,0.000,0.000,0.000,12.500,0.670,0.320,77.69
D. Bonera,lb,15,0.881,0.333,0.000,0.000,35.933,0.928,0.119,82.27
Y. Bounou,gk,30,0.786,0.000,0.000,0.000,15.433,0.870,0.214,76.62
Adrián Diéguez,rb,6,0.821,0.000,1.000,0.000,22.333,0.854,0.179,79.78
Sergi Samper,lcm,2,0.850,0.000,0.000,0.000,40.000,0.933,0.150,80.32
Raúl Lizoáin,gk,11,0.904,0.000,0.000,0.000,20.909,0.916,0.096,80.91
Edu Expósito,lcm,3,0.922,0.000,1.000,0.000,17.000,0.815,0.078,80.44
Timor,rcm,17,0.830,0.167,0.000,0.000,26.000,0.854,0.170,79.70
S. Moore,lb,6,0.758,0.000,0.500,0.167,29.667,0.902,0.242,79.59
Imanol Sarriegi,cam,3,0.880,0.000,0.000,0.000,8.333,0.883,0.120,79.78
Dani Raba,lam,21,0.787,0.235,0.500,0.286,21.667,0.872,0.213,79.87
A. Fernández,rcm,5,0.829,0.000,0.000,0.000,14.000,0.879,0.171,79.31
Jesús Vallejo,cb,7,0.897,0.000,0.000,0.000,49.714,0.962,0.103,82.17
Mikel Rico,rcm,16,0.827,0.000,0.333,0.125,33.562,0.888,0.173,80.97
Oier,gk,26,0.756,0.000,0.000,0.000,13.846,0.835,0.244,75.49
E. Cabaco,lb,13,0.785,0.000,0.000,0.000,22.231,0.660,0.215,77.65
Pau Torres,rb,2,0.621,0.000,0.000,0.000,14.500,0.813,0.379,78.57
Carles Gil,lam,10,0.888,1.000,0.000,0.000,20.600,0.894,0.112,81.36
M. El Id,cdm,2,0.794,0.000,0.000,0.000,17.000,0.793,0.206,79.50
Martín,lb,21,0.727,0.000,0.379,0.190,31.381,0.896,0.273,78.36
Bruno,cb,17,0.710,0.000,0.000,0.000,19.294,0.766,0.290,75.41
M. Olivera,rb,2,0.542,0.000,1.000,0.500,12.000,0.939,0.458,78.77
Adrián Marín,rb,3,0.849,0.667,0.000,0.000,31.000,0.932,0.151,80.44
Mario González,st,2,0.400,0.000,0.000,0.000,2.500,0.000,0.600,76.62
Etxeita,cb,5,0.851,0.000,0.000,0.000,32.200,0.930,0.149,80.39
Sergio Asenjo,gk,23,0.817,0.000,0.000,0.000,14.522,0.847,0.183,77.73
Dani Pacheco,ram,10,0.692,0.250,0.375,0.400,9.100,0.725,0.308,77.19
Julio Gracia,lcm,2,0.857,0.000,0.000,0.000,10.500,1.000,0.143,79.86
Aitor Ruibal,rw,2,1.000,0.000,0.000,0.000,2.000,1.000,0.000,80.44
Ferrán Torres,lam,12,0.673,0.500,0.286,0.167,8.917,0.586,0.327,75.37
S. Lukić,cdm,16,0.858,0.400,0.500,0.125,20.250,0.673,0.142,80.37
Ó. Duarte,cb,13,0.838,0.000,1.000,0.077,39.462,0.900,0.162,81.82
Miquel,rb,20,0.772,0.111,0.000,0.000,33.500,0.827,0.228,78.59
José Arnáiz,rw,1,0.667,0.000,0.000,0.000,3.000,1.000,0.333,79.34
G. Peñalba,cdm,7,0.878,0.000,1.000,0.000,49.000,0.954,0.122,82.21
F. Orellana,cam,17,0.724,0.400,0.385,0.235,27.882,0.880,0.276,78.75
M. Iturra,lcm,20,0.839,0.538,0.429,0.200,28.650,0.883,0.161,82.07
E. Martínez,gk,5,0.787,0.000,0.000,0.000,15.000,0.802,0.213,78.75
Diego Costa,rw,19,0.811,0.364,0.500,0.158,18.632,0.875,0.189,79.82
Laguardia,lb,17,0.813,0.444,0.000,0.059,30.176,0.901,0.187,80.40
Bueno,rw,11,0.800,0.500,0.500,0.091,8.636,0.828,0.200,78.70
Rubén Castro,rw,10,0.889,1.000,1.000,0.100,5.400,0.619,0.111,80.40
One,cb,1,0.826,0.000,0.000,0.000,23.000,1.000,0.174,79.96
Roger,st,16,0.718,0.222,0.286,0.188,11.312,0.627,0.282,75.78
R. Martínez,st,7,0.780,0.000,0.000,0.000,8.429,0.834,0.220,78.00
Diego López,gk,10,0.812,0.000,0.000,0.000,13.300,0.869,0.188,78.46
E. Demirović,st,3,0.652,0.000,0.000,0.000,7.667,0.056,0.348,77.22
Erik Expósito,st,10,0.727,0.500,0.500,0.000,7.700,0.698,0.273,76.71
Jaime Sierra,cdm,2,0.600,0.000,0.000,0.000,2.500,0.000,0.400,77.66
Toño,gk,4,0.832,0.000,0.000,0.000,25.250,0.986,0.168,79.98
Jon Guridi,ram,4,0.952,0.000,0.000,0.000,5.250,0.935,0.048,80.37
R. Mazáň,rb,2,0.893,0.000,0.667,0.000,37.500,0.890,0.107,80.55
Yeray,lb,8,0.852,0.000,0.000,0.000,51.500,0.940,0.148,81.72
Andoni López,rb,1,0.781,0.000,0.000,0.000,32.000,1.000,0.219,79.93
Loren Morón,st,15,0.713,0.308,0.000,0.333,11.600,0.796,0.287,76.91
M. Layún,lb,20,0.782,0.556,0.424,0.250,32.150,0.885,0.218,81.07
B. Ideye,st,12,0.756,0.500,0.000,0.083,11.250,0.850,0.244,77.65
M. Aguirregaray,cb,15,0.799,0.312,0.571,0.133,36.133,0.899,0.201,81.05
O. Etebo,rw,17,0.882,0.091,0.333,0.118,43.412,0.945,0.118,83.65
I. Success,lw,9,0.669,0.182,0.500,0.444,14.444,0.787,0.331,77.60
J. Firpo,rb,14,0.857,0.000,0.000,0.214,39.929,0.917,0.143,82.38
Choco Lozano,st,14,0.738,0.286,0.400,0.143,7.357,0.769,0.262,76.65
Y. Mina,cb,8,0.934,0.500,0.000,0.125,47.250,0.950,0.066,83.54
M. Flamini,lcm,8,0.775,0.200,0.667,0.000,17.250,0.587,0.225,78.10
M. Ndockyt,ram,5,0.682,0.000,0.000,0.000,4.400,0.686,0.318,76.94
Eloi Amagat,ram,2,0.857,0.000,0.000,0.000,3.500,0.871,0.143,79.63
M. Lestienne,lam,12,0.714,0.000,0.438,0.083,18.667,0.785,0.286,76.88
Rubén Rochina,lam,5,0.790,0.333,0.000,0.000,16.200,0.422,0.210,78.41
I. Ezekiel,st,10,0.800,0.500,0.375,0.000,12.000,0.608,0.200,78.08
S. Muntari,rcm,8,0.709,0.143,0.167,0.125,18.500,0.863,0.291,77.82
Pedro León,lam,12,0.673,0.000,0.385,0.083,26.500,0.837,0.327,76.72
Mozo,rcm,1,0.857,0.000,0.000,0.000,14.000,1.000,0.143,79.96
Moyà,gk,9,0.907,1.000,0.000,0.000,27.333,0.915,0.093,82.07
Guilherme Arana,rb,3,0.830,0.000,0.000,0.000,33.333,0.875,0.170,80.07
M. Koval,gk,2,0.833,0.000,0.000,0.000,12.000,0.882,0.167,79.68
Hugo Duro,rw,2,1.000,0.000,0.000,0.000,3.500,1.000,0.000,80.46
Carlos Isaac,lb,1,0.794,0.000,0.000,0.000,34.000,1.000,0.206,79.98
Toni Moya,lcm,1,1.000,0.000,0.000,0.000,1.000,1.000,0.000,80.22
Dani Giménez,gk,4,0.821,1.000,0.000,0.000,19.500,0.864,0.179,79.96
K. Soni,cam,2,0.750,0.000,0.000,0.000,2.000,0.529,0.250,78.80
A. Abeid,rb,1,0.759,0.000,0.333,2.000,29.000,1.000,0.241,80.76
Iván Rodríguez,lb,1,0.917,0.000,0.000,0.000,12.000,1.000,0.083,80.10
Sergio Arribas,rcm,1,0.800,0.000,0.000,0.000,10.000,1.000,0.200,79.77
Carlos Fernández,st,2,0.839,0.000,0.000,0.500,15.500,0.973,0.161,80.27
Barri,cm,2,0.714,0.000,0.000,0.000,7.000,0.951,0.286,79.02
J. Cillessen,gk,1,0.737,0.000,0.000,0.000,19.000,1.000,0.263,79.68
Pedro López,gk,5,0.891,0.000,0.000,0.000,23.800,0.924,0.109,80.49
Yoel,gk,1,0.619,0.000,0.000,0.000,21.000,1.000,0.381,79.38
Antonio Sivera,gk,1,0.750,0.000,0.000,0.000,8.000,1.000,0.250,79.61
A. Werner,gk,1,0.700,1.000,0.000,0.000,10.000,1.000,0.300,79.62
Alberto Redondo,lb,1,0.545,0.000,0.500,0.000,22.000,1.000,0.455,79.23
David Alba,rb,1,0.700,0.000,0.000,0.000,10.000,1.000,0.300,79.49
Miguel,rb,1,0.333,0.000,0.000,0.000,6.000,1.000,0.667,78.46
A. Sané,lam,1,0.833,0.000,0.000,0.000,12.000,1.000,0.167,79.88
N. Champagne,gk,2,0.741,0.000,0.000,0.000,13.500,0.827,0.259,79.19
Fahad Al Muwallad,lw,5,0.724,0.000,0.000,0.000,5.800,0.821,0.276,77.70
Asier Riesgo,gk,1,0.615,0.000,0.000,0.000,13.000,1.000,0.385,79.30
Víctor López,lb,1,0.471,0.000,0.000,1.000,17.000,1.000,0.529,79.39
Alberto López,rb,1,0.667,0.000,0.000,0.000,15.000,1.000,0.333,79.45
Mujaid Sadick,lb,2,0.857,0.000,0.000,0.000,21.000,0.923,0.143,80.00
Carlos Martínez,lb,1,1.000,0.000,0.000,0.000,3.000,1.000,0.000,80.24
Koke,gk,1,0.643,0.000,0.000,0.000,14.000,1.000,0.357,79.38
Dani Molina,ram,1,0.667,0.000,0.000,0.000,3.000,1.000,0.333,79.34
Lara,ram,1,0.750,0.000,0.000,0.000,4.000,1.000,0.250,79.57
Alex Robles,lb,1,0.792,0.000,0.000,0.000,24.000,1.000,0.208,79.88
Juan Cruz,lw,1,1.000,0.000,0.000,0.000,3.000,1.000,0.000,80.24
Serantes,gk,1,0.471,0.000,0.000,0.000,17.000,1.000,0.529,78.94
L. Zidane,gk,1,1.000,0.000,0.000,0.000,23.000,1.000,0.000,80.43
Salem Al Dawsari,ram,4,0.884,0.000,0.000,0.500,47.250,0.963,0.116,81.98
Mohammad Al Sahlawi,rw,2,1.000,0.000,0.000,0.000,4.500,1.000,0.000,80.48
Abdullah Otayf,cm,3,0.914,0.500,0.000,0.000,85.667,0.983,0.086,82.38
Salman Al Faraj,rcm,3,0.884,0.500,0.000,0.667,83.333,0.938,0.116,82.87
Yasir Al Shahrani,rb,3,0.846,0.250,0.400,0.667,58.333,0.922,0.154,81.89
Taisir Al Jassim,lcm,2,0.923,0.000,0.000,0.000,32.500,0.971,0.077,80.58
I. Kutepov,lb,5,0.779,0.000,1.000,0.000,30.800,0.952,0.221,79.84
Mário Fernandes,lb,5,0.813,0.000,0.333,0.200,37.400,0.924,0.187,80.63
R. Zobnin,cm,5,0.753,0.000,0.333,0.200,36.400,0.852,0.247,79.79
Omar Hawsawi,rb,1,0.836,0.000,0.000,0.000,55.000,1.000,0.164,80.30
Y. Zhirkov,rcm,3,0.693,0.500,0.000,0.000,25.000,0.891,0.307,79.03
Abdullah Al Mayouf,gk,1,0.917,0.000,0.000,0.000,24.000,1.000,0.083,80.22
Yahya Al Shehri,lam,2,0.909,0.000,0.000,0.000,27.500,0.891,0.091,80.36
Y. Gazinskiy,cm,4,0.838,0.500,0.500,0.000,29.250,0.991,0.162,80.52
Mohammed Al Burayk,lb,3,0.843,0.000,0.250,0.000,72.000,0.948,0.157,81.32
Osama Hawsawi,lb,3,0.926,0.000,0.000,0.000,40.667,0.960,0.074,81.07
A. Dzagoev,cam,2,0.733,0.000,0.000,0.000,7.500,0.703,0.267,78.95
D. Kuzyaev,lcm,5,0.868,0.000,0.000,0.000,18.200,0.918,0.132,79.99
Hattan Bahbir,lam,3,0.800,0.000,0.000,0.000,21.667,0.904,0.200,79.57
Muhannad Asiri,rw,2,0.333,0.000,0.000,0.000,1.500,0.000,0.667,76.26
Mohamed Abdel-Shafi,rb,3,0.837,0.000,0.600,0.000,49.000,0.980,0.163,80.76
G. De Arrascaeta,ram,2,0.864,0.000,0.333,0.000,22.000,0.892,0.136,80.07
N. Nández,lam,5,0.832,0.667,0.667,0.000,23.800,0.940,0.168,80.39
G. Varela,lb,2,0.938,0.000,0.000,0.000,48.500,0.979,0.062,80.96
Ali Gabr,lb,3,0.902,0.000,1.000,0.000,27.333,0.969,0.098,80.73
Abdallah Said,cam,3,0.800,0.429,0.000,0.000,45.000,0.880,0.200,80.31
Amr Warda,lam,3,0.667,0.000,0.167,0.000,19.000,0.945,0.333,78.58
Tarek Hamed,rcm,3,0.839,0.000,0.000,0.000,45.667,0.973,0.161,80.57
Trézéguet,ram,3,0.786,1.000,0.333,0.333,28.000,0.893,0.214,80.44
Marwan Mohsen,st,3,0.618,0.000,0.000,0.000,11.333,0.879,0.382,77.92
Mohamed El Shenawy,gk,2,0.773,0.000,0.000,0.000,11.000,0.877,0.227,79.34
Ahmed Fathy,lb,3,0.835,0.000,0.444,0.667,44.333,0.951,0.165,81.38
F. Muslera,gk,5,0.895,0.000,0.000,0.000,15.200,0.910,0.105,80.16
S. Morsy,rcm,1,1.000,0.000,0.000,0.000,24.000,1.000,0.000,80.44
C. Rodríguez,ram,5,0.716,0.250,0.500,0.000,16.200,0.893,0.284,78.42
C. Sánchez,lam,3,0.726,0.000,0.250,0.333,20.667,0.870,0.274,79.42
Mahmoud Kahraba,cam,3,0.737,0.000,0.000,0.000,6.333,0.799,0.263,78.58
F. Kudryashov,rb,4,0.857,0.000,0.000,0.000,22.750,0.906,0.143,80.03
Ali Al Bulayhi,rb,1,0.829,0.000,0.000,0.000,41.000,1.000,0.171,80.15
Mohammed Al Owais,gk,1,0.765,0.000,0.000,0.000,17.000,1.000,0.235,79.74
Hussain Al Mogahwi,lam,2,0.955,0.000,0.500,0.000,55.000,0.986,0.045,81.24
Mohammed Kanno,lam,1,0.833,0.000,0.000,0.000,6.000,1.000,0.167,79.82
Al. Miranchuk,rcm,1,0.684,0.000,0.000,0.000,19.000,1.000,0.316,79.54
S. Coates,lb,1,0.951,0.000,0.000,0.000,61.000,1.000,0.049,80.67
Essam El Hadary,gk,1,0.778,0.000,0.000,0.000,9.000,1.000,0.222,79.70
Motaz Hawsawi,rb,1,0.897,0.000,0.000,0.000,29.000,1.000,0.103,80.21
Yasser Al Mosailem,gk,1,0.889,0.000,0.000,0.000,9.000,1.000,0.111,80.00
Bruno Fernandes,ram,2,0.727,1.000,0.000,0.000,16.500,0.978,0.273,79.52
A. El Kaabi,st,2,0.800,0.000,0.000,0.000,2.500,0.717,0.200,79.21
R. Saïss,rcm,2,0.910,0.000,0.000,0.000,44.500,0.995,0.090,80.76
M. Boussoufa,cm,3,0.876,0.000,0.800,0.333,40.333,0.950,0.124,81.24
A. Jahanbakhsh,lw,3,0.651,0.000,0.000,0.000,14.333,0.963,0.349,78.33
Munir,gk,3,0.850,0.000,0.000,0.000,13.333,0.888,0.150,79.70
K. El Ahmadi,cm,3,0.905,0.000,0.000,0.000,35.000,0.921,0.095,80.72
H. Ziyech,cam,3,0.817,0.286,0.000,0.000,34.667,0.989,0.183,80.23
Y. Belhanda,lcm,3,0.821,0.000,1.000,0.333,35.333,0.881,0.179,80.66
E. Hajsafi,rb,3,0.744,0.667,0.000,0.000,14.333,0.646,0.256,78.92
K. Ansarifard,rw,3,0.613,0.000,0.000,0.000,10.333,0.880,0.387,77.86
M. Shojaei,lam,1,0.643,0.000,0.000,0.000,14.000,1.000,0.357,79.38
R. Rezaeian,lb,3,0.662,0.000,0.714,0.000,21.667,0.819,0.338,78.59
A. Beiranvand,gk,3,0.720,0.000,0.000,0.000,8.333,0.742,0.280,78.45
R. Cheshmi,cb,1,0.917,0.000,0.000,0.000,12.000,1.000,0.083,80.10
S. Azmoun,rw,3,0.652,0.400,0.000,0.000,15.333,0.810,0.348,78.35
M. Pouraliganji,lb,3,0.830,0.000,0.000,0.000,17.667,0.835,0.170,79.61
V. Amiri,rcm,3,0.719,1.000,0.667,0.667,19.000,0.883,0.281,80.18
O. Ebrahimi,lcm,3,0.892,0.000,1.000,0.333,21.667,0.923,0.108,80.87
M. Taremi,lw,3,0.730,0.000,1.000,0.000,12.333,0.774,0.270,78.85
S. Amrabat,lam,1,1.000,0.000,1.000,0.000,5.000,1.000,0.000,80.33
M. da Costa,cb,3,0.785,0.000,0.000,0.000,26.333,0.925,0.215,79.60
M. Hosseini,rb,3,0.846,0.000,0.000,0.000,13.000,0.875,0.154,79.65
A. Bouhaddouz,st,2,1.000,0.000,0.000,0.000,1.000,1.000,0.000,80.42
S. Ghoddos,rw,2,1.000,0.000,0.000,0.000,1.000,1.000,0.000,80.42
K. Boutaïb,rw,2,0.864,0.000,0.000,0.000,11.000,0.830,0.136,79.78
N. Dirar,lcm,2,0.908,0.000,1.000,1.000,38.000,0.962,0.092,81.59
Gelson Martins,lw,1,0.889,0.000,0.000,0.000,9.000,1.000,0.111,80.00
M. Carcela-González,ram,1,0.625,0.000,0.000,0.000,8.000,1.000,0.375,79.27
S. Ezatolahi,cdm,2,0.780,0.000,0.000,0.000,20.500,0.996,0.220,79.64
M. Mohammadi,rb,2,0.500,0.000,0.000,0.000,7.000,1.000,0.500,77.95
A. Nabbout,lw,2,0.929,0.000,0.000,0.000,7.000,0.933,0.071,80.11
T. Sainsbury,lb,3,0.910,0.000,1.000,0.000,62.667,0.905,0.090,81.66
M. Milligan,rcm,3,0.946,0.000,0.000,0.000,80.667,0.971,0.054,82.29
M. Jedinak,lcm,3,0.866,0.000,1.000,0.000,54.667,0.915,0.134,81.13
J. Risdon,lb,3,0.689,0.000,0.000,0.000,44.000,0.837,0.311,79.27
A. Behich,rb,3,0.821,0.000,0.500,0.000,54.000,0.938,0.179,80.71
T. Rogić,cam,3,0.895,0.333,1.000,0.000,19.000,0.886,0.105,80.48
R. Kruse,rw,3,0.750,0.000,0.000,0.000,17.333,0.889,0.250,79.07
T. Jurić,lw,3,0.588,0.000,0.000,0.000,5.667,0.782,0.412,77.45
J. Irvine,lam,3,0.533,0.000,1.000,0.333,5.000,0.670,0.467,77.50
D. Arzani,ram,3,0.800,0.000,0.500,0.333,6.667,0.874,0.200,79.64
Y. Yotún,rcm,3,0.859,0.000,0.000,0.000,42.667,0.975,0.141,80.64
É. Flores,rcm,3,0.788,0.000,0.500,0.000,33.000,0.892,0.212,79.86
J. Farfán,rw,2,0.833,0.000,0.000,0.000,15.000,0.962,0.167,79.79
W. Kvist,lcm,1,0.895,0.000,0.000,0.000,19.000,1.000,0.105,80.11
M. Trauco,rb,3,0.828,0.400,0.600,0.000,56.333,0.942,0.172,80.99
C. Cueva,ram,3,0.815,0.400,0.333,0.667,43.333,0.933,0.185,81.31
L. Advíncula,lb,3,0.866,0.000,0.000,0.000,42.333,0.990,0.134,80.70
R. Tapia,cdm,2,0.771,0.000,0.000,0.000,24.000,0.972,0.229,79.64
C. Ramos,lb,3,0.867,0.000,0.000,0.000,37.667,0.939,0.133,80.53
A. Rodríguez,cb,2,0.963,0.000,0.000,0.000,27.000,0.996,0.037,80.71
N. Jørgensen,st,3,0.646,0.000,0.000,0.667,16.000,0.650,0.354,78.83
H. Dalsgaard,lb,4,0.784,0.500,0.400,0.250,33.500,0.850,0.216,80.34
P. Gallese,gk,3,0.816,0.000,0.000,0.000,12.667,0.890,0.184,79.43
L. Schöne,lcm,3,0.900,0.000,0.500,0.000,40.000,0.905,0.100,80.89
P. Guerrero,rw,3,0.707,0.000,1.000,0.000,13.667,0.748,0.293,78.69
P. Aquino,cdm,3,0.898,1.000,1.000,0.000,32.667,0.916,0.102,81.14
R. Ruidíaz,lw,2,1.000,0.000,0.000,0.000,1.500,1.000,0.000,80.43
A. Santamaría,rb,2,0.961,0.000,0.000,0.000,38.500,0.975,0.039,80.89
K. Dolberg,lw,1,0.667,0.000,0.000,0.000,6.000,1.000,0.333,79.37
T. Cahill,st,1,0.750,0.000,0.000,0.000,4.000,1.000,0.250,79.57
P. Hurtado,lcm,1,0.833,0.000,0.000,0.000,18.000,1.000,0.167,79.93
W. Cartagena,cdm,1,0.750,0.000,0.000,0.000,4.000,1.000,0.250,79.57
N. Tagliafico,rb,4,0.862,0.000,0.000,0.250,48.750,0.914,0.138,81.36
E. Salvio,lam,2,0.839,0.000,0.000,0.000,46.500,0.984,0.161,80.42
M. Meza,cam,4,0.840,0.000,1.000,0.000,25.000,0.934,0.160,80.22
H. Magnússon,rb,3,0.552,0.000,0.000,0.000,22.333,0.618,0.448,77.45
C. Pavón,lw,4,0.683,0.000,0.200,0.000,15.750,0.810,0.317,78.06
R. Gíslason,lw,2,0.750,0.000,1.000,0.500,14.000,0.770,0.250,79.76
B. Sigurðarson,lw,3,0.769,0.000,0.000,0.000,4.333,0.753,0.231,78.72
J. Obi Mikel,cm,3,0.851,0.333,0.500,0.333,47.000,0.983,0.149,81.33
W. Troost-Ekong,cb,3,0.879,1.000,0.000,0.000,33.000,0.979,0.121,80.88
A. Shehu,lb,1,0.943,0.000,0.000,0.000,35.000,1.000,0.057,80.39
B. Idowu,rb,3,0.803,0.000,0.667,0.333,25.333,0.879,0.197,80.20
O. Ighalo,lw,3,0.833,0.000,0.000,0.000,4.000,0.818,0.167,79.26
A. Musa,rw,3,0.712,0.000,0.500,0.333,17.333,0.750,0.288,79.14
E. Pérez,lam,3,0.947,0.667,0.000,0.333,37.667,0.952,0.053,81.78
M. Acuña,ram,1,0.588,0.000,0.000,0.000,34.000,1.000,0.412,79.43
K. Omeruo,rb,2,0.766,0.000,0.000,0.000,32.000,0.962,0.234,79.75
T. Ebuehi,rb,1,0.955,0.000,0.000,0.000,22.000,1.000,0.045,80.30
F. Armani,gk,2,0.758,0.000,0.000,0.000,16.500,0.928,0.242,79.40
D. Ćaleta-Car,rb,1,0.917,0.000,0.000,0.000,36.000,1.000,0.083,80.33
L. Kalinić,gk,1,0.727,0.000,0.000,0.000,11.000,1.000,0.273,79.58
J. Pivarić,rb,4,0.809,0.000,0.000,0.500,34.000,0.862,0.191,80.68
F. Bradarić,cm,1,1.000,0.000,0.000,0.000,11.000,1.000,0.000,80.32
A. Gudmundsson,st,1,0.000,0.000,0.000,0.000,2.000,1.000,1.000,77.52
Renato Augusto,ram,3,0.886,1.000,0.000,0.000,14.667,0.899,0.114,80.37
B. Ivanović,lb,2,0.791,0.000,0.714,1.500,33.500,0.942,0.209,81.28
J. Venegas,cam,2,0.732,0.250,0.000,0.000,20.500,0.940,0.268,79.41
F. Calvo,rb,2,0.791,0.000,0.000,0.000,21.500,0.959,0.209,79.69
D. Guzmán,rcm,3,0.836,0.000,0.667,0.333,36.667,0.923,0.164,80.79
B. Ruiz,cm,3,0.810,0.400,0.000,0.333,40.333,0.933,0.190,80.72
C. Gamboa,lb,3,0.783,1.000,0.667,0.333,27.667,0.857,0.217,80.44
V. Stojković,gk,3,0.889,0.000,0.000,0.000,15.000,0.917,0.111,80.06
D. Tošić,rb,2,0.878,0.500,0.000,0.000,41.000,0.990,0.122,80.65
J. Acosta,cb,3,0.882,0.000,0.000,0.000,22.667,0.917,0.118,80.22
M. Ureña,st,2,0.684,0.000,0.000,0.000,9.500,0.787,0.316,78.79
C. Bolaños,lam,2,0.806,1.000,0.500,0.000,15.500,0.587,0.194,79.70
D. Colindres,rw,2,0.545,0.500,0.333,0.500,16.500,0.529,0.455,78.61
A. Prijović,rw,1,1.000,0.000,0.000,0.000,2.000,1.000,0.000,80.23
B. Oviedo,rb,2,0.782,0.000,0.500,0.500,27.500,0.999,0.218,80.28
Fágner,lb,4,0.877,0.000,0.667,0.500,51.000,0.919,0.123,82.15
Y. Tejeda,rcm,1,0.600,0.000,0.000,0.000,5.000,1.000,0.400,79.18
M. Gavranović,st,2,0.750,0.000,0.000,0.000,8.000,0.877,0.250,79.17
N. Radonjić,ram,2,0.727,0.000,0.000,0.000,5.500,0.693,0.273,78.87
A. Živković,lam,1,0.769,0.000,0.500,0.000,13.000,1.000,0.231,79.75
K. Waston,rb,1,0.923,0.000,0.000,0.000,39.000,1.000,0.077,80.38
R. Wallace,ram,1,0.750,0.000,0.000,0.000,4.000,1.000,0.250,79.57
R. Azofeifa,rcm,1,0.500,0.000,0.000,0.000,2.000,1.000,0.500,78.88
I. Smith,lb,1,1.000,0.000,0.000,0.000,1.000,1.000,0.000,80.22
H. Herrera,cam,4,0.865,0.000,0.750,0.000,50.000,0.976,0.135,81.30
J. Gallardo,rcm,4,0.879,0.000,0.500,0.250,35.000,0.878,0.121,81.13
H. Ayala,cb,2,0.879,0.000,0.000,0.000,33.000,0.996,0.121,80.38
G. Ochoa,gk,4,0.844,0.000,0.000,0.000,16.000,0.914,0.156,79.68
H. Lozano,rw,4,0.818,0.333,0.000,0.250,22.000,0.902,0.182,80.17
E. Álvarez,lb,4,0.875,0.000,0.000,0.000,36.000,0.912,0.125,80.66
