playerId,name,category,best_fit_role,raw_best_fit_role
26046,L. Bonnefoi,gk,gk,lcb
20459,L. Bonucci,df,lcb,cdm
334817,L. Boyé,fw,rs,ram
77550,L. Britton,md,cm,cm
26869,L. Butelle,gk,gk,cb
282194,L. Bénes,md,cm,cm
3885,L. Cabrera,df,rb,rb
20704,L. Caldirola,df,rb,rb
20555,L. Cana,df,lcb,cdm
134429,L. Capezzi,md,cm,cm
26084,L. Carole,df,rb,rcm
86301,L. Castro,md,lcm,lcm
21639,L. Ceppitelli,df,lcb,cdm
86319,L. Chichizola,gk,gk,cb
20850,L. Cigarini,md,cm,cm
38075,L. Ciman,df,lb,lam
302518,L. Cook,md,cm,cm
366760,L. Coulibaly,md,lcm,lcm
20526,L. Crisetig,md,rcm,rcm
472938,L. Crosta,gk,gk,lcb
20927,L. De Silvestri,df,lb,lcm
26314,L. Deaux,md,cm,cm
21678,L. Del Pinto,md,cm,cm
134702,L. Dendoncker,md,cdm,lb
38377,L. Depoitre,fw,st,cam
3315,L. Diarra,md,cm,cm
25701,L. Digne,df,rb,ram
285727,L. Dimata,fw,st,cam
217878,L. Diony,fw,st,cam
242446,L. Dubois,df,lb,lcm
9097,L. Dunk,df,rb,rb
262,L. Fer,md,lcm,lcm
426704,L. Fournier,md,lam,lam
238832,L. Garritano,md,rcm,rcm
26022,L. Gassama,df,lb,lb
134387,L. Goretzka,md,lcm,lcm
470517,L. Goudiaby,md,lcm,lcm
8935,L. Grant,gk,gk,lcb
279545,L. Hernández,df,rb,rcm
65124,L. Hinterseer,fw,lw,lam
14864,L. Holtby,md,cm,cm
55951,L. Hradecky,gk,gk,cb
271990,L. Höler,fw,ls,cam
21385,L. Insigne,fw,rw,ram
258264,L. Jović,fw,st,cam
69353,L. Kalinić,gk,gk,cdm
15175,L. Karius,gk,gk,cb
74943,L. Kleinheisler,md,cam,cam
258252,L. Klostermann,df,lb,lcm
272338,L. Klünter,df,lb,lam
7855,L. Koscielny,df,lcb,cdm
82266,L. Krejčí,fw,rw,ram
134540,L. Kurzawa,df,rb,ram
18670,L. Kübler,df,lb,lcm
134951,L. Lacroix,df,rcb,cdm
56441,L. Lerager,md,lcm,lcm
531655,L. Lumeka,fw,rw,ram
86785,L. López,df,lcb,cdm
433100,L. Mai,df,lcb,cdm
448215,L. Maina,md,cam,cam
292310,L. Mazzitelli,md,lcm,lcm
22323,L. Memushaj,md,cm,cm
3359,L. Messi,fw,ls,cam
127537,L. Milivojević,md,cm,cm
8287,L. Modrić,md,lcm,lcm
22864,L. Mora,md,ram,ram
366546,L. Mothiba,fw,st,cam
245813,L. Mousset,fw,st,cam
20764,L. Muriel,fw,rs,cam
179,L. Narsingh,md,lam,lam
353241,L. Nmecha,fw,st,st
86338,L. Ocampos,fw,rw,ram
131862,L. Ovalle,df,rb,rb
22933,L. Pavoletti,fw,st,cam
328333,L. Pellegrini,md,lam,lam
25864,L. Perrin,df,rcb,cdm
256706,L. Phiri,md,cm,cm
15291,L. Podolski,fw,rw,rw
26068,L. Puyo,md,cm,cm
20655,L. Rigoni,md,lcm,lcm
23386,L. Rizzo,md,ram,ram
9622,L. Rosenior,df,lb,lcm
20776,L. Rossettini,df,lcb,cdm
15942,L. Rupp,md,cm,cm
25577,L. Rémy,fw,rs,ram
25589,L. Sané,df,lcb,cdm
245364,L. Sané,md,ram,ram
405,L. Schöne,md,lcm,lcm
22817,L. Sepe,gk,gk,cb
8135,L. Shaw,df,rb,ram
360778,L. Sparandeo,df,rb,rb
190167,L. Spinazzola,md,ram,ram
15051,L. Stindl,fw,st,cam
256854,L. Suárez,md,ram,rw
7972,L. Suárez,fw,rs,cam
83752,L. Sânmărtean,md,cam,cam
399564,L. Sørensen,md,cdm,cdm
114864,L. Tejada,fw,rs,rs
21006,L. Tonelli,df,rcb,cdm
333571,L. Torreira,md,cm,cm
342743,L. Tousart,md,cm,cm
101795,L. Traoré,fw,st,cam
4255,L. Ulloa,fw,st,cam
284960,L. Venuti,df,lcb,cdm
262384,L. Vido,fw,st,cam
86307,L. Vietto,fw,st,cam
258254,L. Waldschmidt,fw,st,cam
352985,L. Zidane,gk,gk,lcb
223560,L. Öztunali,md,lam,lam
350569,L. Šimić,df,lcb,cdm
4358,Laguardia,df,lb,lb
472489,Lara,md,ram,ram
40538,Leandro Castán,df,rb,rb
8049,Lee Chung-Yong,md,cam,cam
403546,Lee Seung-Woo,fw,rs,ram
230862,Lekue,df,lb,lam
4180,Lombán,df,rcb,cdm
364820,Loren Morón,fw,st,cam
7965,Lucas Leiva,md,cm,cm
40301,Lucas Lima,df,rb,rcm
40765,Lucas Moura,fw,ls,cam
105541,Lucas Pérez,fw,st,cam
4498,Lucas Vázquez,fw,lw,lam
3484,Luis Alberto,md,ram,ram
5472,Luis Hernández,df,lb,lb
70451,Luisinho,df,rb,rcm
250134,Luiz Araújo,fw,rw,ram
376362,Luiz Felipe,df,lcb,cdm
14722,Luiz Gustavo,md,rcm,rcm
3464,Luna,df,rb,rcm
377757,Lyanco,df,rb,rb
7623,Léo Baptistão,fw,ls,lam
7986,M. Abeid,md,cm,cm
89073,M. Acuña,md,ram,ram
20803,M. Aguirregaray,df,rb,rcm
297957,M. Akanji,df,rcb,cdm
8013,M. Albrighton,md,rcm,rcm
25562,M. Amalfitano,md,cam,cam
20636,M. Andreolli,df,lcb,cdm
21114,M. Antenucci,fw,st,cam
8677,M. Antonio,fw,ls,cam
405602,M. Antonucci,fw,st,cam
286448,M. Arambarri,md,cm,cm
14703,M. Arnautović,fw,st,cam
14938,M. Arnold,md,rcm,rcm
69400,M. Badelj,md,cm,cm
14802,M. Bakalorz,md,cm,cm
8326,M. Balotelli,fw,rs,cam
215869,M. Bani,df,lcb,cdm
4348,M. Barbosa,gk,gk,lcb
491409,M. Barrow,fw,st,cam
21104,M. Basha,md,cdm,cdm
38093,M. Batshuayi,fw,st,cam
49971,M. Bauer,df,lb,lcm
354041,M. Ben Amor,md,cdm,rb
22380,M. Benassi,md,lam,lam
20579,M. Benatia,df,lcb,cdm
372316,M. Benger,md,cdm,lb
14908,M. Berg,fw,st,cam
14886,M. Bešić,md,lcm,lcm
20512,M. Bianchetti,df,lb,lb
25423,M. Biševac,df,lb,cdm
25433,M. Bodmer,df,rcb,cm
91156,M. Borja,fw,rs,rs
20476,M. Borriello,fw,st,cam
101846,M. Boussoufa,md,cm,cm
55968,M. Braithwaite,fw,st,cam
21160,M. Britos,df,rb,rcm
69968,M. Brozović,md,rcm,rcm
22099,M. Büchel,md,rcm,rcm
288663,M. Caldara,df,lcb,cdm
21370,M. Capuano,df,rb,rb
101847,M. Carcela-González,md,ram,rs
7928,M. Carrick,md,cm,cm
330387,M. Coco,md,cam,cam
24269,M. Coda,fw,st,cam
15800,M. Compper,df,rcb,rcb
228946,M. Cornet,fw,ls,lam
8761,M. Cranie,df,rcb,cdm
21725,M. Cremonesi,df,rb,rb
404219,M. Cuisance,md,lcm,lcm
20460,M. Cáceres,df,lcb,lcm
21322,M. D'Alessandro,fw,rs,ram
272363,M. Dahoud,md,rcm,rcm
21095,M. Darmian,df,lcb,lcm
20395,M. De Sciglio,df,lb,lcm
25700,M. Debuchy,df,lb,lcm
11152,M. Dembélé,md,rcm,rcm
118,M. Depay,fw,rw,ram
25990,M. Deplagne,df,lb,lcm
20796,M. Destro,fw,st,cam
419204,M. Diaby,fw,lw,lam
292654,M. Diakhaby,df,rcb,cdm
25939,M. Diallo,md,cm,cm
8620,M. Diamé,md,cm,cm
15054,M. Diouf,fw,ls,lam
140046,M. Dmitrović,gk,gk,cb
86716,M. Dos Santos,df,lcb,cdm
26512,M. Dossevi,md,lam,lam
272234,M. Dräger,md,lam,lam
25519,M. Dupé,gk,gk,cdm
104851,M. Dúbravka,gk,gk,lcb
286823,M. Egbo,df,lb,lb
272440,M. Eggestein,md,lcm,lcm
264778,M. El Id,md,cdm,cdm
14821,M. Esser,gk,gk,lcb
112253,M. Fabián,md,cam,cam
328336,M. Fares,fw,rw,rcm
8249,M. Fellaini,md,lcm,lcm
20406,M. Flamini,md,lcm,lcm
23427,M. Fossati,md,cm,cm
15131,M. Frantz,md,cm,cm
391441,M. Friedl,df,rb,rcm
20857,M. Gabbiadini,fw,st,cam
237267,M. Gajić,df,lb,lcm
15199,M. Gavranović,fw,st,cam
22152,M. Gazzola,df,lb,lcm
136011,M. Gaćinović,md,cam,cam
14991,M. Ginter,df,lb,cdm
20495,M. Gobbi,df,rb,rcm
25405,M. Gonalons,md,cm,cm
26971,M. Gorgelin,gk,gk,rcb
221443,M. Gouaida,md,rcm,rcm
25860,M. Gradel,fw,rw,ram
65180,M. Gregoritsch,fw,st,cam
237268,M. Grujić,md,rcm,rcm
19720,M. Gulde,df,lcb,cdm
14731,M. Gómez,fw,st,cam
14806,M. Götze,md,cam,cam
18579,M. Halstenberg,df,rb,ram
21171,M. Hamšík,md,ram,ram
14760,M. Harnik,fw,ls,cam
14929,M. Hasebe,md,cdm,cdm
149050,M. Hassen,gk,gk,rcb
26109,M. Haïdara,df,rb,rb
15474,M. Hefele,df,lcb,lcb
15695,M. Heller,md,lam,lam
65075,M. Hinteregger,df,rb,rb
14914,M. Hitz,gk,gk,cb
355937,M. Holgate,df,lb,lb
285538,M. Hosseini,df,rcb,rcb
14795,M. Hummels,df,rb,rcm
14863,M. Höger,md,cm,cm
206314,M. Icardi,fw,st,cam
3866,M. Iturra,md,lcm,lcm
21078,M. Izco,md,lcm,lcm
192748,M. James,md,cm,cm
70100,M. Janko,fw,st,cam
8410,M. Jedinak,md,lcm,lcm
127685,M. Jojić,md,cam,cam
55979,M. Jørgensen,df,lb,cdm
99410,M. Kamiński,df,rb,rb
23124,M. Kanoute,fw,rw,ram
410031,M. Kean,fw,st,cam
7919,M. Keane,df,lcb,cdm
7958,M. Kelly,df,lb,lb
146569,M. Kempf,df,rb,rb
97582,M. Konaté,fw,st,cam
74968,M. Korhut,df,rb,rb
105587,M. Koval,gk,gk,lcb
69404,M. Kovačić,md,rcm,rcm
78488,M. Kozáčik,gk,gk,lcb
56025,M. Krohn-Dehli,md,cm,cm
16025,M. Kruse,fw,st,cam
4009,M. Lacen,md,rcm,rcm
49977,M. Lang,df,lb,lcm
41174,M. Lanzini,md,cam,cam
112366,M. Layún,df,lb,lcm
226200,M. Lazzari,md,lam,lam
26093,M. Le Bihan,fw,rs,ram
26135,M. Le Marchand,df,rb,rb
15020,M. Leckie,fw,lw,lam
15253,M. Lehmann,md,cdm,cdm
29640,M. Lemina,md,cm,cm
292991,M. Lemos,df,lcb,cdm
37836,M. Lestienne,md,lcm,lcm
286226,M. Locatelli,md,cm,cm
280115,M. Lopez,md,lcm,lcm
8643,M. Lowton,df,lb,lcm
61949,M. Lustig,df,lb,lcm
449978,M. Léris,fw,rs,ram
134496,M. Maignan,gk,gk,cb
14943,M. Mandžukić,fw,rw,ram
5653,M. Mantovani,df,rcb,cdm
404226,M. Maolida,fw,rs,ram
15449,M. Mavraj,df,rcb,cdm
62331,M. McGovern,gk,gk,cdm
134369,M. Meyer,md,cm,cm
146459,M. Meza,md,cam,cam
26938,M. Michel,gk,gk,lcb
61425,M. Milligan,md,cdm,rb
337890,M. Mittelstädt,df,rb,ram
333803,M. Mohammadi,df,rb,rcm
257752,M. Moreno,fw,rs,rs
361498,M. Murillo,df,lb,lcm
3526,M. Musacchio,df,lb,lcm
20932,M. Nastasić,df,rb,rb
376474,M. Ndockyt,md,rcm,rcm
14712,M. Neuer,gk,gk,cb
290119,M. Niakhaté,df,rb,rb
25898,M. Niang,fw,rs,ram
8561,M. Noble,md,cm,cm
447538,M. Obafemi,fw,rs,rs
93341,M. Oikonomou,df,lb,lb
116225,M. Olivera,df,rb,rcm
375771,M. Olivera,df,rb,rcm
8192,M. Olsson,df,rb,ram
266885,M. Olunga,fw,st,cam
15772,M. Ostrzolek,df,rb,rcm
21350,M. Parolo,md,lcm,lcm
69525,M. Pavlović,df,rcb,cdm
99438,M. Pazdan,df,rb,rb
21468,M. Perin,gk,gk,cb
19392,M. Philipp,fw,rw,ram
9414,M. Phillips,md,lam,lam
83824,M. Pintilii,md,cm,cm
135810,M. Pjaca,fw,st,cam
20443,M. Pjanić,md,cm,cm
15125,M. Plattenhardt,df,rb,rcm
343116,M. Poaty,df,rb,ram
208696,M. Politano,fw,st,cam
26945,M. Poundjé,df,rb,ram
79449,M. Pouraliganji,df,lcb,cdm
24964,M. Pucciarelli,fw,st,cam
9293,M. Pugh,md,ram,ram
397178,M. Rashford,fw,rs,ram
239191,M. Rashica,fw,ls,cam
15024,M. Reus,fw,st,cam
337960,M. Richter,fw,ls,lam
21730,M. Rigione,df,lb,lcm
15194,M. Risse,md,lam,lam
9227,M. Ritchie,md,lcm,lcm
284315,M. Rog,md,lcm,lcm
51151,M. Rohdén,md,cm,cm
101652,M. Rojo,df,rb,rb
14923,M. Russ,df,lcb,cdm
61390,M. Ryan,gk,gk,cb
99391,M. Rybus,df,rb,rcm
65596,M. Sabitzer,md,lam,lam
25430,M. Sakho,df,rb,rb
25930,M. Samassa,gk,gk,lcb
21280,M. Sampirisi,df,lb,lcm
209086,M. Sanson,md,cam,cam
393228,M. Sarr,df,rb,rb
21865,M. Sau,fw,st,cam
14800,M. Schmelzer,df,rb,rcm
15050,M. Schmiedebach,md,cm,cm
8143,M. Schneiderlin,md,cm,cm
391439,M. Shabani,md,lam,lam
3509,M. Shojaei,md,lam,lam
20811,M. Silvestre,df,lb,cdm
21573,M. Silvestri,gk,gk,lcm
25804,M. Sissoko,md,lam,lam
23705,M. Sportiello,gk,gk,cb
221376,M. Steinmann,md,cm,cm
173213,M. Stendera,md,cm,cm
32539,M. Stoch,md,ram,ram
99511,M. Stępiński,fw,st,cam
64966,M. Suttner,df,rb,rcm
471589,M. Sylla,fw,st,cam
28364,M. Tahrat,df,lcb,lcm
79320,M. Taremi,fw,st,cm
281135,M. Targett,df,rb,rcm
15533,M. Terrazzino,fw,rw,ram
394006,M. Terrier,fw,rs,ram
301017,M. Thuram,fw,rs,ram
149091,M. Tisserand,df,rcb,cdm
3289,M. Topal,md,cdm,lcb
115146,M. Trauco,df,rb,rcm
11156,M. Trotta,fw,ls,cam
347026,M. Tumminello,fw,st,cam
286506,M. Udol,df,rb,rcm
101796,M. Ureña,fw,st,cam
15292,M. Uth,fw,ls,cam
21019,M. Valdifiori,md,cm,cm
20414,M. Valoti,md,rcm,rcm
116349,M. Vecino,md,lcm,lcm
11095,M. Veljkovic,df,lcb,cdm
21383,M. Verratti,md,lcm,lcm
339192,M. Vitale,md,ram,ram
77536,M. Vorm,gk,gk,lcb
375348,M. Wagué,df,lb,lam
25885,M. Wagué,df,lb,lb
3538,M. Wakaso,md,rcm,rcm
15276,M. Weiser,md,lam,lam
224680,M. Wolf,md,lam,lam
25996,M. Yanga-Mbiwa,df,lcb,cdm
703,M. Yoshida,df,lcb,cdm
246633,M. Zaccagni,md,cm,cm
189821,M. Zeegelaar,df,rb,ram
25399,M. Zeffane,df,rcb,rcm
224709,M. Zetterer,gk,gk,rw
15015,M. Zimmermann,md,lcm,lcm
101620,M. da Costa,df,rcb,cdm
625,M. de Roon,md,lcm,lcm
15008,M. ter Stegen,gk,gk,cb
284,M. van der Hoorn,df,lb,lb
3319,M. Özil,md,cam,cam
476054,M. Ćavar,md,lcm,lcm
82528,M. Ďuriš,fw,ls,ls
83082,M. Škoda,fw,ls,cam
138408,M. Škriniar,df,lcb,cdm
7960,M. Škrtel,df,lb,lb
119932,Mahmoud Kahraba,md,cam,cam
300485,Malcom,fw,lw,lam
7585,Manu García,md,cm,cm
32599,Manuel Fernandes,md,cam,cam
341751,Marc Navarro,df,lb,lam
341752,Marc Roca,md,rcm,rcm
3310,Marcelo,df,rb,ram
102,Marcelo,df,lb,lb
288091,Marco Asensio,md,cam,cam
8032,Marcos Alonso,df,rb,ram
279538,Marcos Llorente,md,lcm,lcm
5167,Mariano Díaz,fw,rs,cam
3529,Mario,df,lb,lcm
257006,Mario González,fw,rs,rs
279533,Mario Hermoso,df,rb,rb
3674,Markel Bergara,md,lcm,lcm
266286,Marlon,df,lb,lb
40539,Marquinhos,df,lb,lb
489488,Martín,df,lb,lcm
120225,Marwan Mohsen,fw,st,cam
70981,Marçal,df,rb,rcm
254188,Matías Nahuel,md,lam,lam
41368,Maurício,df,rb,rb
395636,Maxi Gómez,fw,st,cam
20422,Maxi López,fw,st,cam
247222,Medrán,md,cm,cm
70711,Mexer,df,rcb,cdm
500200,Miguel,df,rb,rb
5327,Miguel Cifuentes,df,lb,lam
4003,Miguel Torres,df,rb,cdm
21288,Miguel Veloso,md,cm,cm
50800,Miiko Albornoz,df,rb,rcm
339789,Mikel Merino,md,cm,cm
355599,Mikel Oyarzabal,md,cam,cam
5290,Mikel Rico,md,rcm,rcm
95299,Min-Woo Kim,md,rcm,rcm
7857,Miquel,df,rb,cdm
119975,Mohamed Abdel-Shafi,df,rb,rcm
120000,Mohamed El Shenawy,gk,gk,rcb
120339,Mohamed Elneny,md,lcm,lcm
120353,Mohamed Salah,fw,ls,lam
122671,Mohammad Al Sahlawi,fw,st,cam
292954,Mohammed Al Burayk,df,lb,lam
248328,Mohammed Al Owais,gk,gk,lcb
284147,Mohammed Kanno,md,lam,lam
3856,Molinero,df,lcb,lcm
4362,Momo,md,ram,ram
3339,Montoya,df,lb,lcm
139391,Motaz Hawsawi,df,rb,rb
3994,Moyà,gk,gk,cb
488750,Mozo,md,rcm,rcm
122749,Muhannad Asiri,fw,rs,ram
516397,Mujaid Sadick,df,lb,lb
3425,Muniain,fw,st,cam
3340,Muniesa,df,rb,rb
278278,Munir,fw,st,cam
6509,Munir,gk,gk,lcb
41123,Mário Fernandes,df,lb,lcm
22107,Mário Rui,df,rb,ram
4238,Míchel,df,lb,lcm
134102,N. Aké,df,rb,rb
263614,N. Amiri,md,rcm,rcm
32968,N. Amrabat,fw,st,cam
286223,N. Barella,md,lcm,lcm
396628,N. Basin,df,rb,rcm
26956,N. Benezet,md,cam,cam
144766,N. Bentaleb,md,rcm,rcm
20429,N. Burdisso,df,rcb,cdm
261,N. Chadli,md,cam,cam
7888,N. Chalobah,md,rcm,rcm
86350,N. Champagne,gk,gk,lcb
8392,N. Clyne,df,lb,lam
477744,N. Cozza,df,rb,ram
149074,N. Dirar,md,lcm,lcm
367620,N. Dorsch,md,cm,cm
37959,N. Dussenne,df,lcb,cdm
77552,N. Dyer,md,lam,lam
3934,N. El Zhar,md,lam,lam
236528,N. Elvedi,df,lcb,lcm
28115,N. Fekir,md,cam,cam
14705,N. Füllkrug,fw,st,cam
70121,N. Gaitán,md,ram,ram
229119,N. Gandi,md,rcm,rcm
21959,N. Giannetti,fw,st,cam
104937,N. Gyömbér,df,rb,rb
342075,N. Haas,md,cm,cm
15430,N. Höfler,md,rcm,rcm
367146,N. Janvier,md,cam,cam
15080,N. Jørgensen,fw,st,cam
105376,N. Kalinić,fw,st,cam
31528,N. Kanté,md,cm,cm
289711,N. Keïta,md,cm,cm
265864,N. Maksimović,md,lcm,lcm
127524,N. Maksimović,df,lb,lcm
70122,N. Matić,md,rcm,rcm
9525,N. McGinn,md,lam,lam
134542,N. Mendy,md,cm,cm
424241,N. Milenković,df,lb,cdm
77,N. Moisander,df,rb,rb
341973,N. Mukiele,df,lb,lcm
20869,N. Murru,df,rb,rcm
15192,N. Müller,md,lam,lam
25558,N. N'Koulou,df,lb,lb
471968,N. Nartey,df,rb,cam
74958,N. Nikolić,fw,rs,cam
299618,N. Nández,md,lam,lam
70086,N. Otamendi,df,rcb,cdm
26276,N. Pallois,df,rcb,rcb
101649,N. Pareja,df,lb,lb
14734,N. Petersen,fw,st,cam
415348,N. Pierini,fw,rs,ram
12242,N. Pope,gk,gk,lcb
247671,N. Pépé,fw,lw,lam
140125,N. Radoja,md,cm,cm
237274,N. Radonjić,md,ram,ram
8116,N. Redmond,md,ram,ram
21148,N. Rigoni,md,cm,cm
25716,N. Roux,fw,rs,ram
22578,N. Sansone,fw,st,cam
272436,N. Sarenren-Bazee,md,lam,lam
18982,N. Schulz,md,ram,ram
26100,N. Sliti,md,ram,ram
21072,N. Spolli,df,lcb,cdm
83753,N. Stanciu,md,cam,cam
173212,N. Stark,df,lb,cdm
14801,N. Subotić,df,rcb,cdm
134383,N. Süle,df,lcb,cdm
86722,N. Tagliafico,df,rb,ram
77544,N. Taylor,df,rb,ram
20748,N. Tomović,df,lcb,cdm
22695,N. Viola,md,rcm,rcm
284476,N. Vlašić,md,lam,lam
9179,N. Wells,fw,rs,cam
402014,N. Zanellato,md,lam,lam
8315,N. de Jong,md,cm,cm
25923,N. de Préville,fw,rs,cam
3320,N. Şahin,md,rcm,rcm
3304,Nacho,df,lcb,cm
293862,Nacho Gil,fw,rs,ram
3560,Nacho Monreal,df,rb,rcm
302542,Nacho Vidal,df,lb,lcm
41124,Naldo,df,rcb,rcb
14689,Naldo,df,lcb,cdm
7926,Nani,md,cam,cam
293857,Nano,fw,st,cam
285139,Nathan,md,cam,cam
20922,Neto,gk,gk,cb
40810,Neymar,fw,rs,ram
21298,Nicolas,gk,gk,cb
70125,Nolito,fw,rw,ram
215130,Nuno Da Costa,fw,ls,lam
222770,Nélson Semedo,df,lb,lam
14979,O. Baumann,gk,gk,cb
145014,O. Bulut,md,lam,lam
346071,O. Burke,md,lam,lam
286390,O. Dembélé,fw,lw,lam
218896,O. Duda,md,cam,cam
78991,O. Ebrahimi,md,lcm,lcm
30320,O. El Hajjam,df,lb,lcm
424624,O. Etebo,fw,st,cm
26010,O. Giroud,fw,st,cam
120717,O. Haddadi,df,rb,rcm
51145,O. Hiljemark,md,cm,cm
83953,O. Hoban,md,rcm,rcm
5295,O. Ighalo,fw,ls,lam
92864,O. Karnezis,gk,gk,cb
50272,O. Kayode,fw,st,cam
16922,O. Kragl,md,lcm,lcm
105328,O. Kucher,df,rb,rcm
286404,O. Käuper,md,cm,cm
51398,O. Lewicki,md,lcm,lcm
349099,O. Mangala,md,lcm,lcm
288865,O. McBurnie,fw,ls,lam
91002,O. Murillo,df,rb,rb
28965,O. Nguette,fw,rs,ram
145692,O. Niasse,fw,st,cam
8773,O. Norwood,md,rcm,rcm
403272,O. Okwonkwo,fw,st,cam
112710,O. Peralta,fw,st,cam
15285,O. Roshi,md,lam,lam
54380,O. Selnæs,md,cm,cm
101856,O. Shatov,md,cam,cam
14988,O. Sorg,df,lb,lcm
405880,O. Stijepović,fw,ls,ls
1751,O. Tannane,fw,lw,lam
123,O. Toivonen,fw,st,cam
223071,O. Tufan,md,lcm,lcm
342194,O. Verdon,df,lb,lb
112377,O. Vizcarrondo,df,lcb,cdm
15014,O. Wendt,df,rb,rcm
223546,O. Wriedt,fw,rs,cam
241564,O. Zinchenko,md,ram,ram
7869,O. Özyakup,md,cm,cm
15076,O. Şahan,md,lam,lam
278289,Odriozola,df,lb,lam
3330,Oier,gk,gk,cb
122651,Omar Hawsawi,df,rb,rb
4509,Omar Mascarell,md,cm,cm
5195,Omar Ramos,md,cam,cam
247150,One,df,rcb,rcb
7899,Oriol Romeu,md,cm,cm
122839,Osama Hawsawi,df,lb,lb
295569,Otávio,md,cdm,cdm
139078,P. Aquino,md,cdm,cdm
25867,P. Aubameyang,fw,st,cam
8516,P. Bardsley,df,lb,lcm
14692,P. Bargfrede,md,cm,cm
26332,P. Baysse,df,rcb,cdm
303357,P. Billing,md,rcm,rcm
69658,P. Brlek,md,cm,cm
328488,P. Burner,df,lb,lcm
21162,P. Cannavaro,df,lcb,cdm
27646,P. Capelle,md,cm,cm
8747,P. Crouch,fw,st,cam
351010,P. Cutrone,fw,st,cam
86517,P. De Blasis,fw,rs,ram
3704,P. Diop,md,lcm,lcm
25524,P. Djilobodji,df,rb,rb
7978,P. Dummett,df,rb,rb
89186,P. Dybala,fw,ls,cam
448246,P. Dárdai,fw,rw,ram
7915,P. Evra,df,rb,rcm
220359,P. Faragò,md,lam,lam
447205,P. Foden,md,ram,ram
114798,P. Gallese,gk,gk,lcb
8992,P. Gazzaniga,gk,gk,rcb
264084,P. Gollini,gk,gk,cb
26134,P. Gouano,df,lb,lb
15526,P. Groß,md,cam,cam
14909,P. Guerrero,fw,rs,cam
9611,P. Gulácsi,gk,gk,cb
269060,P. Hernández,md,cm,cm
15018,P. Herrmann,md,lam,lam
20653,P. Hetemaj,md,rcm,rcm
144713,P. Hrošovský,md,lcm,lcm
114624,P. Hurtado,md,lcm,lcm
135114,P. Højbjerg,md,cm,cm
22135,P. Iemmello,fw,st,cam
391643,P. Jaeckel,df,lb,lb
8245,P. Jagielka,df,lcb,cdm
50806,P. Jansson,df,lcb,lcm
269188,P. Jaroszyński,df,rb,rcm
7918,P. Jones,df,rcb,cdm
82487,P. Kadeřábek,df,lb,lam
231138,P. Kimpembe,df,rb,rcm
25829,P. Lasne,md,rcm,rcm
277629,P. Lees Melou,md,cm,cm
255732,P. Lienhart,df,lb,lb
101596,P. Mamaev,md,cam,cam
29616,P. Martinez,df,rb,rb
221411,P. Max,df,rb,rcm
136704,P. McNair,df,lb,lam
7856,P. Mertesacker,df,rcb,cdm
99453,P. Nakoulma,fw,st,cam
25514,P. Ntep,md,ram,ram
297701,P. Ochs,fw,lw,lam
99437,P. Olkowski,df,lb,lcm
26539,P. Oniangué,md,lcm,lcm
32959,P. Pekarík,df,lb,lcm
481329,P. Pellegri,fw,st,cam
3293,P. Piatti,fw,rw,ram
7936,P. Pogba,md,cm,cm
344178,P. Retsos,df,lcb,cm
20911,P. Schiattarella,md,lcm,lcm
234359,P. Schick,fw,ls,lam
15256,P. Schwegler,md,cm,cm
241945,P. Sisto,md,ram,ram
14905,P. Skjelbred,md,cm,cm
25703,P. Souaré,df,rb,ram
272378,P. Stenzel,df,lb,lcm
16010,P. Tschauner,gk,gk,cb
99,P. Tytoń,gk,gk,rcb
15775,P. Verhaegh,df,lb,lcm
8313,P. Zabaleta,df,lb,lcm
99902,P. Zieliński,md,ram,ram
454,P. van Aanholt,df,rb,rcm
7882,P. Čech,gk,gk,cb
41127,Pablo,df,rcb,rcb
399676,Pablo Fornals,md,cam,cam
263105,Pablo Maffeo,df,lb,lam
4015,Pablo Sarabia,md,cam,cam
6950,Pablo Ínsua,df,lb,lb
3291,Paco Alcácer,fw,st,cam
339812,Pape Diop,md,rcm,rb
4792,Patric,df,lcb,lcm
247206,Pau López,gk,gk,cb
400549,Pau Torres,df,rb,cdm
40550,Paulinho,md,lcm,lcm
70507,Paulo Oliveira,df,lb,cdm
3360,Pedro,fw,st,cam
4232,Pedro Alcalá,df,lb,cdm
4014,Pedro León,md,lam,lam
6577,Pedro López,gk,gk,cb
3920,Pedro López,df,lb,lcm
3308,Pedro Mendes,df,lcb,cdm
4511,Pedro Mosquera,md,rcm,rcm
20620,Pedro Obiang,md,cm,cm
345740,Pedro Pereira,df,lb,lam
135901,Pedro Rebocho,df,rb,rcm
3305,Pepe,df,lb,cdm
7949,Pepe Reina,gk,gk,cb
230895,Pere Pons,md,lcm,lcm
3802,Philippe Coutinho,fw,rs,ram
3341,Piqué,df,lb,cdm
354123,Pol Lirola,df,lb,lcm
3572,Portillo,md,lam,lam
3287,Portu,md,lam,lam
28055,Q. Beunardeau,gk,gk,cb
374118,Q. Boisgard,md,cam,cam
243931,Q. Cornette,fw,lw,lam
337225,R. Aarons,md,cam,cam
14766,R. Adler,gk,gk,lcb
28335,R. Aguilar,df,lb,lcm
16126,R. Almer,gk,gk,cb
26311,R. Amalfitano,md,cm,cm
361536,R. Avila,md,rcm,rcm
32706,R. Azofeifa,md,cm,cm
268180,R. Bajić,fw,ls,lam
391425,R. Baku,md,rcm,rcm
8246,R. Barkley,md,lam,lam
223516,R. Bauer,df,lb,lb
