eventName,subEventName,startX,startY,endX,endY,tags
Free Kick,Free kick cross,60,16,77,74,"801, 1801"
Pass,Simple pass,29,31,32,15,1801
Pass,Smart pass,69,51,79,61,"901, 1802"
Duel,Ground defending duel,66,69,71,74,"702, 1801"
Pass,Simple pass,54,87,45,73,1801
Pass,High pass,40,88,35,35,1801
Pass,Simple pass,39,51,37,73,1801
Pass,Simple pass,55,75,44,47,1801
Pass,High pass,49,52,82,0,1802
Others on the ball,Touch,2,66,0,78,1401
Others on the ball,Clearance,10,39,7,96,"1401, 1802"
Pass,Head pass,9,44,19,33,"1401, 1801"
Pass,High pass,35,66,64,9,1801
Free Kick,Corner,100,100,91,54,"801, 1801"
Others on the ball,Touch,37,25,45,22,
Duel,Ground loose ball duel,45,22,62,17,"703, 1801"
Pass,Simple pass,41,28,46,74,1801
Pass,High pass,38,10,27,53,1801
Duel,Air duel,68,48,73,56,"701, 1802"
Pass,Simple pass,68,64,65,83,1801
Duel,Ground attacking duel,39,10,39,6,"702, 1801"
Duel,Ground attacking duel,39,6,34,5,"703, 1801"
Pass,Simple pass,54,71,42,93,"1401, 1801"
Pass,High pass,35,81,73,78,1801
Duel,Ground loose ball duel,56,19,54,33,"703, 1801"
Duel,Ground loose ball duel,69,60,70,92,"701, 1802"
Duel,Ground loose ball duel,65,65,57,69,"701, 1802"
Pass,Simple pass,63,21,30,8,1801
Pass,Simple pass,54,17,66,21,1801
Pass,High pass,71,53,92,29,1801
Others on the ball,Touch,41,68,46,55,
Pass,Simple pass,71,16,70,6,1801
Duel,Ground attacking duel,62,16,53,18,"702, 1801"
Pass,Simple pass,53,18,31,35,1801
Pass,High pass,47,17,95,10,1801
Pass,Simple pass,39,16,37,64,1801
Pass,Simple pass,70,42,67,9,1801
Pass,Simple pass,47,14,71,21,"1901, 1802"
Pass,Simple pass,38,25,35,4,1801
Pass,Simple pass,42,29,58,85,1801
Pass,Simple pass,46,20,28,6,1801
Pass,High pass,44,47,52,87,1801
Pass,Simple pass,55,80,33,81,1801
Pass,Simple pass,73,49,75,32,1801
Pass,Simple pass,51,43,66,52,1801
Free Kick,Corner,100,100,74,3,"801, 1801"
Shot,Shot,83,84,100,100,"402, 201, 1210, 1802"
Duel,Ground attacking duel,59,28,52,21,"702, 1801"
Pass,Simple pass,52,21,36,7,1801
Others on the ball,Touch,37,11,34,12,
Duel,Ground defending duel,29,54,26,82,"502, 701, 1802"
Others on the ball,Touch,26,54,32,0,1401
Pass,Simple pass,52,57,65,40,"1901, 1802"
Duel,Air duel,68,57,71,79,"701, 1802"
Pass,Simple pass,59,35,50,49,1801
Free Kick,Corner,100,100,90,41,"801, 1801"
Pass,High pass,29,21,69,0,1802
Pass,Simple pass,46,56,65,35,1801
Pass,Simple pass,71,50,89,89,1801
Pass,Cross,73,78,100,100,"402, 801, 1802"
Pass,Simple pass,35,43,31,48,1801
Pass,Smart pass,85,40,91,41,1802
Pass,Smart pass,75,39,79,33,"901, 1802"
Pass,Simple pass,61,29,31,26,1801
Pass,Launch,26,65,71,29,1802
Duel,Ground defending duel,20,91,16,84,"501, 701, 1802"
Others on the ball,Touch,20,87,10,69,1401
Pass,Simple pass,39,74,31,80,1801
Pass,Simple pass,42,34,47,54,1801
Pass,Simple pass,68,22,67,73,1801
Pass,Simple pass,65,70,69,65,1801
Pass,Simple pass,50,49,34,32,1801
Pass,High pass,38,16,81,97,1801
Pass,Simple pass,35,19,61,86,1801
Others on the ball,Acceleration,34,25,58,43,1801
Pass,Simple pass,58,43,70,28,1801
Pass,High pass,58,44,89,82,1801
Pass,Simple pass,36,18,64,4,1801
Pass,Simple pass,62,36,62,5,1801
Duel,Ground attacking duel,67,16,67,11,"502, 703, 1801"
Pass,Simple pass,67,11,72,4,1801
Pass,High pass,65,14,63,89,1801
Pass,Simple pass,72,41,78,89,1801
Pass,High pass,66,83,72,12,1801
Pass,Simple pass,37,16,25,6,1801
Pass,Simple pass,34,5,12,8,1801
Free Kick,Free Kick,44,3,34,5,1801
Pass,Simple pass,44,38,35,21,1801
Duel,Ground attacking duel,40,35,32,17,"702, 1801"
Pass,Simple pass,44,42,29,49,1801
Pass,Simple pass,50,38,67,3,1801
Pass,Simple pass,64,14,72,17,1801
Pass,Simple pass,65,25,75,20,1801
Pass,High pass,46,46,68,13,1802
Pass,Simple pass,41,10,29,9,1801
Pass,Simple pass,28,28,50,10,1801
Pass,Simple pass,48,19,65,12,1801
Pass,Simple pass,42,22,31,24,1801
Pass,Simple pass,56,46,49,63,1801
Others on the ball,Clearance,13,42,32,38,"1401, 1801"
Pass,Simple pass,35,33,56,55,1801
Pass,Simple pass,52,49,75,83,1801
Pass,Simple pass,71,59,57,35,1801
Pass,Smart pass,66,72,91,50,"901, 1801"
Shot,Shot,81,61,0,0,"402, 201, 1203, 1801"
Pass,Simple pass,57,52,57,22,1801
Pass,Simple pass,60,55,54,41,1801
Duel,Ground attacking duel,55,51,61,43,"703, 1801"
Pass,Simple pass,61,43,73,18,1801
Pass,Simple pass,36,30,7,43,1801
Pass,Simple pass,56,28,72,27,1801
Pass,Simple pass,69,25,79,9,1801
Pass,Simple pass,69,39,68,57,1801
Pass,High pass,66,20,82,90,1801
Pass,High pass,54,10,99,8,1802
Duel,Ground attacking duel,30,33,30,25,"702, 1801"
Duel,Ground loose ball duel,30,25,26,28,"701, 1802"
Others on the ball,Clearance,4,46,57,83,1802
Duel,Ground attacking duel,33,16,33,11,"703, 1801"
Free Kick,Free kick shot,78,71,0,0,"402, 1101, 1216, 1802"
Pass,Simple pass,46,34,52,81,1801
Pass,High pass,67,59,83,96,1801
Duel,Air duel,67,80,66,75,"701, 1802"
Pass,Simple pass,33,25,28,46,1801
Pass,Simple pass,57,39,61,29,1801
Pass,Simple pass,64,55,82,10,1801
Pass,Simple pass,67,51,67,71,1801
Pass,Simple pass,60,57,64,44,1801
Pass,Cross,92,18,91,43,"401, 801, 1802"
Pass,High pass,39,71,88,50,"901, 1802"
Duel,Ground defending duel,67,20,65,23,"502, 701, 1802"
Foul,Foul,65,23,67,20,
Duel,Ground attacking duel,49,16,55,8,"702, 1801"
Pass,Head pass,29,56,34,32,"1401, 1802"
Shot,Shot,87,53,0,0,"402, 201, 1205, 1801"
Pass,Simple pass,44,36,61,58,1801
Pass,Simple pass,65,48,83,56,1801
Duel,Ground attacking duel,5,30,5,38,"1401, 702, 1801"
Pass,Launch,5,38,57,49,1802
Pass,Smart pass,76,45,78,29,"1901, 901, 1802"
Pass,Simple pass,42,24,33,20,1801
Pass,Simple pass,42,35,36,73,1801
Pass,Simple pass,45,54,47,57,1801
Pass,Simple pass,76,27,86,31,"1401, 1802"
Duel,Ground defending duel,71,25,73,21,"702, 1801"
Pass,Simple pass,48,22,43,32,1801
Pass,High pass,49,28,82,85,1802
Free Kick,Corner,100,100,92,37,"801, 1802"
Pass,Simple pass,68,9,67,64,1801
Duel,Ground attacking duel,51,25,30,18,"702, 1801"
Pass,Simple pass,44,5,36,24,1801
Pass,High pass,52,15,80,17,1801
Free Kick,Throw in,48,0,36,18,1801
Pass,High pass,45,21,56,84,1801
Pass,Simple pass,59,30,69,54,1801
Duel,Ground attacking duel,68,30,70,37,"501, 703, 1801"
Shot,Shot,70,37,0,0,"402, 1214, 1802"
Pass,Simple pass,45,30,57,5,1801
Pass,Simple pass,67,17,72,71,1801
Pass,Simple pass,56,29,54,34,1801
Pass,Simple pass,58,25,65,18,1801
Pass,Simple pass,58,14,70,26,1801
Duel,Ground attacking duel,61,26,61,15,"502, 703, 1801"
Pass,Simple pass,61,15,61,4,1801
Duel,Ground loose ball duel,27,34,31,35,"703, 1801"
Pass,Simple pass,59,33,56,24,1801
Pass,Simple pass,42,35,52,11,1801
Others on the ball,Touch,67,22,61,33,1401
Pass,Simple pass,53,43,52,76,1801
Pass,High pass,53,64,59,5,1801
Duel,Ground defending duel,55,39,38,48,"504, 701, 1802"
Pass,Simple pass,54,17,59,56,1801
Free Kick,Corner,100,100,94,51,"801, 1801"
Pass,Simple pass,44,80,61,95,1801
Duel,Ground attacking duel,64,65,71,62,"701, 1802"
Pass,Simple pass,56,58,71,60,1801
Pass,Simple pass,67,50,73,12,1801
Pass,Simple pass,67,32,57,56,1801
Free Kick,Free kick cross,72,20,93,49,"302, 801, 1801"
Pass,Simple pass,27,34,27,33,1801
Duel,Air duel,36,22,30,28,"701, 1802"
Free Kick,Corner,100,100,87,38,"801, 1801"
Free Kick,Free kick cross,68,66,89,38,"801, 1802"
Pass,Simple pass,70,91,54,1,1801
Pass,Simple pass,34,37,68,71,1801
Duel,Ground attacking duel,75,59,75,62,"501, 602, 702, 1801"
Duel,Ground loose ball duel,75,62,71,73,"703, 1801"
Pass,Simple pass,71,73,85,88,1801
Free Kick,Free kick cross,66,32,0,0,"801, 1802"
Pass,Simple pass,47,28,53,43,1801
Pass,High pass,62,19,78,81,1801
Free Kick,Corner,100,100,90,41,"302, 801, 1801"
Pass,Simple pass,64,51,57,68,1801
Pass,Simple pass,53,40,66,9,1801
Pass,Simple pass,62,12,63,4,1801
Pass,Simple pass,56,21,43,34,1801
Pass,Simple pass,57,65,68,74,1801
Pass,Simple pass,65,66,73,27,1802
Duel,Ground loose ball duel,31,55,30,52,"703, 1801"
Others on the ball,Touch,30,52,30,48,1302
Duel,Ground defending duel,30,48,29,48,"701, 1802"
Foul,Foul,29,48,30,48,
Pass,Simple pass,32,48,26,20,1801
Pass,Simple pass,49,44,35,58,1801
Pass,High pass,56,19,89,97,1801
Pass,Simple pass,49,51,48,56,1801
Duel,Ground attacking duel,72,27,70,41,"501, 703, 1801"
Pass,Simple pass,70,41,69,60,1801
Pass,Simple pass,71,58,81,84,1801
Free Kick,Corner,100,100,88,46,"801, 1801"
Pass,Simple pass,74,32,86,75,1801
Pass,Simple pass,26,22,16,5,1801
Pass,High pass,76,28,74,94,1801
Pass,Simple pass,24,16,18,36,1801
Pass,Simple pass,47,31,47,47,1801
Pass,Simple pass,63,26,78,28,1801
Pass,Simple pass,72,38,55,28,1801
Pass,Simple pass,74,6,65,6,1801
Duel,Ground attacking duel,71,42,81,36,"503, 703, 1801"
Shot,Shot,81,36,0,0,"402, 201, 1202, 1801"
Free Kick,Corner,100,100,97,59,"801, 1802"
Pass,Cross,73,93,88,56,"402, 801, 1801"
Pass,Simple pass,24,33,37,11,1802
Pass,Simple pass,37,5,45,31,1801
Pass,Simple pass,47,66,44,49,1801
Pass,Simple pass,72,14,79,32,1801
Free Kick,Corner,100,100,79,6,"801, 1801"
Pass,Simple pass,41,46,59,86,1801
Free Kick,Free kick cross,68,79,90,45,"801, 1801"
Pass,High pass,62,68,90,46,"302, 901, 1801"
Pass,Simple pass,73,10,77,6,1801
Pass,Simple pass,41,23,41,5,1801
Pass,Simple pass,67,19,73,4,1801
Pass,Simple pass,70,18,78,44,1801
Pass,Simple pass,41,29,74,63,1801
Pass,Simple pass,37,28,31,46,1801
Pass,Simple pass,35,23,38,29,1801
Pass,Simple pass,44,19,32,31,1801
Duel,Ground attacking duel,83,54,85,50,"503, 703, 1801"
Shot,Shot,85,50,0,0,"401, 2101, 1802"
Pass,High pass,74,7,91,12,1801
Pass,Simple pass,79,88,98,95,1801
Free Kick,Corner,100,100,93,47,"801, 1802"
Pass,Simple pass,77,19,89,5,1801
Duel,Ground attacking duel,68,22,61,18,"503, 703, 1801"
Others on the ball,Acceleration,61,18,80,21,1801
Duel,Ground attacking duel,80,21,71,32,"503, 701, 1802"
Pass,Cross,88,15,100,79,"402, 801, 1802"
Pass,Simple pass,71,42,74,40,1801
Pass,Simple pass,34,19,35,71,1801
Pass,Simple pass,67,38,67,54,1801
Pass,Simple pass,67,46,78,78,1801
Free Kick,Corner,100,100,88,55,"302, 801, 1801"
Pass,Smart pass,51,30,67,42,1801
Pass,Simple pass,66,36,53,51,1801
Pass,Simple pass,69,33,71,75,1801
Pass,Simple pass,42,15,12,32,1801
Pass,High pass,57,31,80,100,1802
Duel,Ground attacking duel,68,74,68,71,"702, 1801"
Pass,Simple pass,68,71,71,55,1801
Pass,Cross,77,85,100,16,"402, 801, 1802"
Pass,Simple pass,47,24,57,26,1801
Free Kick,Corner,100,100,94,60,"801, 1801"
Pass,Simple pass,34,71,30,48,"1401, 1801"
Duel,Ground defending duel,64,11,68,9,"703, 1801"
Pass,Simple pass,68,9,30,8,1801
Pass,Simple pass,71,30,72,37,1801
Pass,Simple pass,72,37,55,47,1801
Pass,Simple pass,69,31,67,37,1801
Others on the ball,Touch,69,55,79,51,
Duel,Ground loose ball duel,79,51,74,65,"701, 1802"
Pass,Smart pass,73,45,78,46,1801
Duel,Ground attacking duel,78,46,97,75,"703, 1801"
Pass,Simple pass,43,10,44,33,1801
Free Kick,Throw in,65,0,38,33,1801
Duel,Ground attacking duel,89,25,91,25,"502, 703, 1801"
Pass,Cross,91,25,89,83,"401, 801, 1801"
Pass,Simple pass,69,42,57,48,1801
Pass,Simple pass,74,22,74,20,1801
Pass,Simple pass,41,11,92,53,"1001, 1802"
Shot,Shot,78,58,100,100,"402, 2101, 201, 1802"
Free Kick,Corner,100,100,87,55,"801, 1801"
Pass,Simple pass,70,69,53,76,1801
Pass,Smart pass,78,79,41,64,1801
Pass,Simple pass,75,47,71,77,1801
Free Kick,Corner,100,100,93,39,"801, 1802"
Pass,Simple pass,68,51,74,68,1801
Duel,Ground loose ball duel,93,62,90,56,"702, 1801"
Free Kick,Corner,100,100,92,86,1801
Pass,Cross,91,86,100,100,"402, 2101, 1802"
Free Kick,Throw in,95,100,68,80,1801
Duel,Ground loose ball duel,70,64,66,63,"702, 1801"
Duel,Ground attacking duel,69,63,78,60,"502, 703, 1801"
Shot,Shot,78,60,100,100,"401, 201, 1210, 1802"
Pass,Simple pass,72,53,71,89,1801
Free Kick,Corner,100,100,95,47,"801, 1801"
Pass,Simple pass,71,68,75,69,1801
Others on the ball,Acceleration,65,29,77,25,1801
Duel,Ground attacking duel,77,25,75,17,"701, 1802"
Pass,Simple pass,74,29,73,53,1801
Others on the ball,Acceleration,77,19,89,25,1801
Duel,Ground attacking duel,89,25,89,61,"701, 1802"
Pass,High pass,43,48,79,100,1802
Pass,Simple pass,37,21,40,31,1801
Free Kick,Penalty,90,50,94,42,"101, 402, 1205, 1801"
Duel,Air duel,10,34,9,56,"701, 1802"
Pass,Simple pass,46,47,44,84,1801
Pass,High pass,43,18,97,5,1801
Pass,Simple pass,37,32,35,6,1801
Pass,Simple pass,46,9,43,20,1801
Pass,Simple pass,51,7,35,7,1801
Free Kick,Free kick cross,69,28,91,52,"801, 1801"
Pass,High pass,56,28,80,68,1801
Duel,Ground attacking duel,57,17,72,16,"502, 703, 1801"
Duel,Ground attacking duel,72,16,66,27,"501, 703, 1801"
Pass,Simple pass,66,27,72,92,1801
Pass,Simple pass,57,25,63,43,1801
Pass,Simple pass,63,39,69,59,1801
Pass,Simple pass,64,50,74,90,1801
Free Kick,Corner,100,100,90,55,"801, 1801"
Pass,Simple pass,43,79,33,67,1801
Duel,Ground attacking duel,75,85,84,98,"501, 703, 1801"
Pass,Simple pass,84,98,81,94,1801
Free Kick,Corner,100,100,94,48,"801, 1801"
Pass,Simple pass,41,58,58,24,1801
Pass,Simple pass,61,18,68,27,1801
Pass,Simple pass,45,45,34,12,1801
Pass,Simple pass,62,34,55,50,1801
Pass,Simple pass,64,24,73,24,1801
Duel,Air duel,91,38,91,46,"701, 1802"
Free Kick,Corner,100,100,91,41,"801, 1801"
Pass,Simple pass,44,36,57,23,1801
Pass,Simple pass,30,5,22,18,"1901, 1801"
Free Kick,Corner,100,1,0,0,"801, 1802"
Pass,Cross,87,8,98,72,"402, 801, 1801"
Pass,Simple pass,70,36,66,52,1801
Duel,Ground defending duel,33,93,34,89,"703, 1801"
Pass,Simple pass,33,60,56,25,1801
Pass,Simple pass,31,50,43,45,1801
Pass,Simple pass,39,56,46,17,1801
Pass,Simple pass,56,77,69,81,1801
Pass,Simple pass,51,55,63,16,1801
Duel,Ground attacking duel,68,21,64,18,"503, 701, 1802"
Pass,Simple pass,45,10,48,26,1801
Pass,Smart pass,41,35,66,42,1802
Pass,High pass,48,44,85,98,1801
Shot,Shot,76,57,0,0,"402, 201, 1215, 1802"
Duel,Ground attacking duel,71,44,64,51,"503, 602, 701, 1802"
Pass,Simple pass,46,71,77,100,1802
Pass,Simple pass,47,47,64,5,1801
Pass,Simple pass,31,52,44,21,1801
Pass,Simple pass,64,20,67,4,1801
Pass,Simple pass,47,52,42,8,1801
Pass,Simple pass,49,44,64,40,1801
Duel,Ground defending duel,54,38,62,49,"702, 1801"
Duel,Ground attacking duel,66,45,70,45,"703, 1801"
Free Kick,Free Kick,65,37,66,14,1801
Pass,Simple pass,71,63,65,51,1801
Shot,Shot,86,59,0,0,"402, 201, 1216, 1802"
Pass,Simple pass,49,11,59,21,1801
Pass,Simple pass,55,13,62,26,1801
Pass,Simple pass,63,84,60,82,1802
Pass,Simple pass,42,91,33,65,1801
Pass,Simple pass,69,63,90,74,1801
Pass,Cross,76,71,93,43,"402, 801, 1801"
Pass,Simple pass,60,63,75,85,1801
Pass,Simple pass,69,36,68,7,1801
Duel,Ground defending duel,27,93,19,92,"501, 701, 1802"
Pass,Simple pass,70,66,81,95,1801
Pass,Simple pass,63,85,65,69,1802
Pass,Simple pass,37,71,33,6,1801
Duel,Ground defending duel,70,48,65,30,"701, 1802"
Pass,Simple pass,27,39,31,46,"1401, 1802"
Duel,Ground defending duel,21,9,34,14,"702, 1801"
Pass,Simple pass,19,10,27,6,1801
Pass,Simple pass,70,62,76,83,1801
Pass,Simple pass,72,68,78,97,1801
Pass,Simple pass,63,36,70,67,1801
Others on the ball,Touch,63,72,66,79,
Duel,Ground defending duel,66,79,68,65,"702, 1801"
Pass,Simple pass,54,48,43,69,1801
Pass,Simple pass,55,51,74,16,1802
Pass,Simple pass,45,72,47,95,1801
Pass,Simple pass,59,85,54,79,1802
Pass,Simple pass,46,69,46,28,1801
Pass,Simple pass,62,73,73,86,1801
Duel,Ground attacking duel,71,83,70,95,"503, 702, 1801"
Pass,Simple pass,69,94,70,56,1801
Pass,High pass,46,59,87,11,1801
Others on the ball,Touch,71,65,72,65,
Duel,Ground loose ball duel,72,65,70,78,"701, 1802"
Duel,Ground loose ball duel,69,72,69,82,"701, 1802"
Free Kick,Corner,100,0,95,34,"801, 1802"
Duel,Ground attacking duel,80,10,74,27,"501, 703, 1801"
Pass,Cross,74,27,96,67,"402, 801, 1802"
Pass,Simple pass,65,77,61,95,1801
Others on the ball,Touch,31,84,41,88,
Pass,Simple pass,55,54,71,95,1801
Pass,Simple pass,66,56,74,92,1801
Pass,Simple pass,64,32,62,9,1801
Pass,Simple pass,64,46,63,66,1801
Pass,Simple pass,65,51,66,94,1801
Pass,Simple pass,42,64,60,27,1801
Pass,Simple pass,37,24,61,81,1801
Pass,Simple pass,65,17,74,5,1801
