eventName,subEventName,startX,startY,endX,endY,tags
Shot,Shot,78,43,100,100,"402, 201, 1214, 1802"
Pass,High pass,70,24,96,77,1801
Duel,Ground attacking duel,72,35,75,38,"504, 703, 1801"
Others on the ball,Touch,58,0,58,25,
Pass,Smart pass,58,25,69,40,"901, 1802"
Pass,Simple pass,62,23,68,15,1801
Pass,Simple pass,69,16,78,2,1801
Others on the ball,Touch,64,1,53,50,
Duel,Ground attacking duel,53,50,54,52,"503, 703, 1801"
Pass,Smart pass,69,37,70,47,1802
Pass,Simple pass,90,94,76,83,1801
Pass,Simple pass,67,15,77,9,1801
Pass,Simple pass,80,6,71,4,1801
Pass,Simple pass,72,20,79,23,1802
