eventName,subEventName,startX,startY,endX,endY,tags
Pass,Simple pass,29,16,30,27,1801
Pass,Smart pass,65,55,69,33,1801
Duel,Ground defending duel,39,44,28,20,"703, 1801"
Pass,High pass,34,38,75,33,1802
Duel,Air duel,60,12,62,49,"703, 1801"
Pass,Simple pass,31,56,31,53,1801
Pass,Head pass,31,50,64,24,1802
Pass,Simple pass,33,46,35,10,1801
Pass,Simple pass,38,71,59,83,1801
Pass,Simple pass,31,46,34,70,1801
Duel,Ground loose ball duel,92,35,100,100,"702, 1801"
Pass,Simple pass,34,50,39,21,1801
Pass,Simple pass,31,39,27,75,1801
Pass,Simple pass,66,49,69,60,1801
Pass,High pass,25,27,31,82,1801
Others on the ball,Clearance,9,45,0,37,"1401, 1802"
Duel,Ground defending duel,20,52,21,53,"701, 1802"
Foul,Foul,21,53,20,52,
Pass,Simple pass,44,43,61,57,"1401, 1801"
Pass,Simple pass,62,28,68,14,1801
